1225155132	20240208	202402	2024	2024.1041	AFR	AFRICA	AFR								LEG	CONGRESS						LEG			0	160	160	16	4	-4.0	2	1	2	-2.19178082191781	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20250207084500	https://allafrica.com/stories/202502070098.html
1225155133	20240208	202402	2024	2024.1041	AUS	AUSTRALIAN	AUS																		1	071	071	07	2	7.4	3	1	3	3.33333333333333	5	Chimbu Province, Chimbu, Papua New Guinea	PP	PP08	18585	-6.25	144.833	-2186984	0								5	Chimbu Province, Chimbu, Papua New Guinea	PP	PP08	18585	-6.25	144.833	-2186984	20250207084500	https://www.smh.com.au/sport/nrl/png-s-favourite-son-concedes-selling-their-nrl-team-to-players-won-t-be-easy-20250207-p5labc.html
1225155134	20240208	202402	2024	2024.1041	BGD	BANGLADESH	BGD																		1	042	042	04	1	1.9	4	1	4	-4.02684563758389	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250207084500	https://newstodaynet.com/2025/02/07/bdesh-making-all-efforts-to-bring-back-hasina-to-home/
1225155135	20240208	202402	2024	2024.1041	BGD	DHAKA	BGD								IND	NEW DELHI	IND								1	042	042	04	1	1.9	6	1	6	-4.02684563758389	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250207084500	https://newstodaynet.com/2025/02/07/bdesh-making-all-efforts-to-bring-back-hasina-to-home/
1225155136	20240208	202402	2024	2024.1041	IND	NEW DELHI	IND								BGD	DHAKA	BGD								1	043	043	04	1	2.8	6	1	6	-4.02684563758389	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20250207084500	https://newstodaynet.com/2025/02/07/bdesh-making-all-efforts-to-bring-back-hasina-to-home/
1225155137	20240208	202402	2024	2024.1041	PNG	PORT MORESBY	PNG								AUS	AUSTRALIAN	AUS								1	071	071	07	2	7.4	7	1	7	3.33333333333333	5	Chimbu Province, Chimbu, Papua New Guinea	PP	PP08	18585	-6.25	144.833	-2186984	5	Chimbu Province, Chimbu, Papua New Guinea	PP	PP08	18585	-6.25	144.833	-2186984	5	Chimbu Province, Chimbu, Papua New Guinea	PP	PP08	18585	-6.25	144.833	-2186984	20250207084500	https://www.smh.com.au/sport/nrl/png-s-favourite-son-concedes-selling-their-nrl-team-to-players-won-t-be-easy-20250207-p5labc.html
1225155138	20240208	202402	2024	2024.1041	ZAF	PRETORIA	ZAF								LEG	CONGRESS						LEG			0	160	160	16	4	-4.0	5	1	5	-2.19178082191781	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20250207084500	https://allafrica.com/stories/202502070098.html
1225155139	20250108	202501	2025	2025.0219	AUS	AUSTRALIA	AUS								CVL	RESIDENTS						CVL			0	010	010	01	1	0.0	1	1	1	-1.59857904085258	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20250207084500	https://www.theepochtimes.com/world/mp-joins-tv-star-catriona-rowntree-in-opposition-to-rural-battery-project-citing-fire-risks-5804530
1225155140	20250108	202501	2025	2025.0219	AUS	AUSTRALIA	AUS								CVL	RESIDENTS						CVL			0	010	010	01	1	0.0	3	1	3	-1.59857904085258	4	Werribee, Western Australia, Australia	AS	AS08	5572	-31.7667	116.35	-1608857	4	Werribee, Western Australia, Australia	AS	AS08	5572	-31.7667	116.35	-1608857	4	Werribee, Western Australia, Australia	AS	AS08	5572	-31.7667	116.35	-1608857	20250207084500	https://www.theepochtimes.com/world/mp-joins-tv-star-catriona-rowntree-in-opposition-to-rural-battery-project-citing-fire-risks-5804530
1225155141	20250108	202501	2025	2025.0219	COP	PRISON						COP													0	084	084	08	2	7.0	10	1	10	-4.21393841166937	1	Sweden	SW	SW		62	15	SW	0								1	Sweden	SW	SW		62	15	SW	20250207084500	https://www.leitrimobserver.ie/news/national-news/1723114/sophisticated-fraud-money-mule-jailed-for-laundering-nearly-200k.html
