1219873914	20240111	202401	2024	2024.0301	BUS	INVESTOR						BUS			GOV	ADMINISTRATION						GOV			1	070	070	07	2	7.0	10	1	10	-0.38461538461538	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20250110131500	https://www.cnbc.com/2025/01/10/ubs-upgrades-this-solar-stock-to-buy-calls-it-a-clear-market-leader.html
1219873915	20240111	202401	2024	2024.0301	CHN	CHINA	CHN								NGA	NIGERIAN	NGA								1	043	043	04	1	2.8	2	1	2	7.32142857142857	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Nigeria	NI	NI		10	8	NI	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250110131500	https://ippmedia.com/the-guardian/news/world/read/china-to-align-development-initiatives-with-nigerias-renewed-hope-agenda-fm-2025-01-10-145740
1219873916	20240111	202401	2024	2024.0301	CHN	CHINA	CHN								NGA	NIGERIAN	NGA								1	043	043	04	1	2.8	1	1	1	7.32142857142857	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250110131500	https://ippmedia.com/the-guardian/news/world/read/china-to-align-development-initiatives-with-nigerias-renewed-hope-agenda-fm-2025-01-10-145740
1219873917	20240111	202401	2024	2024.0301	CHN	CHINA	CHN								NGAGOV	NIGERIAN	NGA					GOV			1	043	043	04	1	2.8	6	1	6	7.32142857142857	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Nigeria	NI	NI		10	8	NI	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250110131500	https://ippmedia.com/the-guardian/news/world/read/china-to-align-development-initiatives-with-nigerias-renewed-hope-agenda-fm-2025-01-10-145740
1219873918	20240111	202401	2024	2024.0301	COP	BORDER PATROL						COP			EDU	STUDENT						EDU			0	173	173	17	4	-5.0	10	1	10	-5.09615384615385	1	Venezuela	VE	VE		8	-66	VE	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	1	Venezuela	VE	VE		8	-66	VE	20250110131500	https://time.com/7205925/laken-riley-act/
1219873919	20240111	202401	2024	2024.0301	EDU	STUDENT						EDU			GRC	ATHENS	GRC								0	190	190	19	4	-10.0	10	1	10	-5.09615384615385	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20250110131500	https://time.com/7205925/laken-riley-act/
1219873920	20240111	202401	2024	2024.0301	GOV	EMPEROR						GOV													1	051	051	05	1	3.4	2	1	2	2.01342281879195	5	Worcestershire, Worcestershire, United Kingdom	UK	UKQ4	40113	52.1667	-2.16667	-2612112	0								5	Worcestershire, Worcestershire, United Kingdom	UK	UKQ4	40113	52.1667	-2.16667	-2612112	20250110131500	https://www.birminghammail.co.uk/news/midlands-news/roman-coins-discovered-building-site-30751879
1219873921	20240111	202401	2024	2024.0301	GOV	EMPEROR						GOV			GBR	UNITED KINGDOM	GBR								1	051	051	05	1	3.4	8	1	8	2.01342281879195	5	Worcestershire, Worcestershire, United Kingdom	UK	UKQ4	40113	52.1667	-2.16667	-2612112	5	Worcestershire, Worcestershire, United Kingdom	UK	UKQ4	40113	52.1667	-2.16667	-2612112	5	Worcestershire, Worcestershire, United Kingdom	UK	UKQ4	40113	52.1667	-2.16667	-2612112	20250110131500	https://www.birminghammail.co.uk/news/midlands-news/roman-coins-discovered-building-site-30751879
1219873922	20240111	202401	2024	2024.0301	GRC	ATHENS	GRC								EDU	STUDENT						EDU			0	190	190	19	4	-10.0	8	1	8	-5.09615384615385	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250110131500	https://time.com/7205925/laken-riley-act/
1219873923	20240111	202401	2024	2024.0301	GRC	ATHENS	GRC								EDU	STUDENT						EDU			0	190	190	19	4	-10.0	2	1	2	-5.09615384615385	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20250110131500	https://time.com/7205925/laken-riley-act/
