1214579786	20241208	202412	2024	2024.9260	SYCELIGOV	JAMES R. MANCHAM	SYC					ELI	GOV		SYCGOV	SEYCHELLES	SYC					GOV			1	010	010	01	1	0.0	10	1	10	2.90456431535269	1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Seychelles	SE	SE		-4.583333	55.666667	SE	20241209154500	https://eturbonews.com/former-seychelles-president-mancham-commends-current-president-m/
1214579787	20241209	202412	2024	2024.9288											AFR	AFRICA	AFR								1	061	061	06	2	6.4	5	1	5	3.16742081447964	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20241209154500	https://www.freshfruitportal.com/news/2024/12/09/south-africas-citrus-trade-relationship-with-india-continues-to-thrive/
1214579788	20241209	202412	2024	2024.9288											BEL	BRUSSELS	BEL								1	014	014	01	1	0.0	3	1	3	-8.3172147001934	0								4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20241209154500	https://www.yahoo.com/news/clear-grounds-sanctions-amid-georgia-150357676.html
1214579789	20241209	202412	2024	2024.9288											BEL	BRUSSELS	BEL								1	014	014	01	1	0.0	7	1	7	-8.3172147001934	0								0		GG	GG			42	GG	0		GG	GG			42	GG	20241209154500	https://www.yahoo.com/news/clear-grounds-sanctions-amid-georgia-150357676.html
1214579790	20241209	202412	2024	2024.9288											BGD	BANGLADESH	BGD								0	051	051	05	1	3.4	2	1	2	-5.32915360501567	0								4	Muhammad Yunus, Sindh, Pakistan	PK	PK05	23686	27.5252	68.5774	6121254	4	Muhammad Yunus, Sindh, Pakistan	PK	PK05	23686	27.5252	68.5774	6121254	20241209154500	https://organiser.org/2024/12/09/268531/bharat/bangladesh-dhakas-dangerous-dynamics/
1214579791	20241209	202412	2024	2024.9288											BUS	COMPANY						BUS			1	046	046	04	1	7.0	12	1	6	2.63591433278419	0								3	Irvine, California, United States	US	USCA	CA059	33.6695	-117.823	1660804	3	Irvine, California, United States	US	USCA	CA059	33.6695	-117.823	1660804	20241209154500	https://www.marketscreener.com/quote/stock/LTC-PROPERTIES-INC-13429/news/LTC-Properties-Appoints-Wendy-Simpson-Executive-Chairman-of-Board-of-Directors-Promotes-Pam-Kessl-48552071/
1214579792	20241209	202412	2024	2024.9288											BUS	COMPANY						BUS			1	046	046	04	1	7.0	8	1	4	2.63591433278419	0								3	Westlake Village, California, United States	US	USCA		34.1458	-118.806	1662346	3	Westlake Village, California, United States	US	USCA		34.1458	-118.806	1662346	20241209154500	https://www.marketscreener.com/quote/stock/LTC-PROPERTIES-INC-13429/news/LTC-Properties-Appoints-Wendy-Simpson-Executive-Chairman-of-Board-of-Directors-Promotes-Pam-Kessl-48552071/
1214579793	20241209	202412	2024	2024.9288											BUS	ENTREPRENEUR						BUS			1	057	057	05	1	8.0	10	1	10	7.71992818671455	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20241209154500	https://www.restaurantnewsrelease.com/perkins-american-food-co-continues-canadian-expansion-with-multi-unit-griddle-go-agreement-in-calgary/
1214579794	20241209	202412	2024	2024.9288											CANGOV	ONTARIO	CAN					GOV			0	031	031	03	1	5.2	10	1	10	7.17131474103585	0								4	Temiskaming, Canada (general), Canada	CA	CA00	12788	47.3333	-79.5	-574827	4	Temiskaming, Canada (general), Canada	CA	CA00	12788	47.3333	-79.5	-574827	20241209154500	https://www.railway-technology.com/news/canadas-ontario-northlander-rail-service/
1214579795	20241209	202412	2024	2024.9288											CANGOV	ONTARIO	CAN					GOV			1	031	031	03	1	5.2	10	1	10	7.17131474103585	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20241209154500	https://www.railway-technology.com/news/canadas-ontario-northlander-rail-service/
1214579796	20241209	202412	2024	2024.9288											CANHLH	CANADA	CAN					HLH			0	042	042	04	1	1.9	2	1	2	-2.8193832599119	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20241209154500	https://www.niagarafallsreview.ca/life/health-wellness/when-he-got-cancer-this-toronto-man-faced-financial-ruin-staggering-costs-for-patients-revealed/article_cbcd7d0c-7409-5b63-9667-13b94f7d6881.html
1214579797	20241209	202412	2024	2024.9288											COP	POLICE CHIEF						COP			1	014	014	01	1	0.0	5	1	5	-0.75966850828729	0								3	Meadow Lake, New Mexico, United States	US	USNM		34.8014	-106.544	933041	3	Meadow Lake, New Mexico, United States	US	USNM		34.8014	-106.544	933041	20241209154500	https://www.yahoo.com/news/chief-bar-owner-business-collaborator-150100680.html
1214579798	20241209	202412	2024	2024.9288											COP	PRISON						COP			0	042	042	04	1	1.9	1	1	1	-7.4387947269303	0								4	Ilopango, San Salvador, El Salvador	ES	ES10	15751	13.7017	-89.1094	-1145956	4	Ilopango, San Salvador, El Salvador	ES	ES10	15751	13.7017	-89.1094	-1145956	20241209154500	https://fpif.org/resisting-bukeles-iron-fist/
1214579799	20241209	202412	2024	2024.9288											COP	POLICE						COP			1	042	042	04	1	1.9	2	1	2	-9.61538461538462	0								3	Lauderhill Police Department, Florida, United States	US	USFL		26.1799	-80.2511	2333006	3	Lauderhill Police Department, Florida, United States	US	USFL		26.1799	-80.2511	2333006	20241209154500	https://www.wlrn.org/news-in-brief/2024-12-09/lauderhill-police-knife-shooting
1214579800	20241209	202412	2024	2024.9288											COP	DEPUTIES						COP			1	080	080	08	2	5.0	2	1	2	-9.72222222222224	0								3	Alamance County, North Carolina, United States	US	USNC		36.0335	-79.3997	1008531	3	Alamance County, North Carolina, United States	US	USNC		36.0335	-79.3997	1008531	20241209154500	https://www.yahoo.com/news/alamance-county-elementary-school-principal-131228969.html
1214579801	20241209	202412	2024	2024.9288											COP	DEPUTIES						COP			1	084	084	08	2	7.0	2	1	2	-9.72222222222224	0								3	Alamance County, North Carolina, United States	US	USNC		36.0335	-79.3997	1008531	3	Alamance County, North Carolina, United States	US	USNC		36.0335	-79.3997	1008531	20241209154500	https://www.yahoo.com/news/alamance-county-elementary-school-principal-131228969.html
1214579802	20241209	202412	2024	2024.9288											COP	SECURITY FORCE						COP			0	111	111	11	3	-2.0	8	1	8	-10.1659751037344	0								5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	20241209154500	https://www.dawn.com/news/1877707/two-terrorists-killed-in-khyber-pakhtunkhwas-di-khan-district-ispr
1214579803	20241209	202412	2024	2024.9288											COP	SECURITY FORCE						COP			0	111	111	11	3	-2.0	1	1	1	-10.1659751037344	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20241209154500	https://www.dawn.com/news/1877707/two-terrorists-killed-in-khyber-pakhtunkhwas-di-khan-district-ispr
1214579804	20241209	202412	2024	2024.9288											COP	SECURITY FORCE						COP			0	111	111	11	3	-2.0	1	1	1	-10.1659751037344	0								4	North Waziristan, Federally Administered Tribal Areas, Pakistan	PK	PK01	40319	32.9509	69.9576	-2770669	4	North Waziristan, Federally Administered Tribal Areas, Pakistan	PK	PK01	40319	32.9509	69.9576	-2770669	20241209154500	https://www.dawn.com/news/1877707/two-terrorists-killed-in-khyber-pakhtunkhwas-di-khan-district-ispr
1214579805	20241209	202412	2024	2024.9288											COP	POLICEMEN						COP			0	190	190	19	4	-10.0	2	1	2	-5.32915360501567	0								1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20241209154500	https://organiser.org/2024/12/09/268531/bharat/bangladesh-dhakas-dangerous-dynamics/
1214579806	20241209	202412	2024	2024.9288											CVL	RESIDENTS						CVL			1	020	020	02	1	3.0	10	1	10	-3.13588850174216	0								4	Calenzano, Toscana, Italy	IT	IT16	18407	43.85	11.15	-112559	4	Calenzano, Toscana, Italy	IT	IT16	18407	43.85	11.15	-112559	20241209154500	http://thepeninsulaqatar.com/article/09/12/2024/seven-hurt-after-fire-at-eni-italy-fuel-depot-official
1214579807	20241209	202412	2024	2024.9288											CVL	COMMUNITY						CVL			1	030	030	03	1	4.0	3	1	3	-2.17391304347826	0								5	North Lanarkshire, North Lanarkshire, United Kingdom	UK	UKV8	40176	55.8667	-3.91667	6077675	5	North Lanarkshire, North Lanarkshire, United Kingdom	UK	UKV8	40176	55.8667	-3.91667	6077675	20241209154500	https://news.sky.com/story/police-investigating-suspicious-death-of-james-mcmaster-in-wishaw-appeal-for-information-13270417
1214579808	20241209	202412	2024	2024.9288											CVL	VOTER						CVL			0	051	051	05	1	3.4	4	1	4	0.91027308192458	0								3	Punta Rassa, Florida, United States	US	USFL		26.4879	-82.0123	289383	3	Punta Rassa, Florida, United States	US	USFL		26.4879	-82.0123	289383	20241209154500	https://www.captivasanibel.com/2024/12/09/city-council-moves-roundabout-on-to-design-phase/
1214579809	20241209	202412	2024	2024.9288											CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	3	1	3	-2.17391304347826	0								5	North Lanarkshire, North Lanarkshire, United Kingdom	UK	UKV8	40176	55.8667	-3.91667	6077675	5	North Lanarkshire, North Lanarkshire, United Kingdom	UK	UKV8	40176	55.8667	-3.91667	6077675	20241209154500	https://news.sky.com/story/police-investigating-suspicious-death-of-james-mcmaster-in-wishaw-appeal-for-information-13270417
1214579810	20241209	202412	2024	2024.9288											CVL	RESIDENTS						CVL			1	051	051	05	1	3.4	10	1	10	0.32948929159803	0								3	Plainfield, Michigan, United States	US	USMI	MI093	42.497	-84.1075	635068	3	Plainfield, Michigan, United States	US	USMI	MI093	42.497	-84.1075	635068	20241209154500	https://www.mlive.com/news/grand-rapids/2024/12/busy-plainfield-avenue-corridor-getting-walkability-upgrade.html
1214579811	20241209	202412	2024	2024.9288											CVL	VOTER						CVL			0	051	051	05	1	3.4	6	1	6	0.91027308192458	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20241209154500	https://www.captivasanibel.com/2024/12/09/city-council-moves-roundabout-on-to-design-phase/
1214579812	20241209	202412	2024	2024.9288											CVL	COMMUNITY						CVL			0	080	080	08	2	5.0	10	1	10	-2.29885057471264	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20241209154500	https://screenrant.com/x-men-rogue-uncanny-team-name-cyclops-oped/
1214579813	20241209	202412	2024	2024.9288											CVL	POPULATION						CVL			0	130	130	13	3	-4.4	10	1	10	0.25188916876574	0								4	El Morro, Canarias, Spain	SP	SP53	25789	28.1344	-15.4776	-380905	4	El Morro, Canarias, Spain	SP	SP53	25789	28.1344	-15.4776	-380905	20241209154500	https://www.ncnewsonline.com/news/local_news/laurel-grad-writes-novel-inspired-by-stray-cats-in-old-san-juan/article_fc408224-b2be-11ef-9db4-dfcb0111d6b1.html
1214579814	20241209	202412	2024	2024.9288											CVL	POPULATION						CVL			0	190	190	19	4	-10.0	4	1	4	0.25188916876574	0								4	El Morro, Canarias, Spain	SP	SP53	25789	28.1344	-15.4776	-380905	4	El Morro, Canarias, Spain	SP	SP53	25789	28.1344	-15.4776	-380905	20241209154500	https://www.ncnewsonline.com/news/local_news/laurel-grad-writes-novel-inspired-by-stray-cats-in-old-san-juan/article_fc408224-b2be-11ef-9db4-dfcb0111d6b1.html
1214579815	20241209	202412	2024	2024.9288											CVL	POPULATION						CVL			0	190	190	19	4	-10.0	6	1	6	0.25188916876574	0								4	El Morro, Canarias, Spain	SP	SP53	25789	28.1344	-15.4776	-380905	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20241209154500	https://www.ncnewsonline.com/news/local_news/laurel-grad-writes-novel-inspired-by-stray-cats-in-old-san-juan/article_fc408224-b2be-11ef-9db4-dfcb0111d6b1.html
1214579816	20241209	202412	2024	2024.9288											DEU	GERMANY	DEU								1	042	042	04	1	1.9	1	1	1	-8	0								4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Syria	SY	SY		35	38	SY	20241209154500	https://www.devdiscourse.com/article/politics/3187804-germany-awaits-syrian-political-shift-future-of-refugee-asylum-unclear
1214579817	20241209	202412	2024	2024.9288											DEU	COLOGNE	DEU								1	042	042	04	1	1.9	10	1	10	2.06896551724138	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20241209154500	https://www.varsity.co.uk/interviews/28719
1214579818	20241209	202412	2024	2024.9288											DNK	DENMARK	DNK								0	062	062	06	2	7.4	10	1	10	1.53321976149915	0								1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20241209154500	https://arcticstartup.com/endless-food-co-raises-e1m-pre-seed/
1214579819	20241209	202412	2024	2024.9288											DNKGRL	GREENLAND	DNK								0	043	043	04	1	2.8	10	1	10	4.48484848484848	0								1	Greenland	GL	GL		72	-40	GL	1	Greenland	GL	GL		72	-40	GL	20241209154500	https://www.forbes.com/sites/sap/2024/12/09/santas-sleigh-a-high-tech-marvel-that-means-business/
1214579820	20241209	202412	2024	2024.9288											EDU	SCHOOL						EDU			1	040	040	04	1	1.0	10	1	10	-1.60213618157544	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20241209154500	https://www.newsminer.com/news/local_news/union-busting-school-district-custodians-speak-out-against-possible-outsourcing/article_ff26cb1e-b503-11ef-91a2-77003c5f96a9.html
1214579821	20241209	202412	2024	2024.9288											EDU	UNIVERSITY						EDU			1	043	043	04	1	2.8	1	1	1	-0.88062622309198	0								3	Stanford, California, United States	US	USCA	CA085	37.4241	-122.166	1867061	3	Stanford, California, United States	US	USCA	CA085	37.4241	-122.166	1867061	20241209154500	https://www.yahoo.com/news/meet-david-sacks-member-paypal-145525153.html
1214579822	20241209	202412	2024	2024.9288											EDU	SCHOOL						EDU			1	046	046	04	1	7.0	5	1	5	-1.60213618157544	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20241209154500	https://www.newsminer.com/news/local_news/union-busting-school-district-custodians-speak-out-against-possible-outsourcing/article_ff26cb1e-b503-11ef-91a2-77003c5f96a9.html
1214579823	20241209	202412	2024	2024.9288											EDU	SCHOOL						EDU			1	046	046	04	1	7.0	10	1	10	2.61437908496732	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20241209154500	https://www.yahoo.com/news/another-2-mba-program-downsizes-150609570.html
1214579824	20241209	202412	2024	2024.9288											EDU	STUDENT						EDU			0	112	112	11	3	-2.0	6	1	6	-4.43213296398892	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20241209154500	https://us105fm.com/ixp/192/p/texas-educator-framing-student-with-drug-evidence/
1214579825	20241209	202412	2024	2024.9288											EDU	SCHOOL						EDU			1	172	172	17	4	-5.0	10	1	10	-2.02247191011236	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20241209154500	https://www.courthousenews.com/outsourcing-2/
1214579826	20241209	202412	2024	2024.9288											EDU	SCHOOL						EDU			1	174	174	17	4	-5.0	10	1	10	-2.02247191011236	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20241209154500	https://www.courthousenews.com/outsourcing-2/
1214579827	20241209	202412	2024	2024.9288											EDU	STUDENT						EDU			1	190	190	19	4	-10.0	6	1	6	-4.43213296398892	0								3	Corpus Christi, Texas, United States	US	USTX		27.8006	-97.3964	1333380	3	Corpus Christi, Texas, United States	US	USTX		27.8006	-97.3964	1333380	20241209154500	https://us105fm.com/ixp/192/p/texas-educator-framing-student-with-drug-evidence/
1214579828	20241209	202412	2024	2024.9288											EDU	STUDENT						EDU			1	190	190	19	4	-10.0	4	1	4	-4.43213296398892	0								3	Hamlin Middle School, Texas, United States	US	USTX		27.7366	-97.3831	1337285	3	Hamlin Middle School, Texas, United States	US	USTX		27.7366	-97.3831	1337285	20241209154500	https://us105fm.com/ixp/192/p/texas-educator-framing-student-with-drug-evidence/
1214579829	20241209	202412	2024	2024.9288											EDU	PROFESSOR						EDU			0	190	190	19	4	-10.0	4	1	4	-2.29885057471264	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20241209154500	https://screenrant.com/x-men-rogue-uncanny-team-name-cyclops-oped/
1214579830	20241209	202412	2024	2024.9288											EDUEDU	SCHOOL						EDU	EDU		1	051	051	05	1	3.4	10	1	10	4.7244094488189	0								0								0								20241209154500	https://www.erienewsnow.com/story/51950459/online-voting-open-for-2024-paint-the-plow-contest-in-northwest-region
1214579831	20241209	202412	2024	2024.9288											ELI	ACTOR						ELI			0	051	051	05	1	3.4	1	1	1	-5.56438791732909	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Turkey	TU	TU		39.059012	34.911546	TU	20241209154500	https://ecfr.eu/article/the-fall-of-assad-europeans-have-an-opportunity-to-help-forge-a-new-syria/
1214579832	20241209	202412	2024	2024.9288											ELI	ACTOR						ELI			0	051	051	05	1	3.4	4	1	4	-5.56438791732909	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	Turkey	TU	TU		39.059012	34.911546	TU	20241209154500	https://ecfr.eu/article/the-fall-of-assad-europeans-have-an-opportunity-to-help-forge-a-new-syria/
1214579833	20241209	202412	2024	2024.9288											ELI	ACTOR						ELI			0	051	051	05	1	3.4	2	1	2	-5.56438791732909	0								1	Turkey	TU	TU		39.059012	34.911546	TU	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20241209154500	https://ecfr.eu/article/the-fall-of-assad-europeans-have-an-opportunity-to-help-forge-a-new-syria/
1214579834	20241209	202412	2024	2024.9288											ELI	ACTOR						ELI			0	051	051	05	1	3.4	3	1	3	-5.56438791732909	0								1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20241209154500	https://ecfr.eu/article/the-fall-of-assad-europeans-have-an-opportunity-to-help-forge-a-new-syria/
1214579835	20241209	202412	2024	2024.9288											ESP	SPAIN	ESP								1	040	040	04	1	1.0	6	1	6	-2.55474452554744	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20241209154500	https://radaronline.com/p/kris-jenner-crushing-toyboy-lover-corey-gamble-under-weight-her-ego-extravagance/
1214579836	20241209	202412	2024	2024.9288											FRA	FRENCH	FRA								1	190	190	19	4	-10.0	3	1	3	-7.92880258899674	0								4	Charente, France (general), France	FR	FR00	16317	45.954	-1.07494	-1418699	4	Charente, France (general), France	FR	FR00	16317	45.954	-1.07494	-1418699	20241209154500	https://dailygalaxy.com/2024/12/this-french-beach-is-the-most-polluted-in-the-country-by-plastic-pellets/
1214579837	20241209	202412	2024	2024.9288											GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	2	1	2	-6.42857142857143	0								4	Runcorn, Halton, United Kingdom	UK	UKE9	40179	53.3333	-2.75	-2606684	4	Runcorn, Halton, United Kingdom	UK	UKE9	40179	53.3333	-2.75	-2606684	20241209154500	https://www.tvguide.co.uk/schedule/0f63b7b5-fb61-5e03-bd54-df3e1cc7aed5/motorway-cops-catching-britains-speeders
1214579838	20241209	202412	2024	2024.9288											GHA	GHANA	GHA								1	030	030	03	1	4.0	2	1	2	9.92366412213739	0								1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	20241209154500	https://www.ghanamma.com/2024/12/09/justice-blay-finally-agrees-to-extend-contract-with-asante-kotoko/
1214579839	20241209	202412	2024	2024.9288											GHAGOV	JOHN DRAMANI MAHAMA	GHA					GOV			1	051	051	05	1	3.4	4	1	4	7.5098814229249	0								1	Burkina Faso	UV	UV		13	-2	UV	1	Burkina Faso	UV	UV		13	-2	UV	20241209154500	https://www.modernghana.com/news/1364272/burkina-faso-military-leader-congratulates-mahama.html
1214579840	20241209	202412	2024	2024.9288											GOV	ADMINISTRATION						GOV			1	010	010	01	1	0.0	6	1	6	-6.21546961325966	0								3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20241209154500	https://www.newsweek.com/trump-border-czar-issues-warning-democrats-1997500
1214579841	20241209	202412	2024	2024.9288											GOV	MAYOR						GOV			0	010	010	01	1	0.0	6	1	6	0.91027308192458	0								3	Punta Rassa, Florida, United States	US	USFL		26.4879	-82.0123	289383	3	Punta Rassa, Florida, United States	US	USFL		26.4879	-82.0123	289383	20241209154500	https://www.captivasanibel.com/2024/12/09/city-council-moves-roundabout-on-to-design-phase/
1214579842	20241209	202412	2024	2024.9288											GOV	GOVERNMENT						GOV			1	042	042	04	1	1.9	10	1	10	-1.02389078498294	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20241209154500	https://www.marketscreener.com/news/latest/Irish-centre-right-parties-to-start-coalition-talks-on-Tuesday-48552774/
1214579843	20241209	202412	2024	2024.9288											GOV	GOVERNMENT						GOV			0	046	046	04	1	7.0	5	1	5	-1.4018691588785	0								4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20241209154500	https://www.insidermedia.com/news/ireland/harland-wolff-rescue-deal-what-is-happening-at-the-shipyard-group
1214579844	20241209	202412	2024	2024.9288											GOV	FOREIGN SECRETARY						GOV			1	046	046	04	1	7.0	2	1	2	2.05655526992288	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Agartala, Tripura, India	IN	IN26	17887	23.8364	91.275	-2088213	20241209154500	https://www.northeasttoday.in/2024/12/09/india-seeks-to-maintain-strong-ties-with-bangladesh-advocates-for-minority-protection-indian-foreign-secretary-vikram-misri/
1214579845	20241209	202412	2024	2024.9288											GOV	FOREIGN SECRETARY						GOV			1	046	046	04	1	7.0	8	1	8	2.05655526992288	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20241209154500	https://www.northeasttoday.in/2024/12/09/india-seeks-to-maintain-strong-ties-with-bangladesh-advocates-for-minority-protection-indian-foreign-secretary-vikram-misri/
