1218859236	20250104	202501	2025	2025.0110											AFR	AFRICA	AFR								0	036	036	03	1	4.0	2	1	2	2.41587575496118	0								4	Mangaung, Limpopo, South Africa	SF	SF09	77355	-24.6657	30.1493	-1256770	4	Mangaung, Limpopo, South Africa	SF	SF09	77355	-24.6657	30.1493	-1256770	20250104170000	https://www.iol.co.za/news/africa/anc-returns-to-western-cape-for-milestone-113th-anniversary-celebration-faces-reduced-turnout-3dc2dc3e-7425-411d-8883-0a2070ff6c16
1218859237	20250104	202501	2025	2025.0110											AFR	AFRICA	AFR								0	036	036	03	1	4.0	2	1	2	2.41587575496118	0								4	Mangaung, Limpopo, South Africa	SF	SF09	77355	-24.6657	30.1493	-1256770	1	Tanzania	TZ	TZ		-6	35	TZ	20250104170000	https://www.iol.co.za/news/africa/anc-returns-to-western-cape-for-milestone-113th-anniversary-celebration-faces-reduced-turnout-3dc2dc3e-7425-411d-8883-0a2070ff6c16
1218859238	20250104	202501	2025	2025.0110											AGR	FARMER						AGR			1	040	040	04	1	1.0	5	1	5	2.51798561151079	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20250104170000	https://www.wctrib.com/business/soil-management-summit-coming-up-jan-29-30-in-mankato-minnesota
1218859239	20250104	202501	2025	2025.0110											AREGOV	DUBAI	ARE					GOV			1	060	060	06	2	6.0	1	1	1	7.5	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20250104170000	https://gulfnews.com/uae/government/sheikha-hind-bint-maktoum-family-programme-launches-in-dubai-1.500010775
1218859240	20250104	202501	2025	2025.0110											AUS	AUSTRALIA	AUS								1	111	111	11	3	-2.0	2	1	2	-2.15633423180593	0								4	Eyre Peninsula, South Australia, Australia	AS	AS05	5283	-34.3333	135.75	-1572825	4	Eyre Peninsula, South Australia, Australia	AS	AS05	5283	-34.3333	135.75	-1572825	20250104170000	https://metro.co.uk/2025/01/04/final-moments-surfer-revealed-killed-shark-attack-22294018/
1218859241	20250104	202501	2025	2025.0110											AUS	AUSTRALIA	AUS								1	111	111	11	3	-2.0	2	1	2	-2.15633423180593	0								4	Marble Range, South Australia, Australia	AS	AS05	5283	-34.45	135.5	-1585757	4	Marble Range, South Australia, Australia	AS	AS05	5283	-34.45	135.5	-1585757	20250104170000	https://metro.co.uk/2025/01/04/final-moments-surfer-revealed-killed-shark-attack-22294018/
1218859242	20250104	202501	2025	2025.0110											CHL	CHILE	CHL								1	043	043	04	1	2.8	2	1	2	2.20264317180616	0								4	Isla Grande De Tierra Del Fuego, Chile (general), Chile	CI	CI00	12961	-54	-69	-1016893	4	Isla Grande De Tierra Del Fuego, Chile (general), Chile	CI	CI00	12961	-54	-69	-1016893	20250104170000	https://www.islands.com/1749658/largest-island-south-america-lush-rugged-haven-wildlife-outdoor-adventure-isla-grande-de-tierra-del-fuego/
1218859243	20250104	202501	2025	2025.0110											CHL	CHILE	CHL								1	043	043	04	1	2.8	2	1	2	2.20264317180616	0								4	Isla Grande De Tierra Del Fuego, Chile (general), Chile	CI	CI00	12961	-54	-69	-1016893	4	Ushuaia, Tierra del Fuego, Antáida e Islas del Atláico Sur, Argentina	AR	AR23	4872	-54.8	-68.3	-1018179	20250104170000	https://www.islands.com/1749658/largest-island-south-america-lush-rugged-haven-wildlife-outdoor-adventure-isla-grande-de-tierra-del-fuego/
1218859244	20250104	202501	2025	2025.0110											CHN	CHINA	CHN								0	042	042	04	1	1.9	3	1	3	-0.70346320346321	0								4	Zigong, Sichuan, China	CH	CH32	13263	29.3416	104.777	-1939828	4	Zigong, Sichuan, China	CH	CH32	13263	29.3416	104.777	-1939828	20250104170000	https://www.theepochtimes.com/opinion/how-hating-the-rich-and-supporting-ccp-oppression-has-arrived-in-new-york-5786230
1218859245	20250104	202501	2025	2025.0110											CHN	CHINA	CHN								0	042	042	04	1	1.9	1	1	1	-0.70346320346321	0								4	Zigong, Sichuan, China	CH	CH32	13263	29.3416	104.777	-1939828	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250104170000	https://www.theepochtimes.com/opinion/how-hating-the-rich-and-supporting-ccp-oppression-has-arrived-in-new-york-5786230
1218859246	20250104	202501	2025	2025.0110											COP	POLICE						COP			1	190	190	19	4	-10.0	2	1	2	-3.41959334565619	0								4	Kuki, Yunnan, China	CH	CH29	13308	23.9644	102.783	-1923033	4	Kuki, Yunnan, China	CH	CH29	13308	23.9644	102.783	-1923033	20250104170000	https://www.thehindu.com/newsletter/the-evening-wrap/india-well-prepared-to-handle-respiratory-illnesses-says-health-ministry-amid-hmpv-outbreak-in-china/article69061382.ece
1218859247	20250104	202501	2025	2025.0110											CVL	COMMUNITY						CVL			0	043	043	04	1	2.8	5	1	5	5.470737913486	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20250104170000	https://www.islands.com/1749599/baker-beach-lgbtq-vacation-destination-san-francisco/
1218859248	20250104	202501	2025	2025.0110											CVL	RESIDENTS						CVL			1	043	043	04	1	2.8	10	1	10	1.55038759689923	0								1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	20250104170000	https://www.leaderlive.co.uk/news/24833400.corwen-union-workhouse-placed-550-00-sale/
1218859249	20250104	202501	2025	2025.0110											CVL	VOTER						CVL			1	130	130	13	3	-4.4	1	1	1	-3.95430579964851	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Syria	SY	SY		35	38	SY	20250104170000	https://nypost.com/2025/01/04/opinion/the-end-of-the-obama-era-has-officially-arrived/
1218859250	20250104	202501	2025	2025.0110											CVL	VOTER						CVL			1	130	130	13	3	-4.4	1	1	1	-3.95430579964851	0								1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20250104170000	https://nypost.com/2025/01/04/opinion/the-end-of-the-obama-era-has-officially-arrived/
1218859251	20250104	202501	2025	2025.0110											EDU	SCHOOL						EDU			1	040	040	04	1	1.0	10	1	10	1.81518151815181	0								3	Saratoga Springs, New York, United States	US	USNY		43.0831	-73.7846	964489	3	Saratoga Springs, New York, United States	US	USNY		43.0831	-73.7846	964489	20250104170000	https://www.nny360.com/communitynews/education/rural-schools-association-discusses-foundation-aid-study/article_95700812-4a1a-5f79-87e2-6e016be1eb36.html
1218859252	20250104	202501	2025	2025.0110											EDU	STUDENT						EDU			1	051	051	05	1	3.4	2	1	2	5.75396825396826	0								4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20250104170000	https://enewscourier.com/2025/01/04/limestone-county-schools-receive-grant-from-indiana-based-foundation/
1218859253	20250104	202501	2025	2025.0110											EDU	SCHOOL						EDU			1	051	051	05	1	3.4	2	1	2	5.75396825396826	0								3	Elkmont, Alabama, United States	US	USAL	AL083	34.929	-86.9739	117933	3	Elkmont High School, Alabama, United States	US	USAL		34.9309	-86.9695	137832	20250104170000	https://enewscourier.com/2025/01/04/limestone-county-schools-receive-grant-from-indiana-based-foundation/
1218859254	20250104	202501	2025	2025.0110											EDU	STUDENT						EDU			1	051	051	05	1	3.4	2	1	2	5.75396825396826	0								3	Limestone County, Alabama, United States	US	USAL		34.8001	-86.9833	161567	3	Limestone County, Alabama, United States	US	USAL		34.8001	-86.9833	161567	20250104170000	https://enewscourier.com/2025/01/04/limestone-county-schools-receive-grant-from-indiana-based-foundation/
1218859255	20250104	202501	2025	2025.0110											EDU	SCHOOL						EDU			0	190	190	19	4	-10.0	6	1	6	-6.03715170278637	0								3	New Milford, New Jersey, United States	US	USNJ		40.9351	-74.019	878748	3	New Milford, New Jersey, United States	US	USNJ		40.9351	-74.019	878748	20250104170000	https://nypost.com/2025/01/04/us-news/darren-drakes-parents-demand-crackdown-on-apps-used-by-terrorists-in-wake-of-nola-attack/
1218859256	20250104	202501	2025	2025.0110											ESP	VALENCIA	ESP								1	190	190	19	4	-10.0	2	1	2	-5.40540540540541	0								4	Valencia, Carabobo, Venezuela	VE	VE07	31933	10.1806	-68.0039	-960192	4	Valencia, Carabobo, Venezuela	VE	VE07	31933	10.1806	-68.0039	-960192	20250104170000	https://newsday.co.tt/2025/01/04/valencia-man-shot-outside-home-in-midnight-attack/
1218859257	20250104	202501	2025	2025.0110											EUR	EUROPEAN	EUR								0	020	020	02	1	3.0	10	1	10	-4.31535269709543	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20250104170000	https://eturbonews.com/muslim-tourists-worried-about-veil-ban-france/
1218859258	20250104	202501	2025	2025.0110											FRA	FRANCE	FRA								1	040	040	04	1	1.0	1	1	1	-2.14285714285714	0								1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20250104170000	https://triblive.com/opinion/point-democrats-have-an-opportunity-to-rebuild/
1218859259	20250104	202501	2025	2025.0110											FRA	FRANCE	FRA								1	040	040	04	1	1.0	4	1	4	-2.14285714285714	0								1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20250104170000	https://triblive.com/opinion/point-democrats-have-an-opportunity-to-rebuild/
1218859260	20250104	202501	2025	2025.0110											GHA	GHANAIAN	GHA								1	100	100	10	3	-5.0	10	1	10	-3.68550368550368	0								4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20250104170000	https://www.ghanaweb.com/GhanaHomePage/NewsArchive/NPP-Caucus-accuses-Totobi-Quakyi-Gbevlo-Lartey-of-orchestrating-post-election-violence-1966205
1218859261	20250104	202501	2025	2025.0110											GOV	PRESIDENT						GOV			0	012	012	01	1	-0.4	2	1	2	-0.47656870532168	0								3	Evanston, Illinois, United States	US	USIL	IL031	42.0411	-87.6901	408101	3	Evanston, Illinois, United States	US	USIL	IL031	42.0411	-87.6901	408101	20250104170000	https://evanstonnow.com/biss-housing-growth-key-issues/
1218859262	20250104	202501	2025	2025.0110											GOV	PRESIDENT						GOV			1	020	020	02	1	3.0	3	1	3	1.38504155124654	0								4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	20250104170000	https://dailypost.ng/2025/01/04/sell-warri-kaduna-refineries-petroleum-marketers-tell-nigerian-govt/
1218859263	20250104	202501	2025	2025.0110											GOV	GOVERNMENT						GOV			0	036	036	03	1	4.0	5	1	5	-1.4069264069264	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20250104170000	https://www.theepochtimes.com/bright/declaring-bankruptcy-will-you-lose-everything-5782525
1218859264	20250104	202501	2025	2025.0110											GOV	GOVERNMENT						GOV			0	040	040	04	1	1.0	6	1	6	-9.80392156862744	0								4	Quetta, Balochistan, Pakistan	PK	PK02	23627	30.199	67.0097	-2772048	4	Quetta, Balochistan, Pakistan	PK	PK02	23627	30.199	67.0097	-2772048	20250104170000	https://www.dawn.com/news/1883061/4-dead-32-injured-as-bus-targeted-in-blast-in-balochistans-turbat-police
1218859265	20250104	202501	2025	2025.0110											GOV	PRESIDENT						GOV			1	043	043	04	1	2.8	8	1	8	-2.62008733624455	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	20250104170000	https://nypost.com/2025/01/04/us-news/former-president-jimmy-carters-funeral-procession-begins-in-georgia/
1218859266	20250104	202501	2025	2025.0110											GOV	GOVERNMENT						GOV			1	046	046	04	1	7.0	6	1	6	1.99335548172758	0								4	Peshawar, North-West Frontier, Pakistan	PK	PK03	40347	34.0078	71.5733	-2771364	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20250104170000	https://thefrontierpost.com/mohsin-naqvi-aimal-wali-discuss-countrys-overall-situation/
1218859267	20250104	202501	2025	2025.0110											GOV	ADMINISTRATION						GOV			0	0841	084	08	2	7.0	6	1	6	-2.34375	0								4	Peshawar, North-West Frontier, Pakistan	PK	PK03	40347	34.0078	71.5733	-2771364	4	Peshawar, North-West Frontier, Pakistan	PK	PK03	40347	34.0078	71.5733	-2771364	20250104170000	https://www.dawn.com/news/1883032/situation-under-control-says-kp-govt-spokesperson-after-kurram-dc-injured-in-firing-near-bagan
1218859268	20250104	202501	2025	2025.0110											IGOUNO	UNITED NATIONS		UNO				IGO			1	020	020	02	1	3.0	10	1	10	1.77935943060498	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250104170000	https://www.islands.com/1749537/least-friendly-state-america-new-york-most-visited-tourists-misunderstood/
1218859269	20250104	202501	2025	2025.0110											IND	JAIPUR	IND								1	043	043	04	1	2.8	1	1	1	9.28270042194093	0								4	Ajmer, Rajasthan, India	IN	IN24	17854	26.45	74.6333	-2088344	4	Ajmer, Rajasthan, India	IN	IN24	17854	26.45	74.6333	-2088344	20250104170000	https://www.sentinelassam.com/more-news/national-news/kiren-rijiju-presents-chadar-at-ajmer-sharif-reinforcing-indias-unity-and-religious-harmony
1218859270	20250104	202501	2025	2025.0110											IND	JAIPUR	IND								1	043	043	04	1	2.8	1	1	1	9.28270042194093	0								4	Jaipur, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	4	Ajmer, Rajasthan, India	IN	IN24	17854	26.45	74.6333	-2088344	20250104170000	https://www.sentinelassam.com/more-news/national-news/kiren-rijiju-presents-chadar-at-ajmer-sharif-reinforcing-indias-unity-and-religious-harmony
1218859271	20250104	202501	2025	2025.0110											KEN	KENYAN	KEN								1	181	181	18	4	-9.0	6	1	6	-7.2463768115942	0								1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20250104170000	https://www.kenyan-post.com/2025/01/gachagua-responds-to-ichungwah-after-he.html
1218859272	20250104	202501	2025	2025.0110											KEN	KENYA	KEN								1	190	190	19	4	-10.0	3	1	3	-1.74418604651162	0								4	Kamiti, Kenya (general), Kenya	KE	KE00	18585	-1.21667	37.0333	-2248025	4	Kamiti, Kenya (general), Kenya	KE	KE00	18585	-1.21667	37.0333	-2248025	20250104170000	https://www.kenyan-post.com/2025/01/jowies-ex-wife-eleanor-musangi-lands.html
1218859273	20250104	202501	2025	2025.0110											LAB	WORKER						LAB			0	051	051	05	1	3.4	4	1	4	5.75396825396826	0								4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20250104170000	https://enewscourier.com/2025/01/04/limestone-county-schools-receive-grant-from-indiana-based-foundation/
1218859274	20250104	202501	2025	2025.0110											LAB	WORKER						LAB			0	060	060	06	2	6.0	4	1	4	5.75396825396826	0								4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20250104170000	https://enewscourier.com/2025/01/04/limestone-county-schools-receive-grant-from-indiana-based-foundation/
1218859275	20250104	202501	2025	2025.0110											LEG	SENATE						LEG			1	173	173	17	4	-5.0	3	1	3	0.14245014245014	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20250104170000	https://www.nola.com/opinions/ron_faucheux/kim-mccormick-slotkin-senate/article_e4b3fd4e-c93d-11ef-b319-5b10501c7a80.html
1218859276	20250104	202501	2025	2025.0110											MED	MEDIA						MED			1	042	042	04	1	1.9	6	1	6	2.41587575496118	0								4	Khayelitsha, Western Cape, South Africa	SF	SF11	77317	-34.0393	18.6792	-1243454	4	Khayelitsha, Western Cape, South Africa	SF	SF11	77317	-34.0393	18.6792	-1243454	20250104170000	https://www.iol.co.za/news/africa/anc-returns-to-western-cape-for-milestone-113th-anniversary-celebration-faces-reduced-turnout-3dc2dc3e-7425-411d-8883-0a2070ff6c16
1218859277	20250104	202501	2025	2025.0110											MED	MEDIA						MED			1	051	051	05	1	3.4	3	1	3	0.61349693251534	0								4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20250104170000	https://www.kenyan-post.com/2025/01/ruto-will-secure-re-election-with-80.html
1218859278	20250104	202501	2025	2025.0110											MIL	NAVY						MIL			1	043	043	04	1	2.8	2	1	2	1.64203612479474	0								4	Lyttelton, Gauteng, South Africa	SF	SF06	77346	-25.8299	28.2012	-1255064	4	Lyttelton, Gauteng, South Africa	SF	SF06	77346	-25.8299	28.2012	-1255064	20250104170000	https://www.thehindu.com/news/national/insv-tarini-with-two-woman-navy-officers-begins-third-leg-of-circumnavigation/article69061940.ece
1218859279	20250104	202501	2025	2025.0110											MIL	ARMED FORCES						MIL			0	051	051	05	1	3.4	3	1	3	0.536672629695889	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250104170000	http://www.expressnews.com/news/texas/article/cavazos-medal-of-honor-biden-texas-king-ranch-20013691.php
1218859280	20250104	202501	2025	2025.0110											MIL	ARMY						MIL			1	052	052	05	1	3.5	8	1	8	-3.05711987127916	0								3	Las Vegas, Nevada, United States	US	USNV		36.175	-115.137	847388	3	Las Vegas, Nevada, United States	US	USNV		36.175	-115.137	847388	20250104170000	https://www.richlandsource.com/2025/01/04/bucyrus-green-beret-this-was-not-a-terrorist-act-it-was-a-wake-up-call/
1218859281	20250104	202501	2025	2025.0110											MIL	COMMANDER						MIL			0	190	190	19	4	-10.0	6	1	6	0.536672629695889	0								3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20250104170000	http://www.expressnews.com/news/texas/article/cavazos-medal-of-honor-biden-texas-king-ranch-20013691.php
1218859282	20250104	202501	2025	2025.0110											MNC	EXXON						MNC			0	080	080	08	2	5.0	10	1	10	-1.37551581843191	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250104170000	https://www.newsbusters.org/blogs/nb/mark-finkelstein/2008/05/04/stumped-hillary-cant-name-one-economist-who-supports-her-gas
1218859283	20250104	202501	2025	2025.0110											NGA	NIGERIA	NGA								1	031	031	03	1	5.2	3	1	3	-2.49221183800623	0								5	Federal Capital Territory, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.83333	7.16667	-1997015	5	Federal Capital Territory, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.83333	7.16667	-1997015	20250104170000	https://thesun.ng/dualisation-of-fct-roads-to-cause-14-day-blackout-in-abuja/
1218859284	20250104	202501	2025	2025.0110											NGA	NIGERIA	NGA								1	031	031	03	1	5.2	1	1	1	-2.49221183800623	0								4	Gudu, Nigeria (general), Nigeria	NI	NI00	22697	7.05	8.96667	-2009594	5	Federal Capital Territory, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.83333	7.16667	-1997015	20250104170000	https://thesun.ng/dualisation-of-fct-roads-to-cause-14-day-blackout-in-abuja/
1218859285	20250104	202501	2025	2025.0110											NGA	NIGERIA	NGA								1	036	036	03	1	4.0	6	1	6	-2.49221183800623	0								5	Federal Capital Territory, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.83333	7.16667	-1997015	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20250104170000	https://thesun.ng/dualisation-of-fct-roads-to-cause-14-day-blackout-in-abuja/
1218859286	20250104	202501	2025	2025.0110											NGA	IBADAN	NGA								1	042	042	04	1	1.9	2	1	2	-5.73248407643312	0								4	Akure, Ondo, Nigeria	NI	NI48	22976	7.25256	5.19312	-1998953	4	Akure, Ondo, Nigeria	NI	NI48	22976	7.25256	5.19312	-1998953	20250104170000	https://thesun.ng/ondo-ssg-tayo-oluwatuyi-is-dead-reports/
1218859287	20250104	202501	2025	2025.0110											NGA	NIGERIA	NGA								1	042	042	04	1	1.9	2	1	2	1.13636363636363	0								4	Anambra, Nigeria (general), Nigeria	NI	NI00	22911	7.26667	7.4	-1999832	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	20250104170000	https://punchng.com/tinubus-visit-to-enugu-signifies-attention-to-seast-development-soludo/
1218859288	20250104	202501	2025	2025.0110											NGA	NIGERIA	NGA								1	042	042	04	1	1.9	4	1	4	1.13636363636363	0								4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	4	Anambra, Nigeria (general), Nigeria	NI	NI00	22911	7.26667	7.4	-1999832	20250104170000	https://punchng.com/tinubus-visit-to-enugu-signifies-attention-to-seast-development-soludo/
1218859289	20250104	202501	2025	2025.0110											NGOBUSWEF	WORLD ECONOMIC FORUM		WEF				NGO	BUS		1	042	042	04	1	1.9	6	1	6	4.47761194029851	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20250104170000	https://www.wbko.com/2025/01/03/gov-beshear-travel-internationally-speak-2025-world-economic-forum/
1218859290	20250104	202501	2025	2025.0110											NGOCHR	YMCA				CHR		NGO			0	042	042	04	1	1.9	10	1	10	4.87804878048781	0								3	Jamestown, North Carolina, United States	US	USNC	NC081	35.9943	-79.9353	987520	3	Jamestown, North Carolina, United States	US	USNC	NC081	35.9943	-79.9353	987520	20250104170000	https://journalnow.com/news/local/ambetter-free-2025-ymca-membership-greensboro-high-point/article_3bd52b42-c953-11ef-87f9-93f15ad7651f.html
1218859291	20250104	202501	2025	2025.0110											NGOCHR	HABITAT FOR HUMANITY				CHR		NGO			1	051	051	05	1	3.4	10	1	10	4.70588235294117	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20250104170000	https://www.wctrib.com/news/local/habitat-for-humanity-closing-willmar-restore-location
1218859292	20250104	202501	2025	2025.0110											NPL	NEPAL	NPL								0	080	080	08	2	5.0	2	1	2	3.05291723202171	0								3	Havertown, Pennsylvania, United States	US	USPA	PA045	39.9809	-75.3085	1176660	3	Havertown, Pennsylvania, United States	US	USPA	PA045	39.9809	-75.3085	1176660	20250104170000	https://www.delcotimes.com/2025/01/04/walnut-street-theatre-to-present-driving-miss-daisy-this-month/
