1225215808	20250131	202501	2025	2025.0849	GOV	FOREIGN MINIST						GOV			USA	UNITED STATES	USA								0	036	036	03	1	4.0	2	1	2	-4.91071428571428	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	20250207151500	https://www.theweek.in/news/india/2025/02/07/mistreatment-of-illegal-migrants-india-raises-concern-487-indians-face-deportation-from-us.html
1225215809	20250131	202501	2025	2025.0849	GOV	FOREIGN MINIST						GOV			USA	UNITED STATES	USA								0	036	036	03	1	4.0	2	1	2	-4.91071428571428	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	20250207151500	https://www.theweek.in/news/india/2025/02/07/mistreatment-of-illegal-migrants-india-raises-concern-487-indians-face-deportation-from-us.html
1225215810	20250131	202501	2025	2025.0849	PTY	PRESIDENTIAL CANDIDATE									EDU	SCHOOL						EDU			1	010	010	01	1	0.0	5	1	5	-1.76870748299319	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250207151500	https://gazette.com/denver-gazette/editorial-a-colorado-blueprint-could-solve-the-education-crisis/article_0209098e-e4e6-11ef-868c-5713850480db.html
1225215811	20250131	202501	2025	2025.0849	USA	UNITED STATES	USA								GOV	FOREIGN MINIST						GOV			0	036	036	03	1	4.0	2	1	2	-4.91071428571428	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	20250207151500	https://www.theweek.in/news/india/2025/02/07/mistreatment-of-illegal-migrants-india-raises-concern-487-indians-face-deportation-from-us.html
1225215812	20250131	202501	2025	2025.0849	USA	UNITED STATES	USA								GOV	FOREIGN MINIST						GOV			0	036	036	03	1	4.0	2	1	2	-4.91071428571428	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	20250207151500	https://www.theweek.in/news/india/2025/02/07/mistreatment-of-illegal-migrants-india-raises-concern-487-indians-face-deportation-from-us.html
1225215813	20250131	202501	2025	2025.0849	USA	AMERICAN	USA								PSEREB	HAMAS	PSE					REB			0	051	051	05	1	3.4	2	1	2	-7.22543352601156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250207151500	https://www.jewishpress.com/indepth/opinions/when-lip-service-is-lethal/2025/02/07/
1225215814	20250131	202501	2025	2025.0849	USACVL	AMERICAN	USA					CVL			USA	AMERICAN	USA								0	051	051	05	1	3.4	6	1	6	-7.22543352601156	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250207151500	https://www.jewishpress.com/indepth/opinions/when-lip-service-is-lethal/2025/02/07/
1225215815	20250206	202502	2025	2025.0986	BRN	BRUNEI	BRN								CHNGOV	XI JINPING	CHN					GOV			0	040	040	04	1	1.0	1	1	1	0.88495575221239	1	Brunei	BX	BX		4.5	114.666667	BX	1	Brunei	BX	BX		4.5	114.666667	BX	1	Brunei	BX	BX		4.5	114.666667	BX	20250207151500	http://sl.china-embassy.gov.cn/eng/fyrth/202502/t20250207_11550953.htm
1225215816	20250206	202502	2025	2025.0986	BRN	BRUNEI DARUSSALAM	BRN								THAGOV	THAI	THA					GOV			0	040	040	04	1	1.0	3	1	3	0.88495575221239	1	Brunei	BX	BX		4.5	114.666667	BX	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20250207151500	http://sl.china-embassy.gov.cn/eng/fyrth/202502/t20250207_11550953.htm
1225215817	20250206	202502	2025	2025.0986	BRNGOV	HASSANAL BOLKIAH	BRN					GOV			CHNGOV	XI JINPING	CHN					GOV			0	040	040	04	1	1.0	4	1	4	0.88495575221239	1	Brunei	BX	BX		4.5	114.666667	BX	1	Brunei	BX	BX		4.5	114.666667	BX	1	Brunei	BX	BX		4.5	114.666667	BX	20250207151500	http://sl.china-embassy.gov.cn/eng/fyrth/202502/t20250207_11550953.htm
1225215818	20250206	202502	2025	2025.0986	CHN	CHINA	CHN								THA	THAILAND	THA								0	043	043	04	1	2.8	2	1	2	0.88495575221239	4	Lin Jian, Shanghai, China	CH	CH23	13243	30.9348	121.026	10861193	1	Thailand	TH	TH		15	100	TH	4	Lin Jian, Shanghai, China	CH	CH23	13243	30.9348	121.026	10861193	20250207151500	http://sl.china-embassy.gov.cn/eng/fyrth/202502/t20250207_11550953.htm
1225215819	20250206	202502	2025	2025.0986	CHN	CHINA	CHN								THAGOV	THAI	THA					GOV			0	046	046	04	1	7.0	6	1	6	0.88495575221239	4	Lin Jian, Shanghai, China	CH	CH23	13243	30.9348	121.026	10861193	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20250207151500	http://sl.china-embassy.gov.cn/eng/fyrth/202502/t20250207_11550953.htm
1225215820	20250206	202502	2025	2025.0986	CHNGOV	XI JINPING	CHN					GOV			BRN	BRUNEI	BRN								0	040	040	04	1	1.0	1	1	1	0.88495575221239	1	Brunei	BX	BX		4.5	114.666667	BX	1	Brunei	BX	BX		4.5	114.666667	BX	1	Brunei	BX	BX		4.5	114.666667	BX	20250207151500	http://sl.china-embassy.gov.cn/eng/fyrth/202502/t20250207_11550953.htm
1225215821	20250206	202502	2025	2025.0986	CHNGOV	XI JINPING	CHN					GOV			BRNGOV	HASSANAL BOLKIAH	BRN					GOV			0	040	040	04	1	1.0	4	1	4	0.88495575221239	1	Brunei	BX	BX		4.5	114.666667	BX	1	Brunei	BX	BX		4.5	114.666667	BX	1	Brunei	BX	BX		4.5	114.666667	BX	20250207151500	http://sl.china-embassy.gov.cn/eng/fyrth/202502/t20250207_11550953.htm
1225215822	20250206	202502	2025	2025.0986	GOV	EXTERNAL AFFAIRS MINIST						GOV			CVL	IMMIGRANT						CVL			1	120	120	12	3	-4.0	2	1	2	-4.91071428571428	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	20250207151500	https://www.theweek.in/news/india/2025/02/07/mistreatment-of-illegal-migrants-india-raises-concern-487-indians-face-deportation-from-us.html
1225215823	20250206	202502	2025	2025.0986	THA	THAILAND	THA								CHN	CHINA	CHN								0	042	042	04	1	1.9	2	1	2	0.88495575221239	1	Thailand	TH	TH		15	100	TH	4	Lin Jian, Shanghai, China	CH	CH23	13243	30.9348	121.026	10861193	4	Lin Jian, Shanghai, China	CH	CH23	13243	30.9348	121.026	10861193	20250207151500	http://sl.china-embassy.gov.cn/eng/fyrth/202502/t20250207_11550953.htm
1225215824	20250206	202502	2025	2025.0986	THA	THAI	THA								THAGOV	THAILAND	THA					GOV			0	046	046	04	1	7.0	4	1	4	0.88495575221239	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20250207151500	http://sl.china-embassy.gov.cn/eng/fyrth/202502/t20250207_11550953.htm
1225215825	20250206	202502	2025	2025.0986	THAGOV	THAI	THA					GOV			BRN	BRUNEI DARUSSALAM	BRN								0	040	040	04	1	1.0	3	1	3	0.88495575221239	1	Thailand	TH	TH		15	100	TH	1	Brunei	BX	BX		4.5	114.666667	BX	1	Thailand	TH	TH		15	100	TH	20250207151500	http://sl.china-embassy.gov.cn/eng/fyrth/202502/t20250207_11550953.htm
1225215826	20250206	202502	2025	2025.0986	THAGOV	THAI	THA					GOV			CHN	CHINA	CHN								0	046	046	04	1	7.0	6	1	6	0.88495575221239	1	Thailand	TH	TH		15	100	TH	4	Lin Jian, Shanghai, China	CH	CH23	13243	30.9348	121.026	10861193	1	Thailand	TH	TH		15	100	TH	20250207151500	http://sl.china-embassy.gov.cn/eng/fyrth/202502/t20250207_11550953.htm
1225215827	20250206	202502	2025	2025.0986	THAGOV	THAILAND	THA					GOV			THA	THAI	THA								0	046	046	04	1	7.0	4	1	4	0.88495575221239	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20250207151500	http://sl.china-embassy.gov.cn/eng/fyrth/202502/t20250207_11550953.htm
1225215828	20250207	202502	2025	2025.1014											AFR	AFRICA	AFR								0	051	051	05	1	3.4	10	1	10	1.33333333333334	0								4	Stellenbosch, Western Cape, South Africa	SF	SF11	77338	-33.9346	18.8668	-1287082	4	Stellenbosch, Western Cape, South Africa	SF	SF11	77338	-33.9346	18.8668	-1287082	20250207151500	https://iafrica.com/state-of-south-africas-fathers-2024-report-reveals-key-insights-into-fatherhood-and-caregiving/
1225215829	20250207	202502	2025	2025.1014											AFR	AFRICA	AFR								0	193	193	19	4	-10.0	4	1	4	-8.89830508474576	0								4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20250207151500	https://www.sowetanlive.co.za/news/2025-02-07-its-off-to-high-court-for-five-accused-in-aka-murder-two-years-later/
1225215830	20250207	202502	2025	2025.1014											AUS	AUSTRALIA	AUS								0	042	042	04	1	1.9	4	1	4	-1.61476355247982	0								4	Townsville, Queensland, Australia	AS	AS04	40197	-19.2664	146.806	-1605526	4	Townsville, Queensland, Australia	AS	AS04	40197	-19.2664	146.806	-1605526	20250207151500	https://www.dailymail.co.uk/news/article-14372109/queensland-canberra-removalist-nightmare-things-moving-australia.html
1225215831	20250207	202502	2025	2025.1014											AUS	AUSTRALIA	AUS								0	042	042	04	1	1.9	1	1	1	2.13492741246797	0								1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	20250207151500	https://www.dailymail.co.uk/tvshowbiz/article-14372197/Henry-Cavill-James-Bond-audition-Daniel-Craig.html
1225215832	20250207	202502	2025	2025.1014											AUTGOV	AUSTRIA	AUT					GOV			0	040	040	04	1	1.0	2	1	2	0.57077625570776	0								1	Austria	AU	AU		47.333333	13.333333	AU	1	Austria	AU	AU		47.333333	13.333333	AU	20250207151500	https://www.vol.at/coalition-negotiations-are-resumed/9205462
1225215833	20250207	202502	2025	2025.1014											BEL	BELGIUM	BEL								1	190	190	19	4	-10.0	2	1	2	-5.38243626062323	0								4	Anderlecht, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8363	4.30571	-1953193	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20250207151500	https://www.infowars.com/posts/fourth-brussels-shooting-in-72-hours-leaves-one-dead
1225215834	20250207	202502	2025	2025.1014											BELCVL	BELGIUM	BEL					CVL			1	190	190	19	4	-10.0	2	1	2	-5.38243626062323	0								4	Anderlecht, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8363	4.30571	-1953193	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20250207151500	https://www.infowars.com/posts/fourth-brussels-shooting-in-72-hours-leaves-one-dead
1225215835	20250207	202502	2025	2025.1014											BGD	BANGLADESH	BGD								0	140	140	14	3	-6.5	1	1	1	-4.00801603206413	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20250207151500	https://www.news18.com/india/made-in-individual-capacity-india-summons-bangladesh-envoy-amid-sheikh-hasinas-speech-row-9218796.html
1225215836	20250207	202502	2025	2025.1014											BRB	BARBADOS	BRB								0	036	036	03	1	4.0	4	1	4	2.0618556701031	0								1	Barbados	BB	BB		13.166667	-59.533333	BB	1	Barbados	BB	BB		13.166667	-59.533333	BB	20250207151500	https://barbadostoday.bb/2025/02/07/luxury-hotels-get-200-million-facelift/
1225215837	20250207	202502	2025	2025.1014											BRB	BARBADOS	BRB								0	040	040	04	1	1.0	10	1	10	-1.95227765726681	0								1	Barbados	BB	BB		13.166667	-59.533333	BB	1	Barbados	BB	BB		13.166667	-59.533333	BB	20250207151500	https://barbadostoday.bb/2025/02/07/childs-near-fatal-accident-prompts-road-safety-review-mp/
1225215838	20250207	202502	2025	2025.1014											BRB	BARBADOS	BRB								0	051	051	05	1	3.4	8	1	8	-0.86021505376344	0								4	Holetown, Saint James, Barbados	BB	BB04		13.1833	-59.65	-1393531	4	Holetown, Saint James, Barbados	BB	BB04		13.1833	-59.65	-1393531	20250207151500	https://barbadostoday.bb/2025/02/07/bteditorial-holetown-festival-is-in-dire-need-of-a-lifeline/
1225215839	20250207	202502	2025	2025.1014											BUS	COMPANY						BUS			1	020	020	02	1	3.0	2	1	2	3.79746835443038	0								4	Kew Green, Richmond upon Thames, United Kingdom	UK	UKL1	40110	51.4833	-0.283333	-2599890	4	Kew Green, Richmond upon Thames, United Kingdom	UK	UKL1	40110	51.4833	-0.283333	-2599890	20250207151500	https://www.yahoo.com/news/banksys-goat-artwork-removed-london-143838218.html
1225215840	20250207	202502	2025	2025.1014											BUS	COMPANY						BUS			1	036	036	03	1	4.0	5	1	5	2.10970464135021	0								4	Almhult, Kronoberg, Sweden	SW	SW12	26065	57.15	14.45	-2467094	4	Almhult, Kronoberg, Sweden	SW	SW12	26065	57.15	14.45	-2467094	20250207151500	https://www.icenews.is/2014/05/15/ikea-to-turn-first-store-into-museum/
1225215841	20250207	202502	2025	2025.1014											BUS	BUSINESS						BUS			0	036	036	03	1	4.0	6	1	6	2.0618556701031	0								1	Barbados	BB	BB		13.166667	-59.533333	BB	1	Barbados	BB	BB		13.166667	-59.533333	BB	20250207151500	https://barbadostoday.bb/2025/02/07/luxury-hotels-get-200-million-facelift/
1225215842	20250207	202502	2025	2025.1014											BUS	INVESTOR						BUS			0	040	040	04	1	1.0	10	1	10	-0.33204205866077	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20250207151500	https://www.mondaq.com:443/unitedstates/healthcare/1581034/spurred-on-by-the-steward-health-care-bankruptcy-massachusetts-adopts-bill-regulating-private-equity-and-reits-in-health-care-continuing-a-national-trend
1225215843	20250207	202502	2025	2025.1014											BUS	INVESTOR						BUS			0	051	051	05	1	3.4	10	1	10	4.4496487119438	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20250207151500	https://www.abladvisor.com/news/40186/o15-capital-partners-raises-nearly-400mm-to-invest-in-emerging-businesses
1225215844	20250207	202502	2025	2025.1014											BUS	BANK						BUS			1	080	080	08	2	5.0	5	1	5	-7.93201133144476	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250207151500	https://www.watfordobserver.co.uk/news/24918003.charge-watford-victim-tricked-handing-7k/
1225215845	20250207	202502	2025	2025.1014											BUS	COMPANY						BUS			1	080	080	08	2	5.0	10	1	10	-0.2283105022831	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250207151500	https://www.kamcity.com/namnews/uk-and-ireland/ecommerce/strong-2024-for-amazon-but-facing-headwinds-in-year-ahead/
1225215846	20250207	202502	2025	2025.1014											BUS	BANK						BUS			1	1056	105	10	3	-5.0	1	1	1	1.34615384615384	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250207151500	https://www.cnn.com/2025/02/07/business/gold-bank-of-england-trump-tariffs-intl/
1225215847	20250207	202502	2025	2025.1014											BUS	BANK						BUS			1	1056	105	10	3	-5.0	1	1	1	1.34615384615384	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Russia	RS	RS		60	100	RS	20250207151500	https://www.cnn.com/2025/02/07/business/gold-bank-of-england-trump-tariffs-intl/
1225215848	20250207	202502	2025	2025.1014											CAN	CANADA	CAN								0	040	040	04	1	1.0	4	1	4	-3.84615384615384	0								4	Portage La Prairie, Manitoba, Canada	CA	CA03	12575	49.9667	-98.3	-571542	4	Portage La Prairie, Manitoba, Canada	CA	CA03	12575	49.9667	-98.3	-571542	20250207151500	https://www.portageonline.com/articles/justice-for-kellie-mp-leslie-fights-to-repeal-bill-c-75-amid-rising-crime-rates
1225215849	20250207	202502	2025	2025.1014											CHN	CHINA	CHN								0	061	061	06	2	6.4	2	1	2	0.16638935108153	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20250207151500	https://www.abcactionnews.com/news/region-hillsborough/understanding-tariffs-what-president-trumps-proposed-tax-on-imports-could-mean-for-your-wallet
1225215850	20250207	202502	2025	2025.1014											COG	REPUBLIC OF CONGO	COG								1	057	057	05	1	8.0	5	1	5	2.15384615384615	0								4	Pointe Noire, Kouilou, Congo	CF	CF04	18585	-4.79472	11.8461	-2210496	4	Pointe Noire, Kouilou, Congo	CF	CF04	18585	-4.79472	11.8461	-2210496	20250207151500	https://www.porttechnology.org/news/ad-ports-cma-cgm-ink-congo-multipurpose-terminal-joint-venture/
1225215851	20250207	202502	2025	2025.1014											COP	POLICE						COP			0	030	030	03	1	4.0	20	1	20	-2.88248337028825	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250207151500	https://jonathanturley.org/2025/02/07/a-ministerial-miranda-washington-state-democrats-target-priests-in-latest-attack-on-religion/
1225215852	20250207	202502	2025	2025.1014											CRM	DRUG DEALER						CRM			1	0841	084	08	2	7.0	10	1	10	-9.78260869565217	0								0								0								20250207151500	https://kicks96.com/local-news/779515
1225215853	20250207	202502	2025	2025.1014											CVL	COMMUNITY						CVL			1	036	036	03	1	4.0	6	1	6	5.29217199558986	0								3	Winston-Salem, North Carolina, United States	US	USNC		36.0999	-80.2442	997498	3	Winston-Salem, North Carolina, United States	US	USNC		36.0999	-80.2442	997498	20250207151500	https://journalnow.com/news/community/events-seniors-forsyth-triad/article_f966ef22-e449-11ef-a733-17b2148b7755.html
