1224699943	20150208	201502	2015	2015.1041											QATGOV	QATAR	QAT					GOV			1	040	040	04	1	1.0	2	1	2	3.52422907488986	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20250205084500	http://thepeninsulaqatar.com/article/05/02/2025/qba-seeks-investment-opportunities-with-german-companies
1224699944	20150208	201502	2015	2015.1041											QATGOV	QATAR	QAT					GOV			1	040	040	04	1	1.0	8	1	8	3.52422907488986	0								1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	20250205084500	http://thepeninsulaqatar.com/article/05/02/2025/qba-seeks-investment-opportunities-with-german-companies
1224699945	20150208	201502	2015	2015.1041	GOV	MINIST OF ENERGY						GOV			QAT	QATAR	QAT								1	051	051	05	1	3.4	2	1	2	3.52422907488986	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20250205084500	http://thepeninsulaqatar.com/article/05/02/2025/qba-seeks-investment-opportunities-with-german-companies
1224699946	20150208	201502	2015	2015.1041	GOV	MINIST OF ENERGY						GOV			QAT	QATAR	QAT								1	051	051	05	1	3.4	8	1	8	3.52422907488986	1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	20250205084500	http://thepeninsulaqatar.com/article/05/02/2025/qba-seeks-investment-opportunities-with-german-companies
1224699947	20150208	201502	2015	2015.1041	QATGOV	QATAR	QAT					GOV													1	040	040	04	1	1.0	2	1	2	3.52422907488986	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20250205084500	http://thepeninsulaqatar.com/article/05/02/2025/qba-seeks-investment-opportunities-with-german-companies
1224699948	20150208	201502	2015	2015.1041	QATGOV	QATAR	QAT					GOV													1	040	040	04	1	1.0	8	1	8	3.52422907488986	1	Qatar	QA	QA		25.5	51.25	QA	0								1	Qatar	QA	QA		25.5	51.25	QA	20250205084500	http://thepeninsulaqatar.com/article/05/02/2025/qba-seeks-investment-opportunities-with-german-companies
1224699949	20240206	202402	2024	2024.0986	CHNGOV	CHINA	CHN					GOV			THA	THAILAND	THA								1	061	061	06	2	6.4	1	1	1	0	1	China	CH	CH		35	105	CH	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20250205084500	https://www.bloomberg.com/news/articles/2025-02-05/thai-industry-braces-for-influx-of-chinese-goods-after-us-tariff
1224699950	20240206	202402	2024	2024.0986	EDUCVL	SCHOOL						EDU	CVL												0	020	020	02	1	3.0	10	1	10	12.9746835443038	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	0								4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	20250205084500	http://thepeninsulaqatar.com/article/05/02/2025/global-academy-international-school-expo-celebrates-creativity
1224699951	20240206	202402	2024	2024.0986	GOV	PRIME MINISTER						GOV			THA	THAILAND	THA								1	061	061	06	2	6.4	1	1	1	0	1	China	CH	CH		35	105	CH	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20250205084500	https://www.bloomberg.com/news/articles/2025-02-05/thai-industry-braces-for-influx-of-chinese-goods-after-us-tariff
1224699952	20240206	202402	2024	2024.0986	LEG	PARLIAMENT						LEG			AFR	AFRICA	AFR								0	020	020	02	1	3.0	4	1	4	-1.07197549770291	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20250205084500	https://www.sanews.gov.za/features-south-africa/president-deliver-first-sona-seventh-administration
1224699953	20240206	202402	2024	2024.0986	LEG	PARLIAMENT						LEG			ZAF	SOUTH AFRICAN	ZAF								0	020	020	02	1	3.0	6	1	6	-1.07197549770291	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20250205084500	https://www.sanews.gov.za/features-south-africa/president-deliver-first-sona-seventh-administration
1224699954	20240206	202402	2024	2024.0986	PRK	NORTH KOREAN	PRK								RUS	RUSSIA	RUS								1	042	042	04	1	1.9	10	1	10	-3.38345864661654	1	North Korea	KN	KN		40	127	KN	4	Kursk, Kurskaya Oblast', Russia	RS	RS41	25068	51.7373	36.1873	-2941648	4	Kursk, Kurskaya Oblast', Russia	RS	RS41	25068	51.7373	36.1873	-2941648	20250205084500	https://www.hani.co.kr/arti/english_edition/e_northkorea/1180921.html
1224699955	20240206	202402	2024	2024.0986	TWN	TAIWAN	TWN								EDU	SCHOOL						EDU			1	173	173	17	4	-5.0	4	1	4	-7.2265625	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20250205084500	https://www.taipeitimes.com/News/taiwan/archives/2025/02/05/2003831372
1224699956	20240206	202402	2024	2024.0986	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	1	1	1	-4.3731778425656	3	Kutztown, Pennsylvania, United States	US	USPA	PA011	40.5173	-75.7774	1178716	0								3	Kutztown, Pennsylvania, United States	US	USPA	PA011	40.5173	-75.7774	1178716	20250205084500	https://www.wfmz.com/news/area/berks/barta-looks-to-recover-from-major-deficit-as-shapiro-calls-for-more-public-transit-funds/article_e8d4c540-e385-11ef-8fa0-d3a151b107f1.html
1224699957	20240206	202402	2024	2024.0986	USAEDU	UNITED STATES	USA					EDU			USA	UNITED STATES	USA								1	010	010	01	1	0.0	4	1	4	0.66445182724253	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20250205084500	https://www.waaytv.com/news/governor-ivey-emphasizes-education-and-public-safety-initiatives-in-state-of-the-state-address/article_fb7376dc-e37c-11ef-9082-cfaa5b30a997.html
1224699958	20250106	202501	2025	2025.0164	COP	PRISON						COP													0	173	173	17	4	-5.0	10	1	10	-7.2265625	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	0								4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20250205084500	https://www.taipeitimes.com/News/taiwan/archives/2025/02/05/2003831372
1224699959	20250106	202501	2025	2025.0164	ETH	ETHIOPIA	ETH								ETHGOV	ETHIOPIA	ETH					GOV			1	046	046	04	1	7.0	2	1	2	-1.44	4	Oromo, Amara, Ethiopia	ET	ET46	40799	11.8667	39.7333	-618300	4	Oromo, Amara, Ethiopia	ET	ET46	40799	11.8667	39.7333	-618300	4	Oromo, Amara, Ethiopia	ET	ET46	40799	11.8667	39.7333	-618300	20250205084500	https://www.the-star.co.ke/news/2025-02-05-operation-against-ola-gang-recovers-weapons-ammunition-in-marsabit
