1225207995	20250131	202501	2025	2025.0849	FRA	PARIS	FRA								GOV	PRIME MINISTER						GOV			1	042	042	04	1	1.9	10	1	10	1.76817288801572	4	Mazargues, Provence-Alpes-Côd'Azur, France	FR	FRB8	16322	43.2462	5.39788	-1450521	4	Mazargues, Provence-Alpes-Côd'Azur, France	FR	FRB8	16322	43.2462	5.39788	-1450521	4	Mazargues, Provence-Alpes-Côd'Azur, France	FR	FRB8	16322	43.2462	5.39788	-1450521	20250207143000	https://www.prokerala.com/news/articles/a1605830.html
1225207996	20250131	202501	2025	2025.0849	GOV	PRIME MINISTER						GOV			FRA	PARIS	FRA								1	043	043	04	1	2.8	3	1	3	1.76817288801572	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20250207143000	https://www.prokerala.com/news/articles/a1605830.html
1225207997	20250131	202501	2025	2025.0849	IGOUNOIAE	IAEA		UNO				IGO			PAK	PAKISTAN	PAK								0	036	036	03	1	4.0	3	1	3	-0.31736872475477	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	20250207143000	https://www.globalsecurity.org/wmd/library/news/pakistan/2025/pakistan-250206-pakistan-mfab01.htm
1225207998	20250131	202501	2025	2025.0849	MMR	MYANMAR	MMR								GOV	MINIST						GOV			0	060	060	06	2	6.0	5	1	5	-3.30250990752972	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250207143000	https://www.globalsecurity.org/wmd/library/news/china/2025/02/china-250206-rfa03.htm
1225207999	20250131	202501	2025	2025.0849	MMR	MYANMAR	MMR								THA	THAILAND	THA								0	042	042	04	1	1.9	1	1	1	-3.30250990752972	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250207143000	https://www.globalsecurity.org/wmd/library/news/china/2025/02/china-250206-rfa03.htm
1225208000	20250131	202501	2025	2025.0849	MMR	MYANMAR	MMR								THA	THAILAND	THA								0	042	042	04	1	1.9	4	1	4	-3.30250990752972	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20250207143000	https://www.globalsecurity.org/wmd/library/news/china/2025/02/china-250206-rfa03.htm
1225208001	20250131	202501	2025	2025.0849	THA	THAILAND	THA								CHN	CHINA	CHN								0	043	043	04	1	2.8	1	1	1	-3.30250990752972	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250207143000	https://www.globalsecurity.org/wmd/library/news/china/2025/02/china-250206-rfa03.htm
1225208002	20250131	202501	2025	2025.0849	THA	THAILAND	THA								CHN	CHINA	CHN								0	043	043	04	1	2.8	1	1	1	-3.30250990752972	1	Thailand	TH	TH		15	100	TH	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Thailand	TH	TH		15	100	TH	20250207143000	https://www.globalsecurity.org/wmd/library/news/china/2025/02/china-250206-rfa03.htm
1225208003	20250131	202501	2025	2025.0849	THA	THAILAND	THA								MMR	MYANMAR	MMR								0	043	043	04	1	2.8	1	1	1	-3.30250990752972	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250207143000	https://www.globalsecurity.org/wmd/library/news/china/2025/02/china-250206-rfa03.htm
1225208004	20250131	202501	2025	2025.0849	THA	THAILAND	THA								MMR	MYANMAR	MMR								0	043	043	04	1	2.8	4	1	4	-3.30250990752972	1	Thailand	TH	TH		15	100	TH	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Thailand	TH	TH		15	100	TH	20250207143000	https://www.globalsecurity.org/wmd/library/news/china/2025/02/china-250206-rfa03.htm
