1225213648	20240208	202402	2024	2024.1041											USA	UNITED STATES	USA								1	060	060	06	2	6.0	6	1	6	-1.25786163522012	0								3	Montgomery County, Ohio, United States	US	USOH		39.7503	-84.2999	1074069	3	Montgomery County, Ohio, United States	US	USOH		39.7503	-84.2999	1074069	20250207150000	https://www.daytondailynews.com/local/former-mikesells-building-sold-again/FZPICQN36VCGVF36NCGB3JTLSM/
1225213649	20240208	202402	2024	2024.1041											USA	UNITED STATES	USA								1	071	071	07	2	7.4	4	1	4	-1.25786163522012	0								3	Montgomery County, Ohio, United States	US	USOH		39.7503	-84.2999	1074069	3	Montgomery County, Ohio, United States	US	USOH		39.7503	-84.2999	1074069	20250207150000	https://www.daytondailynews.com/local/former-mikesells-building-sold-again/FZPICQN36VCGVF36NCGB3JTLSM/
1225213650	20240208	202402	2024	2024.1041	ARG	ROSARIO	ARG																		1	190	190	19	4	-10.0	4	1	4	-1.70731707317073	1	Bolivia	BL	BL		-17	-65	BL	0								1	Bolivia	BL	BL		-17	-65	BL	20250207150000	https://www.stabroeknews.com/2025/02/07/news/regional/argentina-gang-crackdown-has-dried-up-cocaine-exports-security-minister-says/
1225213651	20240208	202402	2024	2024.1041	ARG	ROSARIO	ARG																		1	190	190	19	4	-10.0	1	1	1	-1.70731707317073	1	Brazil	BR	BR		-10	-55	BR	0								1	Bolivia	BL	BL		-17	-65	BL	20250207150000	https://www.stabroeknews.com/2025/02/07/news/regional/argentina-gang-crackdown-has-dried-up-cocaine-exports-security-minister-says/
1225213652	20240208	202402	2024	2024.1041	ARG	ROSARIO	ARG								GOV	GOVERNMENT						GOV			1	190	190	19	4	-10.0	4	1	4	-1.70731707317073	1	Bolivia	BL	BL		-17	-65	BL	1	Bolivia	BL	BL		-17	-65	BL	1	Bolivia	BL	BL		-17	-65	BL	20250207150000	https://www.stabroeknews.com/2025/02/07/news/regional/argentina-gang-crackdown-has-dried-up-cocaine-exports-security-minister-says/
1225213653	20240208	202402	2024	2024.1041	ARG	ROSARIO	ARG								GOV	GOVERNMENT						GOV			1	190	190	19	4	-10.0	1	1	1	-1.70731707317073	1	Brazil	BR	BR		-10	-55	BR	1	Bolivia	BL	BL		-17	-65	BL	1	Bolivia	BL	BL		-17	-65	BL	20250207150000	https://www.stabroeknews.com/2025/02/07/news/regional/argentina-gang-crackdown-has-dried-up-cocaine-exports-security-minister-says/
1225213654	20240208	202402	2024	2024.1041	CAN	CANADA	CAN																		0	071	071	07	2	7.4	1	1	1	-5.36130536130536	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250207150000	https://www.stcatharinesstandard.ca/thestar/opinion/columnists/what-is-donald-trump-up-to-with-his-wrecking-ball-approach-to-gaza-heres-a/article_ba2a6a37-61b0-5865-b347-802dc025f612.html
1225213655	20240208	202402	2024	2024.1041	CHN	CHINA	CHN																		1	010	010	01	1	0.0	4	1	4	1.76211453744493	4	Yongqian, Jiangsu, China	CH	CH04	13155	32.1229	119.878	11452801	0								4	Yongqian, Jiangsu, China	CH	CH04	13155	32.1229	119.878	11452801	20250207150000	https://www.forbesindia.com/article/lifes/chinas-economy-gets-new-year-boost-from-holiday-travel-and-shopping/95254/1
1225213656	20240208	202402	2024	2024.1041	COP	POLICE						COP			CVL	CIVILIAN						CVL			0	190	190	19	4	-10.0	10	1	10	-6.37755102040816	4	Bijapur, Karnataka, India	IN	IN19	17682	16.8333	75.7	-2091812	4	Bijapur, Karnataka, India	IN	IN19	17682	16.8333	75.7	-2091812	4	Bijapur, Karnataka, India	IN	IN19	17682	16.8333	75.7	-2091812	20250207150000	https://www.thehindu.com/news/national/chhattisgarh/sarpanch-candidate-killed-in-dantewada-police-suspect-maoist-hand/article69192723.ece
1225213657	20240208	202402	2024	2024.1041	CRM	GANG						CRM			IND	BOMBAY	IND								1	173	173	17	4	-5.0	2	1	2	-7.23404255319149	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20250207150000	https://www.thehindu.com/news/cities/mumbai/bombay-hc-grants-bail-to-two-men-held-for-plot-to-kill-salman-khan/article69192623.ece
