1217188557	20241223	202412	2024	2024.9671	GOVBUS	INDUSTRIES MINIST						GOV	BUS		GOV	MINIST						GOV			1	042	042	04	1	1.9	6	1	6	-0.766283524904213	4	Harohalli, Karnataka, India	IN	IN19	17868	12.6667	77.4667	-2097244	4	Harohalli, Karnataka, India	IN	IN19	17868	12.6667	77.4667	-2097244	4	Ballari, Karnataka, India	IN	IN19	17680	15.15	76.9333	-2091000	20241223120000	https://economictimes.indiatimes.com/tech/technology/karnatakas-first-semicon-unit-to-come-up-in-mysuru-to-add-460-jobs/articleshow/116600427.cms
1217188558	20241223	202412	2024	2024.9671	GOVBUS	INDUSTRIES MINIST						GOV	BUS		GOV	MINIST						GOV			1	042	042	04	1	1.9	4	1	4	-0.766283524904213	4	Harohalli, Karnataka, India	IN	IN19	17868	12.6667	77.4667	-2097244	4	Harohalli, Karnataka, India	IN	IN19	17868	12.6667	77.4667	-2097244	4	Harohalli, Karnataka, India	IN	IN19	17868	12.6667	77.4667	-2097244	20241223120000	https://economictimes.indiatimes.com/tech/technology/karnatakas-first-semicon-unit-to-come-up-in-mysuru-to-add-460-jobs/articleshow/116600427.cms
1217188559	20241223	202412	2024	2024.9671	GOVHRI	HUMAN RIGHTS COMMISSION						GOV	HRI		LAB	WORKER						LAB			1	040	040	04	1	1.0	10	1	10	-1.9108280254777	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	20241223120000	https://www.theweek.in/wire-updates/national/2024/12/23/del33-nhrc-gig-workers.html
1217188560	20241223	202412	2024	2024.9671	GOVMIL	JUNTA						GOV	MIL												0	190	190	19	4	-10.0	10	1	10	-1.43884892086331	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20241223120000	https://eng.mizzima.com/2024/12/23/17629
1217188561	20241223	202412	2024	2024.9671	GOVMIL	MINIST FOR DEFENCE						GOV	MIL		NGA	NIGERIA	NGA								1	040	040	04	1	1.0	8	1	8	-5.66801619433198	5	Sokoto State, Sokoto, Nigeria	NI	NI51	190962	13.0833	5.25	-2026915	5	Sokoto State, Sokoto, Nigeria	NI	NI51	190962	13.0833	5.25	-2026915	5	Sokoto State, Sokoto, Nigeria	NI	NI51	190962	13.0833	5.25	-2026915	20241223120000	https://guardian.ng/news/lakurawa-terror-group-chased-out-of-nigeria-says-fg/
1217188562	20241223	202412	2024	2024.9671	GRC	ATHENS	GRC								EDU	UNIVERSITY						EDU			0	042	042	04	1	1.9	10	1	10	-0.83932853717026	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20241223120000	https://www.ajc.com/news/georgia-news/georgia-santa-resumes-role-at-symphony-visits-hospital-after-cancer-treatment/2JOJROI3BVCFBM6KLBU2XUTKFQ/
1217188563	20241223	202412	2024	2024.9671	GRDGOVMED	BRIAN MC	GRD					GOV	MED		USA	UNITED STATES	USA								0	010	010	01	1	0.0	2	1	2	-3.38266384778013	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20241223120000	https://www.aol.com/dozens-luxury-condos-hotels-florida-090045482.html
1217188564	20241223	202412	2024	2024.9671	GTM	GUATEMALA	GTM								JEW	JEWISH				JEW					1	190	190	19	4	-10.0	2	1	2	-3.60360360360361	1	Guatemala	GT	GT		15.5	-90.25	GT	1	Guatemala	GT	GT		15.5	-90.25	GT	1	Guatemala	GT	GT		15.5	-90.25	GT	20241223120000	https://www.bbc.com/news/articles/cnv3291z9p2o
1217188565	20241223	202412	2024	2024.9671	GTMCOP	GUATEMALA	GTM					COP			JEW	JEWISH				JEW					1	190	190	19	4	-10.0	3	1	3	-3.60360360360361	1	Guatemala	GT	GT		15.5	-90.25	GT	1	Guatemala	GT	GT		15.5	-90.25	GT	1	Guatemala	GT	GT		15.5	-90.25	GT	20241223120000	https://www.bbc.com/news/articles/cnv3291z9p2o
1217188566	20241223	202412	2024	2024.9671	HINAST700	YOGA				HIN															1	060	060	06	2	6.0	10	1	5	2.74390243902439	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20241223120000	https://www.ajc.com/news/health-news/feeling-stiff-but-hate-yoga-theres-a-new-way-to-stretch/UTIBGDAG2VDMXALT6QDQJGHOXQ/
1217188567	20241223	202412	2024	2024.9671	HLH	DOCTOR						HLH													1	010	010	01	1	0.0	2	1	2	2.04081632653061	3	Murrells Inlet, South Carolina, United States	US	USSC	SC043	33.551	-79.0414	1253479	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20241223120000	https://www.pr.com/press-release/927724
1217188568	20241223	202412	2024	2024.9671	HLH	DOCTOR						HLH													1	010	010	01	1	0.0	8	1	8	2.04081632653061	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20241223120000	https://www.pr.com/press-release/927724
1217188569	20241223	202412	2024	2024.9671	HLH	DOCTOR						HLH													1	020	020	02	1	3.0	5	1	5	2.04081632653061	4	Roma, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	0								4	Roma, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20241223120000	https://www.pr.com/press-release/927724
1217188570	20241223	202412	2024	2024.9671	HLH	DOCTOR						HLH													0	020	020	02	1	3.0	10	1	10	-0.83932853717026	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	0								4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20241223120000	https://www.ajc.com/news/georgia-news/georgia-santa-resumes-role-at-symphony-visits-hospital-after-cancer-treatment/2JOJROI3BVCFBM6KLBU2XUTKFQ/
1217188571	20241223	202412	2024	2024.9671	HLH	DOCTOR						HLH													0	120	120	12	3	-4.0	10	1	10	-10.512129380054	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	0								4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	20241223120000	https://www.newsofbahrain.com/bahrain/106482.html
1217188572	20241223	202412	2024	2024.9671	HLH	DOCTOR						HLH			IND	MADRAS	IND								0	112	112	11	3	-2.0	2	1	2	-4.92788461538462	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Madras, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Madras, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20241223120000	https://www.livelaw.in/high-court/madras-high-court/madras-high-court-weekly-roundup-december-16-to-december-22-2024-279237
1217188573	20241223	202412	2024	2024.9671	HLH	HOSPITAL						HLH			ISR	ISRAEL	ISR								0	166	166	16	4	-7.0	6	1	6	-7.24815724815724	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20241223120000	https://www.theguardian.com/world/2024/dec/23/children-killed-latest-israeli-strikes-on-gaza-medics
1217188574	20241223	202412	2024	2024.9671	HLH	HOSPITAL						HLH			dalOPP	DALIT			dal			OPP			1	043	043	04	1	2.8	10	1	10	-8.4942084942085	0								0								0								20241223120000	https://www.theweek.in/news/india/2024/12/23/somnath-suryavanshi-killed-because-he-was-dalit-and-protecting-constitution-rahul-gandhi.html
1217188575	20241223	202412	2024	2024.9671	HUN	HUNGARY	HUN																		1	0333	033	03	1	5.2	2	1	2	-3.125	1	Romania	RO	RO		46	25	RO	0								1	Romania	RO	RO		46	25	RO	20241223120000	https://visegradinsight.eu/asylum-budapest-political-refugees-and-gas-addicts/
1217188576	20241223	202412	2024	2024.9671	HUN	HUNGARY	HUN																		1	173	173	17	4	-5.0	2	1	2	-3.125	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	0								4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20241223120000	https://visegradinsight.eu/asylum-budapest-political-refugees-and-gas-addicts/
1217188577	20241223	202412	2024	2024.9671	HUN	HUNGARY	HUN								GOV	ENERGY MINIST						GOV			1	128	128	12	3	-5.0	10	1	10	-3.125	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20241223120000	https://visegradinsight.eu/asylum-budapest-political-refugees-and-gas-addicts/
1217188578	20241223	202412	2024	2024.9671	HUN	HUNGARY	HUN								SVK	SLOVAKIA	SVK								1	044	044	04	1	2.5	7	1	7	-3.125	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20241223120000	https://visegradinsight.eu/asylum-budapest-political-refugees-and-gas-addicts/
1217188579	20241223	202412	2024	2024.9671	HUN	HUNGARY	HUN								SVK	SLOVAKIA	SVK								1	130	130	13	3	-4.4	2	1	2	-3.125	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20241223120000	https://visegradinsight.eu/asylum-budapest-political-refugees-and-gas-addicts/
1217188580	20241223	202412	2024	2024.9671	HUN	HUNGARY	HUN								SVK	SLOVAKIA	SVK								1	130	130	13	3	-4.4	2	1	2	-3.125	1	Romania	RO	RO		46	25	RO	1	Romania	RO	RO		46	25	RO	1	Romania	RO	RO		46	25	RO	20241223120000	https://visegradinsight.eu/asylum-budapest-political-refugees-and-gas-addicts/
1217188581	20241223	202412	2024	2024.9671	HUNGOV	HUNGARY	HUN					GOV			HUN	HUNGARY	HUN								1	040	040	04	1	1.0	2	1	2	-3.125	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20241223120000	https://visegradinsight.eu/asylum-budapest-political-refugees-and-gas-addicts/
1217188582	20241223	202412	2024	2024.9671	IDN	INDONESIA	IDN								CAN	CANADA	CAN								0	020	020	02	1	3.0	1	1	1	-2.14814814814815	2	California, United States	US	USCA		36.17	-119.746	CA	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20241223120000	https://www.poynter.org/commentary/analysis/2024/bargaining-code-battle-shifts-to-european-copyright-law-taxes-also-under-consideration/
1217188583	20241223	202412	2024	2024.9671	IDN	INDONESIA	IDN								CAN	CANADA	CAN								0	020	020	02	1	3.0	2	1	2	-2.14814814814815	1	Indonesia	ID	ID		-5	120	ID	1	Canada	CA	CA		60	-96	CA	1	Brazil	BR	BR		-10	-55	BR	20241223120000	https://www.poynter.org/commentary/analysis/2024/bargaining-code-battle-shifts-to-european-copyright-law-taxes-also-under-consideration/
1217188584	20241223	202412	2024	2024.9671	IDN	INDONESIA	IDN								MNCUSAMED	GOOGLE	USA					MNC	MED		0	050	050	05	1	3.5	1	1	1	-2.14814814814815	1	Brazil	BR	BR		-10	-55	BR	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	20241223120000	https://www.poynter.org/commentary/analysis/2024/bargaining-code-battle-shifts-to-european-copyright-law-taxes-also-under-consideration/
1217188585	20241223	202412	2024	2024.9671	IDN	INDONESIA	IDN								MNCUSAMED	GOOGLE	USA					MNC	MED		0	050	050	05	1	3.5	4	1	4	-2.14814814814815	1	Indonesia	ID	ID		-5	120	ID	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20241223120000	https://www.poynter.org/commentary/analysis/2024/bargaining-code-battle-shifts-to-european-copyright-law-taxes-also-under-consideration/
1217188586	20241223	202412	2024	2024.9671	IGOEUREEC	THE EU	EUR	EEC				IGO													0	010	010	01	1	0.0	8	1	8	-3.125	1	Belarus	BO	BO		53	28	BO	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20241223120000	https://visegradinsight.eu/asylum-budapest-political-refugees-and-gas-addicts/
1217188587	20241223	202412	2024	2024.9671	IGOEUREEC	THE EU	EUR	EEC				IGO													0	010	010	01	1	0.0	2	1	2	-3.125	1	Belarus	BO	BO		53	28	BO	0								1	Belarus	BO	BO		53	28	BO	20241223120000	https://visegradinsight.eu/asylum-budapest-political-refugees-and-gas-addicts/
1217188588	20241223	202412	2024	2024.9671	IGOEUREEC	THE EU	EUR	EEC				IGO			EUR	EUROPE	EUR								1	010	010	01	1	0.0	10	1	10	2.94985250737463	0								0								0								20241223120000	https://advanced-television.com/2024/12/23/e128m-ec-5g-connectivity-boost/
1217188589	20241223	202412	2024	2024.9671	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			QAT	QATAR	QAT								1	130	130	13	3	-4.4	2	1	2	-3.16742081447964	1	Russia	RS	RS		60	100	RS	1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	20241223120000	https://menafn.com/1109023454/Energy-minister-claims-that-EU-risking-losing-gas-supplies-from-Qatar
1217188590	20241223	202412	2024	2024.9671	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			QAT	QATAR	QAT								1	130	130	13	3	-4.4	3	1	3	-3.16742081447964	1	Russia	RS	RS		60	100	RS	1	Qatar	QA	QA		25.5	51.25	QA	1	Russia	RS	RS		60	100	RS	20241223120000	https://menafn.com/1109023454/Energy-minister-claims-that-EU-risking-losing-gas-supplies-from-Qatar
1217188591	20241223	202412	2024	2024.9671	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			QAT	QATAR	QAT								1	162	162	16	4	-5.6	5	1	5	-3.16742081447964	1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	20241223120000	https://menafn.com/1109023454/Energy-minister-claims-that-EU-risking-losing-gas-supplies-from-Qatar
1217188592	20241223	202412	2024	2024.9671	IGOUNOLEG	UNITED NATIONS		UNO				IGO	LEG												1	057	057	05	1	8.0	5	1	5	4.74137931034483	1	Sweden	SW	SW		62	15	SW	0								1	Sweden	SW	SW		62	15	SW	20241223120000	https://www.theweek.in/news/health/2024/12/23/did-you-know-un-has-a-meditation-room-called-room-of-quiet-since-1952.html
1217188593	20241223	202412	2024	2024.9671	IND	MUMBAI	IND																		0	010	010	01	1	0.0	5	1	5	-7.5	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20241223120000	https://www.theweek.in/wire-updates/national/2024/12/23/bom17-news-highlights-from-western-region-at-1700-hrs.html
1217188594	20241223	202412	2024	2024.9671	IND	KARNATAKA	IND																		0	010	010	01	1	0.0	2	1	2	-1.9108280254777	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	0								5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	20241223120000	https://www.theweek.in/wire-updates/national/2024/12/23/del33-nhrc-gig-workers.html
1217188595	20241223	202412	2024	2024.9671	IND	GUJARAT	IND																		1	051	051	05	1	3.4	3	1	3	-5.11278195488722	4	Chikmagalur, Karnataka, India	IN	IN19	17688	13.3167	75.7833	-2093298	0								4	Chikmagalur, Karnataka, India	IN	IN19	17688	13.3167	75.7833	-2093298	20241223120000	https://indianexpress.com/article/explained/explained-politics/kisan-diwas-charan-singh-indira-gandhi-arrested-9740565/
1217188596	20241223	202412	2024	2024.9671	IND	UTTAR PRADESH	IND																		1	057	057	05	1	8.0	2	1	2	-0.96852300242131	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	0								5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	20241223120000	https://www.datacenterdynamics.com/en/news/vuenow-launches-two-edge-data-centers-in-uttar-pradesh-india-while-in-midst-of-investigation/
1217188597	20241223	202412	2024	2024.9671	IND	MADRAS	IND																		0	110	110	11	3	-2.0	4	1	4	-4.92788461538462	4	Madras, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	0								4	Madras, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20241223120000	https://www.livelaw.in/high-court/madras-high-court/madras-high-court-weekly-roundup-december-16-to-december-22-2024-279237
1217188598	20241223	202412	2024	2024.9671	IND	NEW DELHI	IND																		1	112	112	11	3	-2.0	4	1	4	-11.0236220472441	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	Alibagh, Maharashtra, India	IN	IN16	17777	18.6411	72.8792	-2088477	20241223120000	https://aninews.in/news/national/general-news/cbi-files-chargesheet-in-bribery-case-against-customs-officials20241223165102/
1217188599	20241223	202412	2024	2024.9671	IND	NEW DELHI	IND																		1	112	112	11	3	-2.0	2	1	2	-11.0236220472441	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20241223120000	https://aninews.in/news/national/general-news/cbi-files-chargesheet-in-bribery-case-against-customs-officials20241223165102/
1217188600	20241223	202412	2024	2024.9671	IND	KOLKATA	IND								BGD	BANGLADESH	BGD								1	173	173	17	4	-5.0	1	1	1	-6.27306273062731	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Sundarbans, Khulna, Bangladesh	BG	BG82	5804	21.8745	89.1354	10815664	4	Sundarbans, Khulna, Bangladesh	BG	BG82	5804	21.8745	89.1354	10815664	20241223120000	https://indianexpress.com/article/cities/kolkata/terrorist-javed-ahmed-munshi-west-bengal-stf-sundarbans-bangladesh-waterway-route-9740561/
1217188601	20241223	202412	2024	2024.9671	IND	KOLKATA	IND								BGDUAF	BANGLADESH	BGD					UAF			1	173	173	17	4	-5.0	1	1	1	-6.27306273062731	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Sundarbans, Khulna, Bangladesh	BG	BG82	5804	21.8745	89.1354	10815664	4	Sundarbans, Khulna, Bangladesh	BG	BG82	5804	21.8745	89.1354	10815664	20241223120000	https://indianexpress.com/article/cities/kolkata/terrorist-javed-ahmed-munshi-west-bengal-stf-sundarbans-bangladesh-waterway-route-9740561/
1217188602	20241223	202412	2024	2024.9671	IND	WEST BENGAL	IND								BUS	INDUSTRY						BUS			1	114	114	11	3	-2.0	10	1	10	-1.30232558139535	4	Mahakali, India (general), India	IN	IN00	17938	27.35	81.3833	-2110402	4	Mahakali, India (general), India	IN	IN00	17938	27.35	81.3833	-2110402	4	Mahakali, India (general), India	IN	IN00	17938	27.35	81.3833	-2110402	20241223120000	https://www.livelaw.in/arbitration-cases/calcutta-high-court-remedy-arbitration-and-conciliation-act-is-in-addition-to-remedies-special-statutes-once-elected-other-remedies-are-barred-same-dispute-279209
1217188603	20241223	202412	2024	2024.9671	IND	UTTAR PRADESH	IND								GOV	GOVERNMENT						GOV			1	057	057	05	1	8.0	2	1	2	-0.96852300242131	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	20241223120000	https://www.datacenterdynamics.com/en/news/vuenow-launches-two-edge-data-centers-in-uttar-pradesh-india-while-in-midst-of-investigation/
1217188604	20241223	202412	2024	2024.9671	IND	MADRAS	IND								HLH	DOCTOR						HLH			0	081	081	08	2	5.0	2	1	2	-4.92788461538462	4	Madras, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Madras, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20241223120000	https://www.livelaw.in/high-court/madras-high-court/madras-high-court-weekly-roundup-december-16-to-december-22-2024-279237
1217188605	20241223	202412	2024	2024.9671	IND	GAUHATI	IND								INDGOV	ASSAM	IND					GOV			1	010	010	01	1	0.0	4	1	4	1.6548463356974	5	State Of Assam, Assam, India	IN	IN03	17589	26	93	-2089251	5	State Of Assam, Assam, India	IN	IN03	17589	26	93	-2089251	5	State Of Assam, Assam, India	IN	IN03	17589	26	93	-2089251	20241223120000	https://www.livelaw.in/high-court/gauhati-high-court/gauhati-high-court-pil-child-protection-policy-assam-government-279182
1217188606	20241223	202412	2024	2024.9671	IND	MADRAS	IND								JUD	HIGH COURT						JUD			0	010	010	01	1	0.0	4	1	4	-4.92788461538462	4	Madras, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Madras, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Madras, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20241223120000	https://www.livelaw.in/high-court/madras-high-court/madras-high-court-weekly-roundup-december-16-to-december-22-2024-279237
1217188607	20241223	202412	2024	2024.9671	IND	MADRAS	IND								JUD	HIGH COURT						JUD			1	020	020	02	1	3.0	8	1	4	-4.92788461538462	4	Madras, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Madras, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Madras, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20241223120000	https://www.livelaw.in/high-court/madras-high-court/madras-high-court-weekly-roundup-december-16-to-december-22-2024-279237
1217188608	20241223	202412	2024	2024.9671	IND	BOMBAY	IND								JUD	HIGH COURT						JUD			0	042	042	04	1	1.9	2	1	2	-2.88028802880288	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20241223120000	https://indianexpress.com/article/cities/pune/pune-rivers-2024-floods-water-riparian-zones-9740571/
1217188609	20241223	202412	2024	2024.9671	IND	DELHI	IND								JUD	LAWYER						JUD			0	046	046	04	1	7.0	2	1	2	3.28068043742406	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20241223120000	https://www.hindustantimes.com/india-news/former-sc-judge-sanjay-kishan-kaul-appointed-to-bahrain-commercial-court-101734934356374.html
1217188610	20241223	202412	2024	2024.9671	IND	DELHI	IND								JUD	LAWYER						JUD			0	046	046	04	1	7.0	2	1	2	3.28068043742406	1	Bahrain	BA	BA		26	50.5	BA	1	Bahrain	BA	BA		26	50.5	BA	1	Bahrain	BA	BA		26	50.5	BA	20241223120000	https://www.hindustantimes.com/india-news/former-sc-judge-sanjay-kishan-kaul-appointed-to-bahrain-commercial-court-101734934356374.html
1217188611	20241223	202412	2024	2024.9671	IND	NEW DELHI	IND								JUD	JUDGE						JUD			1	084	084	08	2	7.0	6	1	6	-11.0236220472441	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Alibagh, Maharashtra, India	IN	IN16	17777	18.6411	72.8792	-2088477	4	Alibagh, Maharashtra, India	IN	IN16	17777	18.6411	72.8792	-2088477	20241223120000	https://aninews.in/news/national/general-news/cbi-files-chargesheet-in-bribery-case-against-customs-officials20241223165102/
1217188612	20241223	202412	2024	2024.9671	IND	MADRAS	IND								JUD	HIGH COURT						JUD			0	112	112	11	3	-2.0	2	1	2	-4.92788461538462	4	Madras, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Madras, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Madras, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20241223120000	https://www.livelaw.in/high-court/madras-high-court/madras-high-court-weekly-roundup-december-16-to-december-22-2024-279237
1217188613	20241223	202412	2024	2024.9671	IND	KARNATAKA	IND								LAB	WORKER						LAB			0	072	072	07	2	8.3	3	1	3	-1.9108280254777	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	20241223120000	https://www.theweek.in/wire-updates/national/2024/12/23/del33-nhrc-gig-workers.html
1217188614	20241223	202412	2024	2024.9671	IND	HARYANA	IND								LEG	CONGRESS						LEG			1	112	112	11	3	-2.0	4	1	4	-2.3728813559322	4	Rajkot, Gujarat, India	IN	IN09	17647	22.3	70.7833	-2108747	4	Rajkot, Gujarat, India	IN	IN09	17647	22.3	70.7833	-2108747	4	Rajkot, Gujarat, India	IN	IN09	17647	22.3	70.7833	-2108747	20241223120000	https://indianexpress.com/article/political-pulse/haryana-rout-congress-fact-finding-panel-again-blames-bjp-ec-9740542/
1217188615	20241223	202412	2024	2024.9671	IND	MIZORAM	IND								REF	REFUGEE						REF			1	073	073	07	2	7.4	5	1	5	-1.43884892086331	4	Manipur, Uttar Pradesh, India	IN	IN36	70268	27.0529	79.3583	10452605	4	Manipur, Uttar Pradesh, India	IN	IN36	70268	27.0529	79.3583	10452605	4	Manipur, Uttar Pradesh, India	IN	IN36	70268	27.0529	79.3583	10452605	20241223120000	https://eng.mizzima.com/2024/12/23/17629
1217188616	20241223	202412	2024	2024.9671	INDGOV	UTTAR PRADESH	IND					GOV													1	057	057	05	1	8.0	2	1	2	-0.96852300242131	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	0								5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	20241223120000	https://www.datacenterdynamics.com/en/news/vuenow-launches-two-edge-data-centers-in-uttar-pradesh-india-while-in-midst-of-investigation/
1217188617	20241223	202412	2024	2024.9671	INDJUD	JHARKHAND	IND					JUD													1	010	010	01	1	0.0	10	1	10	-6.83760683760684	0								0								0								20241223120000	https://www.livelaw.in/high-court/jharkhand-high-court/jharkhand-high-court-conviction-cannot-based-solely-uncorroborated-testimony-informant-279216
1217188618	20241223	202412	2024	2024.9671	INDJUD	MADRAS	IND					JUD													0	010	010	01	1	0.0	2	1	2	-4.92788461538462	4	Madras, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	0								4	Madras, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20241223120000	https://www.livelaw.in/high-court/madras-high-court/madras-high-court-weekly-roundup-december-16-to-december-22-2024-279237
