1218703226	20250103	202501	2025	2025.0082											LAB	WORKER						LAB			0	143	143	14	3	-6.5	5	1	5	-3.6036036036036	0								5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	20250103141500	https://indianexpress.com/article/political-pulse/odisha-paddy-field-bjd-bjp-battleground-9758602/
1218703227	20250103	202501	2025	2025.0082											MDV	MALE	MDV								1	173	173	17	4	-5.0	10	1	10	-5.19750519750519	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20250103141500	https://www.roscommonherald.ie/tipperary-man-shot-dead-in-kansas-city-to-be-laid-to-rest-in-his-native-nenagh-on-saturday_arid-43133.html
1218703228	20250103	202501	2025	2025.0082											MDV	MALE	MDV								1	190	190	19	4	-10.0	2	1	2	-5.19750519750519	0								4	Nenagh, North Tipperary, Ireland	EI	EI38	18305	52.8619	-8.19667	-1504831	3	Jackson County, Kansas, United States	US	USKS		39.4	-95.8336	485007	20250103141500	https://www.roscommonherald.ie/tipperary-man-shot-dead-in-kansas-city-to-be-laid-to-rest-in-his-native-nenagh-on-saturday_arid-43133.html
1218703229	20250103	202501	2025	2025.0082											MDV	MALE	MDV								1	190	190	19	4	-10.0	8	1	8	-5.19750519750519	0								3	Jackson County, Kansas, United States	US	USKS		39.4	-95.8336	485007	3	Jackson County, Kansas, United States	US	USKS		39.4	-95.8336	485007	20250103141500	https://www.roscommonherald.ie/tipperary-man-shot-dead-in-kansas-city-to-be-laid-to-rest-in-his-native-nenagh-on-saturday_arid-43133.html
1218703230	20250103	202501	2025	2025.0082											MED	JOURNALIST						MED			1	017	017	01	1	0.0	6	1	6	0.72727272727273	0								4	Machairas, Nicosia, Cyprus	CY	CY04	14810	34.9208	33.2	-2738403	4	Machairas, Nicosia, Cyprus	CY	CY04	14810	34.9208	33.2	-2738403	20250103141500	https://in-cyprus.philenews.com/local/veteran-journalist-alex-efthyvoulou-laid-to-rest-at-97/
1218703231	20250103	202501	2025	2025.0082											MED	JOURNALIST						MED			1	020	020	02	1	3.0	10	1	10	5.22648083623694	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20250103141500	https://www.dnaindia.com/viral/report-men-in-love-elderly-man-ensures-his-wife-gets-selfie-with-malaika-arora-viral-clip-impresses-netizens-watch-3125457
1218703232	20250103	202501	2025	2025.0082											MEX	MEXICO	MEX								1	043	043	04	1	2.8	4	1	4	6.44329896907219	0								4	Jalisco, Baja California, Mexico	MX	MX02	19586	32.5175	-115.235	-1661292	4	Puerto Vallarta, Jalisco, Mexico	MX	MX14	20887	20.6167	-105.25	-1690444	20250103141500	https://banderasnews.com/puerto-vallarta-welcomed-2025-with-secure-and-festive-celebrations/
1218703233	20250103	202501	2025	2025.0082											MEX	MEXICO	MEX								1	043	043	04	1	2.8	4	1	4	6.44329896907219	0								4	Puerto Vallarta, Jalisco, Mexico	MX	MX14	20887	20.6167	-105.25	-1690444	4	Puerto Vallarta, Jalisco, Mexico	MX	MX14	20887	20.6167	-105.25	-1690444	20250103141500	https://banderasnews.com/puerto-vallarta-welcomed-2025-with-secure-and-festive-celebrations/
1218703234	20250103	202501	2025	2025.0082											MNCJPN	HONDA	JPN					MNC			1	031	031	03	1	5.2	10	1	10	2.5735294117647	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250103141500	https://www.autocarindia.com:443/bike-news/upcoming-motorcycle-launches-in-january-2025-434041
1218703235	20250103	202501	2025	2025.0082											MOS	ISLAMIC				MOS					1	051	051	05	1	3.4	5	1	5	-5.53097345132743	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250103141500	https://www.zerohedge.com/political/allstate-ceo-slammed-bizarre-comments-response-new-orleans-terror-attack
1218703236	20250103	202501	2025	2025.0082											NRMRAC020	CREATIVITY				NRM					1	036	036	03	1	4.0	5	1	5	9.42408376963351	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20250103141500	https://www.shine.cn/feature/lifestyle/2501033496/
1218703237	20250103	202501	2025	2025.0082											PSECVL	PALESTINIAN	PSE					CVL			0	051	051	05	1	3.4	2	1	2	-2.63157894736842	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Unrwa, West Bank (general), West Bank	WE	WE00	68767	31.8984	35.1773	11289236	20250103141500	https://www.ynetnews.com/article/sjpid8sike
1218703238	20250103	202501	2025	2025.0082											REL	BISHOP									0	040	040	04	1	1.0	2	1	2	3.00518134715026	0								4	Sassello, Liguria, Italy	IT	IT08	18373	44.4833	8.5	-129054	4	Sassello, Liguria, Italy	IT	IT08	18373	44.4833	8.5	-129054	20250103141500	https://aleteia.org/2025/01/03/exclusive-interview-with-friends-of-blessed-chiara-luce-badano
1218703239	20250103	202501	2025	2025.0082											RUS	RUSSIA	RUS								0	057	057	05	1	8.0	1	1	1	-2.60736196319018	0								4	Algiers, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250103141500	https://www.newarab.com/news/algeria-and-russia-seek-mend-ties-after-wagner-attacks
1218703240	20250103	202501	2025	2025.0082											USA	AMERICAN	USA								1	010	010	01	1	0.0	6	1	6	4.375	0								3	Empire State Building, New York, United States	US	USNY		40.7487	-73.986	949654	3	Empire State Building, New York, United States	US	USNY		40.7487	-73.986	949654	20250103141500	https://www.ajc.com/things-to-do/review-georgia-okeeffes-revealing-urban-visions-at-the-high-museum/EVJSOXIMPZAEJAFBUCDI5JHX6M/
1218703241	20250103	202501	2025	2025.0082											USA	IDAHO	USA								1	042	042	04	1	1.9	6	1	6	-3.6692759295499	0								2	Idaho, United States	US	USID		44.2394	-114.51	ID	1	Afghanistan	AF	AF		33	66	AF	20250103141500	https://magicvalley.com/news/state-regional/government-politics/jim-risch-senate-foreign-relations-trump-ukraine-gaza-syria/article_8b2182d2-c858-11ef-9ba7-ef9bd5406e7f.html
1218703242	20250103	202501	2025	2025.0082											USA	ILLINOIS	USA								0	042	042	04	1	1.9	2	1	2	0.26773761713521	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20250103141500	https://www.yahoo.com/lifestyle/annas-thinking-cap-iowa-99-120358423.html
1218703243	20250103	202501	2025	2025.0082											USA	IDAHO	USA								1	042	042	04	1	1.9	1	1	1	-3.6692759295499	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	1	Afghanistan	AF	AF		33	66	AF	20250103141500	https://magicvalley.com/news/state-regional/government-politics/jim-risch-senate-foreign-relations-trump-ukraine-gaza-syria/article_8b2182d2-c858-11ef-9ba7-ef9bd5406e7f.html
1218703244	20250103	202501	2025	2025.0082											USA	IDAHO	USA								1	042	042	04	1	1.9	1	1	1	-3.6692759295499	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Idaho, United States	US	USID		44.2394	-114.51	ID	20250103141500	https://magicvalley.com/news/state-regional/government-politics/jim-risch-senate-foreign-relations-trump-ukraine-gaza-syria/article_8b2182d2-c858-11ef-9ba7-ef9bd5406e7f.html
1218703245	20250103	202501	2025	2025.0082											USA	UNITED STATES	USA								1	046	046	04	1	7.0	4	1	4	-7.19424460431655	0								3	Sumter County, South Carolina, United States	US	USSC		33.8668	-80.3998	1244717	3	Sumter County, South Carolina, United States	US	USSC		33.8668	-80.3998	1244717	20250103141500	https://www.wmbfnews.com/2025/01/03/amber-alert-issued-after-1-year-old-abducted-florence/
1218703246	20250103	202501	2025	2025.0082											USA	UNITED STATES	USA								0	057	057	05	1	8.0	4	1	4	-3.10283687943263	0								2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	20250103141500	https://www.progressive-charlestown.com/2025/01/rhode-islanders-personal-information.html
1218703247	20250103	202501	2025	2025.0082											USA	NEW ORLEANS	USA								1	112	112	11	3	-2.0	5	1	5	-4.78468899521531	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20250103141500	https://www.wbtv.com/2025/01/03/new-orleans-attack-tesla-explosion-suspects-served-same-north-carolina-army-base-per-report/
1218703248	20250103	202501	2025	2025.0082											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	4	1	4	-9.1796875	0								3	Key West, Florida, United States	US	USFL		24.5557	-81.7826	294048	3	Key West, Florida, United States	US	USFL		24.5557	-81.7826	294048	20250103141500	https://qconline.com/news/local/crime-courts/former-qc-political-candidates-son-charged-with-terrorism/article_7e32af1b-c307-5ce6-8c1b-7cfeaee7a2ae.html
1218703249	20250103	202501	2025	2025.0082											USA	UNITED STATES	USA								1	180	180	18	4	-9.0	4	1	4	-9.1796875	0								3	Key West, Florida, United States	US	USFL		24.5557	-81.7826	294048	3	Key West, Florida, United States	US	USFL		24.5557	-81.7826	294048	20250103141500	https://qconline.com/news/local/crime-courts/former-qc-political-candidates-son-charged-with-terrorism/article_7e32af1b-c307-5ce6-8c1b-7cfeaee7a2ae.html
1218703250	20250103	202501	2025	2025.0082											sco	SCOTTISH			sco						1	0841	084	08	2	7.0	5	1	5	3.36134453781512	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250103141500	https://www.clydebankpost.co.uk/news/24815439.scottish-greens-propose-2-cap-bus-fares-next-budget/
1218703251	20250103	202501	2025	2025.0082	AFGINSTAL	TALIBAN	AFG	TAL				INS			EDU	SCHOOL						EDU			1	172	172	17	4	-5.0	10	1	10	-1.71428571428571	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20250103141500	https://theconversation.com/afghanistan-shows-what-investing-in-womens-education-or-divesting-can-do-to-an-economy-244398
1218703252	20250103	202501	2025	2025.0082	AFR	AFRICA	AFR								BRA	BRAZILIAN	BRA								1	050	050	05	1	3.5	2	1	2	3.91061452513967	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20250103141500	http://www.surinametimes.com/brazil-takes-over-brics-presidency-focusing-on-global-south-cooperation/
1218703253	20250103	202501	2025	2025.0082	AFR	AFRICA	AFR								BRAGOV	BRAZILIAN	BRA					GOV			1	050	050	05	1	3.5	3	1	3	3.91061452513967	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20250103141500	http://www.surinametimes.com/brazil-takes-over-brics-presidency-focusing-on-global-south-cooperation/
1218703254	20250103	202501	2025	2025.0082	AFR	AFRICA	AFR								JUD	HIGH COURT						JUD			1	051	051	05	1	3.4	4	1	4	-0.58651026392962	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20250103141500	https://www.iol.co.za/news/politics/actionsa-welcomes-high-court-ruling-declaring-vip-protection-policy-unlawful-03d3041b-bcc9-4194-9d9f-f993c5244e9f
1218703255	20250103	202501	2025	2025.0082	AFR	AFRICA	AFR								LBY	LIBYA	LBY								0	012	012	01	1	-0.4	8	1	8	-2.60736196319018	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20250103141500	https://www.newarab.com/news/algeria-and-russia-seek-mend-ties-after-wagner-attacks
1218703256	20250103	202501	2025	2025.0082	AFR	AFRICA	AFR								LBY	LIBYA	LBY								0	012	012	01	1	-0.4	2	1	2	-2.60736196319018	4	Tinzaouatene, Kidal, Mali	ML	ML10	19383	19.9625	2.8575	-489890	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tinzaouatene, Kidal, Mali	ML	ML10	19383	19.9625	2.8575	-489890	20250103141500	https://www.newarab.com/news/algeria-and-russia-seek-mend-ties-after-wagner-attacks
1218703257	20250103	202501	2025	2025.0082	AFR	AFRICA	AFR								RUS	RUSSIA	RUS								1	043	043	04	1	2.8	1	1	1	-2.60736196319018	4	Algiers, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Algiers, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	20250103141500	https://www.newarab.com/news/algeria-and-russia-seek-mend-ties-after-wagner-attacks
1218703258	20250103	202501	2025	2025.0082	AFR	AFRICA	AFR								RUSLEG	RUSSIA	RUS					LEG			1	043	043	04	1	2.8	4	1	4	-2.60736196319018	4	Algiers, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Algiers, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	20250103141500	https://www.newarab.com/news/algeria-and-russia-seek-mend-ties-after-wagner-attacks
1218703259	20250103	202501	2025	2025.0082	AFR	AFRICA	AFR								ZWE	ZIMBABWE	ZWE								1	042	042	04	1	1.9	8	1	8	-1.32450331125828	1	South Africa	SF	SF		-30	26	SF	4	Beitbridge, Zimbabwe (general), Zimbabwe	ZI	ZI00	77343	-22.2167	30	-2307282	1	South Africa	SF	SF		-30	26	SF	20250103141500	https://www.iol.co.za/news/politics/no-manga-manga-business-bma-says-it-is-ready-to-clamp-on-illegal-immigrants-as-travellers-return-to-sa-2e4061cf-f4f3-42a8-bb70-3b0a18c67ff9
1218703260	20250103	202501	2025	2025.0082	ARE	ABU DHABI	ARE								GOV	SOVEREIGN						GOV			1	071	071	07	2	7.4	10	1	10	6.25	0								0								0								20250103141500	https://biztoc.com/x/196eb3f1b634e04b
1218703261	20250103	202501	2025	2025.0082	AREJUD	UNITED ARAB EMIRATES	ARE					JUD			ARE	UNITED ARAB EMIRATES	ARE								0	051	051	05	1	3.4	2	1	2	2.84090909090909	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20250103141500	https://www.dubaicityguide.com/site/news/news-details/Local-News/77392/rental-disputes-center-receives-aed3-million-donation-to-provide-stability-for-struggling-families
1218703262	20250103	202501	2025	2025.0082	ARG	ARGENTINA	ARG								UIS	THE INTERNATIONAL COMMUNITY						UIS			0	111	111	11	3	-2.0	2	1	2	-3.6231884057971	1	Argentina	AR	AR		-34	-64	AR	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250103141500	https://www.theepochtimes.com/world/venezuelan-government-offers-100000-reward-for-info-on-oppositions-presidential-candidate-5785599
1218703263	20250103	202501	2025	2025.0082	ARG	ARGENTINA	ARG								UIS	THE INTERNATIONAL COMMUNITY						UIS			0	111	111	11	3	-2.0	2	1	2	-3.6231884057971	1	Argentina	AR	AR		-34	-64	AR	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	20250103141500	https://www.theepochtimes.com/world/venezuelan-government-offers-100000-reward-for-info-on-oppositions-presidential-candidate-5785599
1218703264	20250103	202501	2025	2025.0082	ARG	ARGENTINA	ARG								VEN	VENEZUELA	VEN								0	010	010	01	1	0.0	1	1	1	-3.6231884057971	1	Argentina	AR	AR		-34	-64	AR	1	Argentina	AR	AR		-34	-64	AR	1	Argentina	AR	AR		-34	-64	AR	20250103141500	https://www.theepochtimes.com/world/venezuelan-government-offers-100000-reward-for-info-on-oppositions-presidential-candidate-5785599
1218703265	20250103	202501	2025	2025.0082	ARG	ARGENTINA	ARG								VEN	VENEZUELA	VEN								0	010	010	01	1	0.0	1	1	1	-3.6231884057971	1	Argentina	AR	AR		-34	-64	AR	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	20250103141500	https://www.theepochtimes.com/world/venezuelan-government-offers-100000-reward-for-info-on-oppositions-presidential-candidate-5785599
1218703266	20250103	202501	2025	2025.0082	ARG	ARGENTINA	ARG								VEN	VENEZUELAN	VEN								0	051	051	05	1	3.4	1	1	1	-3.6231884057971	1	Argentina	AR	AR		-34	-64	AR	1	Argentina	AR	AR		-34	-64	AR	1	Argentina	AR	AR		-34	-64	AR	20250103141500	https://www.theepochtimes.com/world/venezuelan-government-offers-100000-reward-for-info-on-oppositions-presidential-candidate-5785599
1218703267	20250103	202501	2025	2025.0082	ARG	ARGENTINA	ARG								VEN	VENEZUELAN	VEN								0	051	051	05	1	3.4	1	1	1	-3.6231884057971	1	Argentina	AR	AR		-34	-64	AR	1	Venezuela	VE	VE		8	-66	VE	1	Argentina	AR	AR		-34	-64	AR	20250103141500	https://www.theepochtimes.com/world/venezuelan-government-offers-100000-reward-for-info-on-oppositions-presidential-candidate-5785599
1218703268	20250103	202501	2025	2025.0082	ATG	ANTIGUA	ATG																		1	042	042	04	1	1.9	3	1	3	1.12359550561798	1	Antigua And Barbuda	AC	AC		17.05	-61.8	AC	0								1	Antigua And Barbuda	AC	AC		17.05	-61.8	AC	20250103141500	https://www.tvguide.co.uk/schedule/5baf162f-8eda-5b13-ad36-1865031ddfa9/a-place-in-the-sun
1218703269	20250103	202501	2025	2025.0082	AUS	AUSTRALIA	AUS								NZL	NEW ZEALAND	NZL								1	010	010	01	1	0.0	2	1	2	1.3986013986014	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	New Zealand	NZ	NZ		-42	174	NZ	20250103141500	https://www.wkrb13.com/2025/01/03/australia-and-new-zealand-banking-group-ltd-an3ph-to-issue-interim-dividend-of-1-56-on-march-19th.html
1218703270	20250103	202501	2025	2025.0082	AUS	AUSTRALIA	AUS								NZL	NEW ZEALAND	NZL								1	010	010	01	1	0.0	8	1	8	1.3986013986014	1	Australia	AS	AS		-25	135	AS	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20250103141500	https://www.wkrb13.com/2025/01/03/australia-and-new-zealand-banking-group-ltd-an3ph-to-issue-interim-dividend-of-1-56-on-march-19th.html
1218703271	20250103	202501	2025	2025.0082	AUSBUS	AUSTRALIA	AUS					BUS													1	071	071	07	2	7.4	10	1	10	1.74418604651163	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20250103141500	https://www.wkrb13.com/2025/01/03/national-australia-bank-limited-nabpj-to-issue-interim-dividend-of-1-25-on-march-16th.html
1218703272	20250103	202501	2025	2025.0082	AUT	AUSTRIAN	AUT																		0	173	173	17	4	-5.0	8	1	8	0.26773761713521	1	Austria	AU	AU		47.333333	13.333333	AU	0								1	Austria	AU	AU		47.333333	13.333333	AU	20250103141500	https://www.yahoo.com/lifestyle/annas-thinking-cap-iowa-99-120358423.html
1218703273	20250103	202501	2025	2025.0082	AUT	AUSTRIAN	AUT								HUN	HUNGARY	HUN								1	190	190	19	4	-10.0	10	1	10	0.26773761713521	1	Austria	AU	AU		47.333333	13.333333	AU	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20250103141500	https://www.yahoo.com/lifestyle/annas-thinking-cap-iowa-99-120358423.html
1218703274	20250103	202501	2025	2025.0082	BEL	BELGIUM	BEL								BELJUD	CHARLEROI	BEL					JUD			1	010	010	01	1	0.0	4	1	4	-15.2284263959391	4	Anderlues, Waals Gewest, Belgium	BE	BE14	5850	50.405	4.28187	-1953195	4	Anderlues, Waals Gewest, Belgium	BE	BE14	5850	50.405	4.28187	-1953195	4	Anderlues, Waals Gewest, Belgium	BE	BE14	5850	50.405	4.28187	-1953195	20250103141500	http://www.surinametimes.com/psychologist-charged-over-rapes-at-belgian-home-for-disabled/
1218703275	20250103	202501	2025	2025.0082	BEL	BELGIUM	BEL								BELJUD	CHARLEROI	BEL					JUD			1	112	112	11	3	-2.0	4	1	4	-15.2284263959391	4	Anderlues, Waals Gewest, Belgium	BE	BE14	5850	50.405	4.28187	-1953195	4	Anderlues, Waals Gewest, Belgium	BE	BE14	5850	50.405	4.28187	-1953195	4	Anderlues, Waals Gewest, Belgium	BE	BE14	5850	50.405	4.28187	-1953195	20250103141500	http://www.surinametimes.com/psychologist-charged-over-rapes-at-belgian-home-for-disabled/
