1218704800	20240104	202401	2024	2024.0110											IDN	INDONESIA	IDN								1	042	042	04	1	1.9	4	1	4	2.23642172523962	0								4	Subang, Jawa Barat, Indonesia	ID	ID30	18585	-7.2889	108.273	11274636	4	Subang, Jawa Barat, Indonesia	ID	ID30	18585	-7.2889	108.273	11274636	20250103143000	https://en.tempo.co/read/1959840/indonesia-eyes-rp13032tn-investment-to-fuel-8-economic-growth
1218704801	20240104	202401	2024	2024.0110	BRA	BRAZIL	BRA								IGOUNO	UNITED NATIONS		UNO				IGO			0	043	043	04	1	2.8	8	1	8	-5.43364681295716	4	Amazon River, Brazil (general), Brazil	BR	BR00	18585	-0.166667	-49	-624599	4	Amazon River, Brazil (general), Brazil	BR	BR00	18585	-0.166667	-49	-624599	4	Amazon River, Brazil (general), Brazil	BR	BR00	18585	-0.166667	-49	-624599	20250103143000	https://www.naharnet.com:443/stories/en/310160-drought-fires-and-deforestation-battered-amazon-rainforest-in-2024
1218704802	20240104	202401	2024	2024.0110	BRA	BRAZIL	BRA								IGOUNO	UNITED NATIONS		UNO				IGO			0	043	043	04	1	2.8	2	1	2	-5.43364681295716	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20250103143000	https://www.naharnet.com:443/stories/en/310160-drought-fires-and-deforestation-battered-amazon-rainforest-in-2024
1218704803	20240104	202401	2024	2024.0110	GOV	GOVERNMENT						GOV			ISR	ISRAEL	ISR								0	112	112	11	3	-2.0	1	1	1	-5.63625798954096	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	United Arab Emirates	AE	AE		24	54	AE	20250103143000	https://www.cjr.org/the_media_today/al_jazeera_ban_palestinian-authority_israel.php
1218704804	20240104	202401	2024	2024.0110	IDN	INDONESIA	IDN																		1	043	043	04	1	2.8	4	1	4	2.23642172523962	4	Subang, Jawa Barat, Indonesia	ID	ID30	18585	-7.2889	108.273	11274636	0								4	Subang, Jawa Barat, Indonesia	ID	ID30	18585	-7.2889	108.273	11274636	20250103143000	https://en.tempo.co/read/1959840/indonesia-eyes-rp13032tn-investment-to-fuel-8-economic-growth
1218704805	20240104	202401	2024	2024.0110	IGOUNO	UNITED NATIONS		UNO				IGO			BRA	BRAZIL	BRA								0	042	042	04	1	1.9	8	1	8	-5.43364681295716	4	Amazon River, Brazil (general), Brazil	BR	BR00	18585	-0.166667	-49	-624599	4	Amazon River, Brazil (general), Brazil	BR	BR00	18585	-0.166667	-49	-624599	4	Amazon River, Brazil (general), Brazil	BR	BR00	18585	-0.166667	-49	-624599	20250103143000	https://www.naharnet.com:443/stories/en/310160-drought-fires-and-deforestation-battered-amazon-rainforest-in-2024
1218704806	20240104	202401	2024	2024.0110	IGOUNO	UNITED NATIONS		UNO				IGO			BRA	BRAZIL	BRA								0	042	042	04	1	1.9	2	1	2	-5.43364681295716	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20250103143000	https://www.naharnet.com:443/stories/en/310160-drought-fires-and-deforestation-battered-amazon-rainforest-in-2024
1218704807	20240104	202401	2024	2024.0110	ISR	ISRAEL	ISR								ARE	UNITED ARAB EMIRATES	ARE								0	174	174	17	4	-5.0	1	1	1	-5.63625798954096	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250103143000	https://www.cjr.org/the_media_today/al_jazeera_ban_palestinian-authority_israel.php
1218704808	20240104	202401	2024	2024.0110	ISR	ISRAEL	ISR								ARE	UNITED ARAB EMIRATES	ARE								0	174	174	17	4	-5.0	1	1	1	-5.63625798954096	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	United Arab Emirates	AE	AE		24	54	AE	1	Egypt	EG	EG		27	30	EG	20250103143000	https://www.cjr.org/the_media_today/al_jazeera_ban_palestinian-authority_israel.php
1218704809	20240104	202401	2024	2024.0110	ISR	ISRAEL	ISR								BHR	BAHRAIN	BHR								0	174	174	17	4	-5.0	1	1	1	-5.63625798954096	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250103143000	https://www.cjr.org/the_media_today/al_jazeera_ban_palestinian-authority_israel.php
