1220747952	20240116	202401	2024	2024.0438	AFR	AFRICA	AFR								GOV	GOVERNMENT						GOV			1	100	100	10	3	-5.0	4	1	4	1.4018691588785	5	Gauteng, Gauteng, South Africa	SF	SF06	77346	-26.0833	28.25	204226	5	Gauteng, Gauteng, South Africa	SF	SF06	77346	-26.0833	28.25	204226	5	Gauteng, Gauteng, South Africa	SF	SF06	77346	-26.0833	28.25	204226	20250115144500	https://www.ewn.co.za/2025/01/15/gauteng-da-says-govt-must-prioritise-child-safety-as-schools-reopen
1220747953	20240116	202401	2024	2024.0438	BUS	EMPLOYER						BUS													0	020	020	02	1	3.0	10	1	10	-0.48076923076923	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20250115144500	https://www.gpb.org/news/2025/01/14/georgia-businesses-brace-for-trump-tariffs-we-have-plan-for-reality-and-hope-its
1220747954	20240116	202401	2024	2024.0438	CAN	CANADA	CAN								MEX	MEXICO	MEX								0	130	130	13	3	-4.4	8	4	8	-1.15473441108545	4	Macmillan River, Yukon, Canada	CA	CA12	25042	62.8667	-135.917	-568493	4	Macmillan River, Yukon, Canada	CA	CA12	25042	62.8667	-135.917	-568493	4	Macmillan River, Yukon, Canada	CA	CA12	25042	62.8667	-135.917	-568493	20250115144500	http://www.abbynews.com/home2/heres-what-the-yukons-premier-talked-about-with-donald-trump-jr-7759305
1220747955	20240116	202401	2024	2024.0438	CAN	CANADA	CAN								MEX	MEXICO	MEX								0	130	130	13	3	-4.4	16	4	16	-1.15473441108545	4	Macmillan River, Yukon, Canada	CA	CA12	25042	62.8667	-135.917	-568493	1	Mexico	MX	MX		23	-102	MX	4	Macmillan River, Yukon, Canada	CA	CA12	25042	62.8667	-135.917	-568493	20250115144500	http://www.abbynews.com/home2/heres-what-the-yukons-premier-talked-about-with-donald-trump-jr-7759305
1220747956	20240116	202401	2024	2024.0438	CAN	CANADA	CAN								MEX	MEXICO	MEX								0	130	130	13	3	-4.4	8	4	8	-1.15473441108545	4	Macmillan River, Yukon, Canada	CA	CA12	25042	62.8667	-135.917	-568493	1	Mexico	MX	MX		23	-102	MX	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20250115144500	http://www.abbynews.com/home2/heres-what-the-yukons-premier-talked-about-with-donald-trump-jr-7759305
1220747957	20240116	202401	2024	2024.0438	CAN	CANADA	CAN								MEX	MEXICO	MEX								0	130	130	13	3	-4.4	8	4	8	-1.15473441108545	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20250115144500	http://www.abbynews.com/home2/heres-what-the-yukons-premier-talked-about-with-donald-trump-jr-7759305
1220747958	20240116	202401	2024	2024.0438	GBR	UNITED KINGDOM	GBR																		1	031	031	03	1	5.2	8	1	8	6.19902120717781	4	Queensbury, Calderdale, United Kingdom	UK	UKC2	40138	53.7667	-1.91667	-2605850	0								4	Queensbury, Calderdale, United Kingdom	UK	UKC2	40138	53.7667	-1.91667	-2605850	20250115144500	https://www.yorkshireeveningpost.co.uk/business/leading-yorkshire-law-firm-gears-up-for-continued-growth-in-2025-4944815
1220747959	20240116	202401	2024	2024.0438	GOVDEV	CONSTRUCTION MINIST						GOV	DEV		CVL	SETTLEMENT						CVL			1	020	020	02	1	3.0	8	1	8	-11.9700748129676	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250115144500	https://www.presstv.ir/Detail/2025/01/15/740951/Israeli-war-cabinet-minister-Gadi-Eisenkot-illegal-settlements-Gaza-Strip-
1220747960	20240116	202401	2024	2024.0438	GOVDEV	CONSTRUCTION MINIST						GOV	DEV		IGOJUDICC	INTERNATIONAL CRIMINAL COURT		ICC				IGO	JUD		1	173	173	17	4	-5.0	6	1	6	-11.9700748129676	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250115144500	https://www.presstv.ir/Detail/2025/01/15/740951/Israeli-war-cabinet-minister-Gadi-Eisenkot-illegal-settlements-Gaza-Strip-
1220747961	20240116	202401	2024	2024.0438	GOVDEV	CONSTRUCTION MINIST						GOV	DEV		ISR	ISRAEL	ISR								1	173	173	17	4	-5.0	2	1	2	-11.9700748129676	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250115144500	https://www.presstv.ir/Detail/2025/01/15/740951/Israeli-war-cabinet-minister-Gadi-Eisenkot-illegal-settlements-Gaza-Strip-
