1219100758	20240107	202401	2024	2024.0192											EDU	STUDENT						EDU			0	020	020	02	1	3.0	2	1	2	-1.90023752969121	0								3	Idaho Falls, Idaho, United States	US	USID		43.4666	-112.034	396684	3	Idaho Falls, Idaho, United States	US	USID		43.4666	-112.034	396684	20250106163000	https://www.ktvb.com/article/news/local/idaho-press/idaho-press-state-of-the-state-legislative-session-2025/277-b8a870aa-1852-49e3-8f8d-0cd296f86b65
1219100759	20240107	202401	2024	2024.0192											EDU	STUDENT						EDU			0	020	020	02	1	3.0	8	1	8	-1.90023752969121	0								2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	20250106163000	https://www.ktvb.com/article/news/local/idaho-press/idaho-press-state-of-the-state-legislative-session-2025/277-b8a870aa-1852-49e3-8f8d-0cd296f86b65
1219100760	20240107	202401	2024	2024.0192											EDU	SCHOOL						EDU			0	110	110	11	3	-2.0	10	1	10	-1.90023752969121	0								3	Idaho Falls, Idaho, United States	US	USID		43.4666	-112.034	396684	3	Idaho Falls, Idaho, United States	US	USID		43.4666	-112.034	396684	20250106163000	https://www.ktvb.com/article/news/local/idaho-press/idaho-press-state-of-the-state-legislative-session-2025/277-b8a870aa-1852-49e3-8f8d-0cd296f86b65
1219100761	20240107	202401	2024	2024.0192											EGY	SINAI	EGY								1	046	046	04	1	7.0	6	1	6	-6.28571428571428	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250106163000	https://www.medpagetoday.com/nursing/nursing/113649
1219100762	20240107	202401	2024	2024.0192											GBR	LIVERPOOL	GBR								1	100	100	10	3	-5.0	8	1	8	-5.09868421052632	0								4	Ormskirk, Lancashire, United Kingdom	UK	UKH2	40121	53.5667	-2.9	-2604732	4	Ormskirk, Lancashire, United Kingdom	UK	UKH2	40121	53.5667	-2.9	-2604732	20250106163000	https://www.southwalesargus.co.uk/news/national/24836765.posts-social-media-catalyst-violent-disorder-court-hears/
1219100763	20240107	202401	2024	2024.0192											TWN	TAINAN	TWN								1	043	043	04	1	2.8	10	1	10	1.45530145530146	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20250106163000	https://www.taipeitimes.com/News/front/archives/2025/01/07/2003829771
1219100764	20240107	202401	2024	2024.0192											TWN	TAINAN	TWN								1	173	173	17	4	-5.0	4	1	4	0	0								4	Chiayi, Jiayi Shi, Taiwan	TW	TW06	13277	23.4792	120.449	-2627339	4	Chiayi, Jiayi Shi, Taiwan	TW	TW06	13277	23.4792	120.449	-2627339	20250106163000	https://www.taipeitimes.com/News/taiwan/archives/2025/01/07/2003829786
1219100765	20240107	202401	2024	2024.0192	CHN	CHINESE	CHN								CHNGOV	CHINESE	CHN					GOV			1	111	111	11	3	-2.0	10	1	10	-3.75180375180375	4	Peking, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Peking, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Peking, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250106163000	https://www.taipeitimes.com/News/world/archives/2025/01/07/2003829799
1219100766	20240107	202401	2024	2024.0192	CHNGOV	CHINA	CHN					GOV			CHN	CHINESE	CHN								0	014	014	01	1	0.0	1	1	1	-2.5	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250106163000	https://www.taipeitimes.com/News/taiwan/archives/2025/01/07/2003829787
1219100767	20240107	202401	2024	2024.0192	COP	POLICE						COP													1	190	190	19	4	-10.0	5	1	5	-3.96975425330813	4	Rookley, Isle of Wight, United Kingdom	UK	UKG2	40116	50.65	-1.28333	-2606475	0								4	Rookley, Isle of Wight, United Kingdom	UK	UKG2	40116	50.65	-1.28333	-2606475	20250106163000	https://www.countypress.co.uk/news/24836372.isle-wight-drug-dealer-jailed-police-raid-home/
1219100768	20240107	202401	2024	2024.0192	CVL	TRAVELER						CVL			USAMED	THE ASSOCIATED PRESS	USA					MED			0	010	010	01	1	0.0	3	1	3	-3.14070351758794	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250106163000	https://www.clickondetroit.com/business/2025/01/06/winter-weather-can-disrupt-heres-what-to-do-if-your-flight-is-canceled/
1219100769	20240107	202401	2024	2024.0192	CVL	TRAVELER						CVL			USAMED	THE ASSOCIATED PRESS	USA					MED			0	013	013	01	1	0.4	2	1	2	-3.14070351758794	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250106163000	https://www.clickondetroit.com/business/2025/01/06/winter-weather-can-disrupt-heres-what-to-do-if-your-flight-is-canceled/
1219100770	20240107	202401	2024	2024.0192	EGY	SINAI	EGY																		1	046	046	04	1	7.0	6	1	6	-6.28571428571428	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250106163000	https://www.medpagetoday.com/nursing/nursing/113649
1219100771	20240107	202401	2024	2024.0192	EGY	SINAI	EGY								USA	UNITED STATES	USA								1	046	046	04	1	7.0	4	1	4	-6.28571428571428	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250106163000	https://www.medpagetoday.com/nursing/nursing/113649
1219100772	20240107	202401	2024	2024.0192	GOV	PRESIDENT						GOV			CHN	CHINESE	CHN								0	014	014	01	1	0.0	1	1	1	-2.5	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250106163000	https://www.taipeitimes.com/News/taiwan/archives/2025/01/07/2003829787
1219100773	20240107	202401	2024	2024.0192	JPN	JAPAN	JPN								JPNELI	JAPAN	JPN					ELI			0	051	051	05	1	3.4	2	1	2	-2.41379310344828	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20250106163000	https://www.foxbusiness.com/media/us-steel-ceo-government-failed-our-country-after-nippon-steel-deal-axed
1219100774	20240107	202401	2024	2024.0192	JPNELI	JAPAN	JPN					ELI			JPN	JAPAN	JPN								0	020	020	02	1	3.0	2	1	2	-2.41379310344828	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20250106163000	https://www.foxbusiness.com/media/us-steel-ceo-government-failed-our-country-after-nippon-steel-deal-axed
1219100775	20240107	202401	2024	2024.0192	PHL	FILIPINO	PHL																		0	080	080	08	2	5.0	10	1	10	-0.33333333333333	1	Philippines	RP	RP		13	122	RP	0								1	Philippines	RP	RP		13	122	RP	20250106163000	https://www.bworldonline.com/the-nation/2025/01/06/645020/dfa-220-filipinos-in-uae-pardoned-on-national-day/
1219100776	20240107	202401	2024	2024.0192	TWN	TAINAN	TWN																		1	042	042	04	1	1.9	2	1	2	1.45530145530146	1	Canada	CA	CA		60	-96	CA	0								1	Canada	CA	CA		60	-96	CA	20250106163000	https://www.taipeitimes.com/News/front/archives/2025/01/07/2003829771
1219100777	20240107	202401	2024	2024.0192	TWN	TAINAN	TWN																		1	042	042	04	1	1.9	4	1	4	1.45530145530146	1	Canada	CA	CA		60	-96	CA	0								1	United Kingdom	UK	UK		54	-4	UK	20250106163000	https://www.taipeitimes.com/News/front/archives/2025/01/07/2003829771
1219100778	20240107	202401	2024	2024.0192	TWN	TAINAN	TWN																		1	042	042	04	1	1.9	2	1	2	1.45530145530146	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20250106163000	https://www.taipeitimes.com/News/front/archives/2025/01/07/2003829771
1219100779	20240107	202401	2024	2024.0192	USA	WASHINGTON	USA																		0	1724	172	17	4	-5.0	3	1	3	-3.24825986078886	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250106163000	https://www.taipeitimes.com/News/front/archives/2025/01/07/2003829775
1219100780	20240107	202401	2024	2024.0192	USA	UNITED STATES	USA								EGY	SINAI	EGY								1	046	046	04	1	7.0	4	1	4	-6.28571428571428	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250106163000	https://www.medpagetoday.com/nursing/nursing/113649
1219100781	20240107	202401	2024	2024.0192	USA	WASHINGTON	USA								KOR	SOUTH KOREA	KOR								0	051	051	05	1	3.4	3	1	3	-3.24825986078886	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250106163000	https://www.taipeitimes.com/News/front/archives/2025/01/07/2003829775
1219100782	20240107	202401	2024	2024.0192	USA	UNITED STATES	USA								USAMED	THE ASSOCIATED PRESS	USA					MED			0	013	013	01	1	0.4	2	1	2	-3.14070351758794	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250106163000	https://www.clickondetroit.com/business/2025/01/06/winter-weather-can-disrupt-heres-what-to-do-if-your-flight-is-canceled/
1219100783	20241207	202412	2024	2024.9233											GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	3	1	3	-0.71174377224199	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20250106163000	https://abc7.com/post/official-canadas-trudeau-is-set-resign-liberal-party-leader-spelling-end-time-power/15764317/
1219100784	20241207	202412	2024	2024.9233											GOV	PRESIDENT						GOV			0	042	042	04	1	1.9	3	1	3	-0.71174377224199	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	1	Mexico	MX	MX		23	-102	MX	20250106163000	https://abc7.com/post/official-canadas-trudeau-is-set-resign-liberal-party-leader-spelling-end-time-power/15764317/
1219100785	20241207	202412	2024	2024.9233											KENGOV	KENYA	KEN					GOV			1	043	043	04	1	2.8	5	1	5	2.51798561151079	0								1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20250106163000	https://eturbonews.com/magical-kenya-travel-expo-just-month-away/
1219100786	20241207	202412	2024	2024.9233	ARE	UNITED ARAB EMIRATES	ARE								PHL	FILIPINO	PHL								1	173	173	17	4	-5.0	5	1	5	2.7681660899654	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20250106163000	https://www.philstar.com/nation/2025/01/07/2412329/uae-pardons-220-filipinos-marcos
