1218664136	20240104	202401	2024	2024.0110											USA	UNITED STATES	USA								0	043	043	04	1	2.8	1	1	1	-0.782472613458528	0								3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	2	California, United States	US	USCA		36.17	-119.746	CA	20250103084500	https://www.newsweek.com/pacific-map-us-china-news-aircraft-carriers-january-3-2025-2009031
1218664137	20240104	202401	2024	2024.0110	GOV	HOME MINIST						GOV													1	040	040	04	1	1.0	6	1	6	-7.89473684210524	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20250103084500	https://www.thestar.com.my/news/nation/2025/01/03/altantuya039s-family-calls-for-government-inquiry-into-azilah039s-affidavit
1218664138	20240104	202401	2024	2024.0110	USA	UNITED STATES	USA																		0	042	042	04	1	1.9	1	1	1	-0.782472613458528	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	0								2	California, United States	US	USCA		36.17	-119.746	CA	20250103084500	https://www.newsweek.com/pacific-map-us-china-news-aircraft-carriers-january-3-2025-2009031
1218664139	20241204	202412	2024	2024.9151	BUS	COMPANIES						BUS													1	012	012	01	1	-0.4	10	1	10	-2.25187656380317	1	Japan	JA	JA		36	138	JA	0								1	Japan	JA	JA		36	138	JA	20250103084500	https://www.bostonglobe.com/2025/01/03/business/biden-us-steel-japan-nippon-steel/
1218664140	20241204	202412	2024	2024.9151	DEU	GERMANY	DEU								FRA	FRANCE	FRA								0	043	043	04	1	2.8	2	1	2	-4.24354243542436	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Germany	GM	GM		51.5	10.5	GM	20250103084500	https://www.yahoo.com/news/top-european-diplomats-syria-talks-081245510.html
1218664141	20241204	202412	2024	2024.9151	DEU	GERMANY	DEU								FRA	FRANCE	FRA								0	043	043	04	1	2.8	2	1	2	-4.24354243542436	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250103084500	https://www.yahoo.com/news/top-european-diplomats-syria-talks-081245510.html
1218664142	20241204	202412	2024	2024.9151	DEU	GERMANY	DEU								FRA	FRANCE	FRA								0	043	043	04	1	2.8	6	1	6	-4.24354243542436	1	Germany	GM	GM		51.5	10.5	GM	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Germany	GM	GM		51.5	10.5	GM	20250103084500	https://www.yahoo.com/news/top-european-diplomats-syria-talks-081245510.html
1218664143	20241204	202412	2024	2024.9151	FRA	FRANCE	FRA								DEU	GERMANY	DEU								0	042	042	04	1	1.9	2	1	2	-4.24354243542436	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Germany	GM	GM		51.5	10.5	GM	20250103084500	https://www.yahoo.com/news/top-european-diplomats-syria-talks-081245510.html
1218664144	20241204	202412	2024	2024.9151	FRA	FRANCE	FRA								DEU	GERMANY	DEU								0	042	042	04	1	1.9	6	1	6	-4.24354243542436	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20250103084500	https://www.yahoo.com/news/top-european-diplomats-syria-talks-081245510.html
1218664145	20241204	202412	2024	2024.9151	FRA	FRANCE	FRA								DEU	GERMANY	DEU								0	042	042	04	1	1.9	2	1	2	-4.24354243542436	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250103084500	https://www.yahoo.com/news/top-european-diplomats-syria-talks-081245510.html
