1212338190	20231128	202311	2023	2023.8986											IND	MANIPUR	IND								1	190	190	19	4	-10.0	16	1	12	-1.35200173362631	0								4	Manipur, Uttar Pradesh, India	IN	IN36	70268	27.0529	79.3583	10452605	4	Imphal, Manipur, India	IN	IN17	70196	24.8167	93.95	-2097774	20241127144500	https://timesofindia.indiatimes.com/city/guwahati/free-rice-distribution-to-kuki-zo-people-in-manipurs-hill-areas-continues-amid-ethnic-clashes/articleshow/115736514.cms
1212338191	20231128	202311	2023	2023.8986	CHN	BEIJING	CHN								USA	THE US	USA								0	130	130	13	3	-4.4	8	1	8	-1.77812137611133	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20241127144500	https://www.insidermonkey.com/blog/20-countries-with-the-strongest-armies-in-the-world-1396802/
1212338192	20231128	202311	2023	2023.8986	CHN	BEIJING	CHN								USA	THE US	USA								0	130	130	13	3	-4.4	2	1	2	-1.77812137611133	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20241127144500	https://www.insidermonkey.com/blog/20-countries-with-the-strongest-armies-in-the-world-1396802/
1212338193	20231128	202311	2023	2023.8986	GOV	MINISTRY						GOV			MYS	MALAYSIAN	MYS								1	090	090	09	2	-2.0	3	1	3	-7.16723549488055	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20241127144500	https://www.thestar.com.my/news/nation/2024/11/27/916-of-facebook-content-removed-linked-to-gambling-scams
1212338194	20231128	202311	2023	2023.8986	GOVMED	MINIST OF INFORMATION						GOV	MED		LAO	LAOS	LAO								1	042	042	04	1	1.9	10	1	10	3.44827586206897	1	Thailand	TH	TH		15	100	TH	4	Vientiane, (LA11), Laos	LA	LA11	27147	17.9667	102.6	-2669740	4	Vientiane, (LA11), Laos	LA	LA11	27147	17.9667	102.6	-2669740	20241127144500	https://english.news.cn/asiapacific/20241127/50a23ab7618a4ac18e9383d27ad0f57e/c.html
1212338195	20231128	202311	2023	2023.8986	IND	MANIPUR	IND																		1	190	190	19	4	-10.0	14	1	10	-1.3498958960285	4	Manipur, Uttar Pradesh, India	IN	IN36	70268	27.0529	79.3583	10452605	0								4	Imphal, Manipur, India	IN	IN17	70196	24.8167	93.95	-2097774	20241127144500	https://timesofindia.indiatimes.com/city/guwahati/free-rice-distribution-to-kuki-zo-people-in-manipurs-hill-areas-continues-amid-ethnic-clashes/articleshow/115736514.cms
1212338196	20231128	202311	2023	2023.8986	LAO	VIENTIANE	LAO																		1	051	051	05	1	3.4	6	1	6	3.44827586206897	4	Vientiane, (LA11), Laos	LA	LA11	27147	17.9667	102.6	-2669740	0								4	Vientiane, (LA11), Laos	LA	LA11	27147	17.9667	102.6	-2669740	20241127144500	https://english.news.cn/asiapacific/20241127/50a23ab7618a4ac18e9383d27ad0f57e/c.html
1212338197	20231128	202311	2023	2023.8986	LAO	LAOS	LAO								GOVMED	MINIST OF INFORMATION						GOV	MED		1	043	043	04	1	2.8	10	1	10	3.44827586206897	4	Vientiane, (LA11), Laos	LA	LA11	27147	17.9667	102.6	-2669740	1	Thailand	TH	TH		15	100	TH	4	Vientiane, (LA11), Laos	LA	LA11	27147	17.9667	102.6	-2669740	20241127144500	https://english.news.cn/asiapacific/20241127/50a23ab7618a4ac18e9383d27ad0f57e/c.html
1212338198	20231128	202311	2023	2023.8986	LAO	VIENTIANE	LAO								GOVMED	MINIST OF INFORMATION						GOV	MED		1	051	051	05	1	3.4	10	1	10	3.44827586206897	4	Vientiane, (LA11), Laos	LA	LA11	27147	17.9667	102.6	-2669740	4	Vientiane, (LA11), Laos	LA	LA11	27147	17.9667	102.6	-2669740	4	Vientiane, (LA11), Laos	LA	LA11	27147	17.9667	102.6	-2669740	20241127144500	https://english.news.cn/asiapacific/20241127/50a23ab7618a4ac18e9383d27ad0f57e/c.html
1212338199	20231128	202311	2023	2023.8986	USA	UNITED STATES	USA																		0	090	090	09	2	-2.0	4	1	4	-0.95285857572718	3	Canoga Park, California, United States	US	USCA	CA037	34.2011	-118.598	240203	0								3	Canoga Park, California, United States	US	USCA		34.2011	-118.598	240203	20241127144500	https://www.latimes.com/california/story/2024-11-27/inside-the-lapd-chief-search
1212338200	20231128	202311	2023	2023.8986	USA	UNITED STATES	USA																		0	112	112	11	3	-2.0	4	1	4	-0.95285857572718	3	Canoga Park, California, United States	US	USCA	CA037	34.2011	-118.598	240203	0								3	Canoga Park, California, United States	US	USCA		34.2011	-118.598	240203	20241127144500	https://www.latimes.com/california/story/2024-11-27/inside-the-lapd-chief-search
1212338201	20231128	202311	2023	2023.8986	USA	UNITED STATES	USA								JUD	ATTORNEY						JUD			1	193	193	19	4	-10.0	2	1	2	-10.8771929824562	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20241127144500	https://chicagodefender.com/white-woman-who-fatally-shot-black-neighbor-through-door-gets-25-years/
