1205579334	20231023	202310	2023	2023.8027	AFR	AFRICA	AFR								RUS	RUSSIA	RUS								0	042	042	04	1	1.9	2	1	2	0.668896321070234	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20241022134500	https://www.aa.com.tr/en/world/global-leaders-arrive-in-russias-city-of-kazan-for-brics-summit/3370050
1205579335	20231023	202310	2023	2023.8027	AFR	AFRICA	AFR								RUS	RUSSIA	RUS								0	042	042	04	1	1.9	4	1	4	0.668896321070234	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20241022134500	https://www.aa.com.tr/en/world/global-leaders-arrive-in-russias-city-of-kazan-for-brics-summit/3370050
1205579336	20231023	202310	2023	2023.8027	AFR	AFRICA	AFR								RUS	RUSSIA	RUS								0	042	042	04	1	1.9	1	1	1	0.668896321070234	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	South Africa	SF	SF		-30	26	SF	20241022134500	https://www.aa.com.tr/en/world/global-leaders-arrive-in-russias-city-of-kazan-for-brics-summit/3370050
1205579337	20231023	202310	2023	2023.8027	FRA	FRANCE	FRA								USA	UNITED STATES	USA								0	042	042	04	1	1.9	2	1	2	0.78534031413613	1	France	FR	FR		46	2	FR	3	Woodland Hills, California, United States	US	USCA		34.1683	-118.606	1661708	1	France	FR	FR		46	2	FR	20241022134500	https://www.mercurynews.com/2024/10/22/queens-of-the-stone-ages-troy-van-leeuwen-lists-woodland-hills-home-for-4m/
1205579338	20231023	202310	2023	2023.8027	GBR	UNITED KINGDOM	GBR								GBRMIL	WALES	GBR					MIL			0	154	154	15	4	-7.2	4	1	4	-1.04895104895105	4	Dover, Kent, United Kingdom	UK	UKG5	40117	51.1333	1.3	-2594561	4	Dover, Kent, United Kingdom	UK	UKG5	40117	51.1333	1.3	-2594561	4	Dover, Kent, United Kingdom	UK	UKG5	40117	51.1333	1.3	-2594561	20241022134500	https://www.express.co.uk/news/uk/1965503/royal-navy-us-carrier-strike-groups
1205579339	20231023	202310	2023	2023.8027	GBR	UNITED KINGDOM	GBR								GBRMIL	UNITED KINGDOM	GBR					MIL			0	154	154	15	4	-7.2	1	1	1	-1.04895104895105	1	Italy	IT	IT		42.833333	12.833333	IT	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20241022134500	https://www.express.co.uk/news/uk/1965503/royal-navy-us-carrier-strike-groups
1205579340	20231023	202310	2023	2023.8027	GOV	GOVERNMENT						GOV													0	014	014	01	1	0.0	10	1	10	-5.8080808080808	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	0								4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20241022134500	https://www.somersetlive.co.uk/news/news-opinion/your-say-should-smacking-child-9651991
1205579341	20231023	202310	2023	2023.8027	LEG	LAWMAKER						LEG			USA	NEBRASKA	USA								0	172	172	17	4	-5.0	10	1	10	0.2262443438914	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20241022134500	https://nebraskapublicmedia.org/en/news/news-articles/it-tastes-like-chicken-but-cultivated-meat-sees-growing-opposition-from-us-lawmakers/
1205579342	20231023	202310	2023	2023.8027	RUS	RUSSIA	RUS								AFR	AFRICA	AFR								0	043	043	04	1	2.8	4	1	4	0.668896321070234	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20241022134500	https://www.aa.com.tr/en/world/global-leaders-arrive-in-russias-city-of-kazan-for-brics-summit/3370050
1205579343	20231023	202310	2023	2023.8027	RUS	RUSSIA	RUS								AFR	AFRICA	AFR								0	043	043	04	1	2.8	1	1	1	0.668896321070234	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	1	South Africa	SF	SF		-30	26	SF	20241022134500	https://www.aa.com.tr/en/world/global-leaders-arrive-in-russias-city-of-kazan-for-brics-summit/3370050
