1218858101	20241205	202412	2024	2024.9178	GOV	ADMINISTRATION						GOV			USA	OREGON	USA								1	130	130	13	3	-4.4	1	1	1	-0.48076923076923	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20250104164500	https://www.ijpr.org/politics-government/2025-01-04/new-oregon-attorney-general-dan-rayfield-takes-office-early
1218858102	20241205	202412	2024	2024.9178	GOV	ADMINISTRATION						GOV			USA	OREGON	USA								1	130	130	13	3	-4.4	1	1	1	-0.48076923076923	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20250104164500	https://www.ijpr.org/politics-government/2025-01-04/new-oregon-attorney-general-dan-rayfield-takes-office-early
1218858103	20241205	202412	2024	2024.9178	SPY	INTELLIGENCE						SPY			GOV	CHIEF MINISTER						GOV			1	051	051	05	1	3.4	4	1	4	-4.3613707165109	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20250104164500	https://www.thehindu.com/sci-tech/xs-grok-ai-revives-concern-about-deepfakes-ahead-of-delhi-assembly-election/article69058147.ece
1218858104	20241205	202412	2024	2024.9178	SPY	INTELLIGENCE						SPY			IND	DELHI	IND								1	051	051	05	1	3.4	2	1	2	-4.3613707165109	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250104164500	https://www.thehindu.com/sci-tech/xs-grok-ai-revives-concern-about-deepfakes-ahead-of-delhi-assembly-election/article69058147.ece
1218858105	20241205	202412	2024	2024.9178	SPY	INTELLIGENCE						SPY			INDELI	DELHI	IND					ELI			1	051	051	05	1	3.4	2	1	2	-4.3613707165109	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20250104164500	https://www.thehindu.com/sci-tech/xs-grok-ai-revives-concern-about-deepfakes-ahead-of-delhi-assembly-election/article69058147.ece
1218858106	20250103	202501	2025	2025.0082	LEG	SENATE						LEG													1	071	071	07	2	7.4	1	1	1	-0.8695652173913	4	Masbate, Masbate City, Philippines	RP	RPL1	24244	12.3687	123.622	-2438857	0								4	Masbate, Masbate City, Philippines	RP	RPL1	24244	12.3687	123.622	-2438857	20250104164500	https://www.philstar.com/headlines/2025/01/05/2411950/senate-invite-military-government-officials-drone-probe
1218858107	20250103	202501	2025	2025.0082	MIL	MILITARY						MIL			LEG	SENATE						LEG			1	036	036	03	1	4.0	5	1	5	-0.8695652173913	4	Masbate, Masbate City, Philippines	RP	RPL1	24244	12.3687	123.622	-2438857	4	Masbate, Masbate City, Philippines	RP	RPL1	24244	12.3687	123.622	-2438857	4	Masbate, Masbate City, Philippines	RP	RPL1	24244	12.3687	123.622	-2438857	20250104164500	https://www.philstar.com/headlines/2025/01/05/2411950/senate-invite-military-government-officials-drone-probe
1218858108	20250103	202501	2025	2025.0082	PHL	PHILIPPINE	PHL								LEG	SENATE						LEG			1	071	071	07	2	7.4	4	1	4	-0.8695652173913	4	Masbate, Masbate City, Philippines	RP	RPL1	24244	12.3687	123.622	-2438857	4	Masbate, Masbate City, Philippines	RP	RPL1	24244	12.3687	123.622	-2438857	4	Masbate, Masbate City, Philippines	RP	RPL1	24244	12.3687	123.622	-2438857	20250104164500	https://www.philstar.com/headlines/2025/01/05/2411950/senate-invite-military-government-officials-drone-probe
1218858109	20250104	202501	2025	2025.0110											ABW	ARUBA	ABW								1	042	042	04	1	1.9	10	1	10	9.82456140350879	0								3	Empire State Building, New York, United States	US	USNY		40.7487	-73.986	949654	3	Empire State Building, New York, United States	US	USNY		40.7487	-73.986	949654	20250104164500	https://eturbonews.com/aruba-and-empire-state-building-create-one-kind-valentines-day-w/
1218858110	20250104	202501	2025	2025.0110											AFR	AFRICA	AFR								1	042	042	04	1	1.9	10	1	10	3.33988212180747	0								4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20250104164500	https://eturbonews.com/africa-welcomes-visitors-with-open-arms-meet-the-new-voice-of-africa-cuthbert-ncube/
1218858111	20250104	202501	2025	2025.0110											AFR	AFRICA	AFR								1	043	043	04	1	2.8	6	1	6	3.33988212180747	0								4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20250104164500	https://eturbonews.com/africa-welcomes-visitors-with-open-arms-meet-the-new-voice-of-africa-cuthbert-ncube/
1218858112	20250104	202501	2025	2025.0110											BGD	GOPALGANJ	BGD								1	046	046	04	1	7.0	5	1	5	-0.37664783427495	0								4	Patna, Bihar, India	IN	IN34	17632	25.6	85.1167	-2107500	4	Patna, Bihar, India	IN	IN34	17632	25.6	85.1167	-2107500	20250104164500	https://aninews.in/news/national/general-news/bihar-ki-haalat-kaafi-kharab-thi-bihar-cm-attacks-lalu-yadav-era-govt20250104213406/
1218858113	20250104	202501	2025	2025.0110											BUD	BUDDHIST				BUD					1	042	042	04	1	1.9	6	1	6	0	0								4	Ashiya, Hyogo, Japan	JA	JA13	34447	34.7333	135.317	-225929	4	Ashiya, Hyogo, Japan	JA	JA13	34447	34.7333	135.317	-225929	20250104164500	https://eng.obozrevatel.com/section-entertainment/news-the-oldest-person-in-the-world-has-died-in-japan-what-tomiko-itooka-who-survived-two-world-wars-looked-like-04-01-2025.html
1218858114	20250104	202501	2025	2025.0110											BUS	AIRLINE						BUS			0	042	042	04	1	1.9	4	1	4	6.26003210272873	0								4	Iberia, Durango, Mexico	MX	MX10	19873	26.0667	-103.467	-1671273	1	Norway	NO	NO		62	10	NO	20250104164500	https://latinamericanpost.com/business-and-finance/mexicos-aeromexico-earns-title-of-most-punctual-airline-in-2024/
1218858115	20250104	202501	2025	2025.0110											BUS	AIRLINE						BUS			0	042	042	04	1	1.9	1	1	1	6.26003210272873	0								1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	20250104164500	https://latinamericanpost.com/business-and-finance/mexicos-aeromexico-earns-title-of-most-punctual-airline-in-2024/
1218858116	20250104	202501	2025	2025.0110											BUS	COMPANY						BUS			0	043	043	04	1	2.8	4	1	4	-1.67597765363129	0								4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	20250104164500	https://www.hindustantimes.com/india-news/heres-who-is-visiting-india-from-bidens-admin-on-last-trip-before-donald-trump-takes-office-101735997249702.html
1218858117	20250104	202501	2025	2025.0110											BUS	BUSINESS						BUS			1	190	190	19	4	-10.0	10	1	10	-5	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20250104164500	https://jcpost.com/posts/cdad75b4-f9a6-4aa9-9671-50ea90e6b1e6
1218858118	20250104	202501	2025	2025.0110											BUSBUS	AIRLINE						BUS	BUS		0	060	060	06	2	6.0	10	1	10	2.66299357208448	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20250104164500	https://www.philstar.com/business/2025/01/05/2411848/better-naia
1218858119	20250104	202501	2025	2025.0110											CHN	CHINA	CHN								1	051	051	05	1	3.4	10	1	10	4.74226804123711	0								4	Hongqiao, Sichuan, China	CH	CH32	13003	31.0278	105.821	10327011	4	Hongqiao, Sichuan, China	CH	CH32	13003	31.0278	105.821	10327011	20250104164500	https://eturbonews.com/national-exhibition-convention-center-will-launch-first-event/
1218858120	20250104	202501	2025	2025.0110											COP	POLICE						COP			1	043	043	04	1	2.8	3	1	3	-9.27152317880795	0								4	Davao, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	4	Davao, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	20250104164500	https://www.philstar.com/nation/2025/01/05/2411923/4-die-davao-highway-mishap
