1216358287	20231219	202312	2023	2023.9562	LKA	SRI LANKA	LKA																		0	010	010	01	1	0.0	2	1	2	1.3811485340441	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	0								4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	20241218140000	https://www.globalsecurity.org/wmd/library/news/india/2024/india-241217-india-meab01.htm
1216358288	20231219	202312	2023	2023.9562	SYR	SYRIA	SYR								TUR	TURK	TUR								0	090	090	09	2	-2.0	8	1	8	-0.85820895522388	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20241218140000	https://www.globalsecurity.org/military/library/news/2024/12/mil-241216-whitehouseb01.htm
1216358289	20241118	202411	2024	2024.8712	AZE	BAKU	AZE								IGOUNO	THE UN		UNO				IGO			1	040	040	04	1	1.0	5	1	5	-1.26689189189189	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	20241218140000	https://fpif.org/can-the-paris-climate-pact-survive-after-cop29/
1216358290	20241118	202411	2024	2024.8712	GBR	UNITED KINGDOM	GBR								GOV	PRESIDENT						GOV			0	050	050	05	1	3.5	4	1	4	-1.41509433962264	5	Hampshire, Hampshire, United Kingdom	UK	UKF2	40112	51.0833	-1.16667	-2598067	5	Hampshire, Hampshire, United Kingdom	UK	UKF2	40112	51.0833	-1.16667	-2598067	5	Hampshire, Hampshire, United Kingdom	UK	UKF2	40112	51.0833	-1.16667	-2598067	20241218140000	https://www.thesun.co.uk/royals/32377534/prince-andrew-pulls-out-pre-christmas-lunch-chinese-spy/
1216358291	20241118	202411	2024	2024.8712	GOV	PRESIDENT						GOV													0	050	050	05	1	3.5	6	1	6	-1.41509433962264	5	Hampshire, Hampshire, United Kingdom	UK	UKF2	40112	51.0833	-1.16667	-2598067	0								5	Hampshire, Hampshire, United Kingdom	UK	UKF2	40112	51.0833	-1.16667	-2598067	20241218140000	https://www.thesun.co.uk/royals/32377534/prince-andrew-pulls-out-pre-christmas-lunch-chinese-spy/
1216358292	20241118	202411	2024	2024.8712	GOV	PRESIDENT						GOV			USAGOV	THE WHITE HOUSE	USA					GOV			0	042	042	04	1	1.9	1	1	1	-5.93220338983051	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20241218140000	https://bnn-news.com/russia-intensifies-attacks-on-kursk-and-eastern-fronts-ukraine-says-263457
1216358293	20241118	202411	2024	2024.8712	IGOUNO	THE UN		UNO				IGO			AZE	BAKU	AZE								1	040	040	04	1	1.0	5	1	5	-1.26689189189189	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20241218140000	https://fpif.org/can-the-paris-climate-pact-survive-after-cop29/
1216358294	20241118	202411	2024	2024.8712	USAGOV	THE WHITE HOUSE	USA					GOV			GOV	PRESIDENT						GOV			0	043	043	04	1	2.8	1	1	1	-5.93220338983051	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20241218140000	https://bnn-news.com/russia-intensifies-attacks-on-kursk-and-eastern-fronts-ukraine-says-263457
1216358295	20241211	202412	2024	2024.9342	CHN	CHINESE	CHN								CHNMED	CHINA	CHN					MED			0	172	172	17	4	-5.0	1	1	1	-2.13089802130898	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20241218140000	https://www.globalsecurity.org/wmd/library/news/taiwan/2024/taiwan-241217-rfa01.htm
1216358296	20241211	202412	2024	2024.9342	CHN	CHINESE	CHN								TWN	TAIWAN	TWN								0	151	151	15	4	-7.2	3	1	3	-2.13089802130898	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20241218140000	https://www.globalsecurity.org/wmd/library/news/taiwan/2024/taiwan-241217-rfa01.htm
1216358297	20241211	202412	2024	2024.9342	CHN	CHINESE	CHN								TWN	TAIWAN	TWN								0	151	151	15	4	-7.2	5	1	5	-2.13089802130898	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20241218140000	https://www.globalsecurity.org/wmd/library/news/taiwan/2024/taiwan-241217-rfa01.htm
1216358298	20241211	202412	2024	2024.9342	CHN	CHINESE	CHN								TWN	TAIWAN	TWN								0	172	172	17	4	-5.0	3	1	3	-2.13089802130898	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20241218140000	https://www.globalsecurity.org/wmd/library/news/taiwan/2024/taiwan-241217-rfa01.htm
1216358299	20241211	202412	2024	2024.9342	CHN	CHINESE	CHN								TWN	TAIWAN	TWN								0	172	172	17	4	-5.0	6	1	6	-2.13089802130898	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20241218140000	https://www.globalsecurity.org/wmd/library/news/taiwan/2024/taiwan-241217-rfa01.htm
1216358300	20241211	202412	2024	2024.9342	IRL	IRELAND	IRL								AFR	AFRICA	AFR								1	051	051	05	1	3.4	8	1	8	-4.46247464503043	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20241218140000	https://www.irishcentral.com/news/ireland-israel-antisemitism
1216358301	20241211	202412	2024	2024.9342	IRN	IRANIAN	IRN								GOV	REGIME						GOV			1	0874	087	08	2	10.0	4	1	4	-4.10447761194029	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	Syria	SY	SY		35	38	SY	20241218140000	https://www.globalsecurity.org/wmd/library/news/syria/2024/syria-241217-irna03.htm
1216358302	20241211	202412	2024	2024.9342	IRN	IRANIAN	IRN								GOV	REGIME						GOV			1	0874	087	08	2	10.0	1	1	1	-4.10447761194029	1	Israel	IS	IS		31.5	34.75	IS	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20241218140000	https://www.globalsecurity.org/wmd/library/news/syria/2024/syria-241217-irna03.htm
1216358303	20241211	202412	2024	2024.9342	IRN	IRANIAN	IRN								GOV	REGIME						GOV			1	0874	087	08	2	10.0	5	1	5	-4.10447761194029	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20241218140000	https://www.globalsecurity.org/wmd/library/news/syria/2024/syria-241217-irna03.htm
1216358304	20241211	202412	2024	2024.9342	KOR	SEOUL	KOR								JUD	PROSECUTOR						JUD			1	040	040	04	1	1.0	10	1	10	-9.65250965250963	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20241218140000	https://www.globalsecurity.org/wmd/library/news/rok/2024/rok-241216-pdo02.htm
1216358305	20241211	202412	2024	2024.9342	KORJUD	SOUTH KOREAN	KOR					JUD			GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	2	1	2	-9.65250965250963	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20241218140000	https://www.globalsecurity.org/wmd/library/news/rok/2024/rok-241216-pdo02.htm
1216358306	20241211	202412	2024	2024.9342	KORJUD	SOUTH KOREAN	KOR					JUD			KOR	SOUTH KOREAN	KOR								0	040	040	04	1	1.0	8	1	8	-3.49013657056146	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20241218140000	https://www.globalsecurity.org/wmd/library/news/rok/2024/rok-241216-globaltimes02.htm
1216358307	20241211	202412	2024	2024.9342	LEG	PARLIAMENT						LEG			GOV	ATTORNEY GENERAL						GOV			0	110	110	11	3	-2.0	5	1	5	-2.62697022767076	4	Freetown, Western Area, Sierra Leone	SL	SL04	111381	8.49	-13.2342	-1315606	4	Freetown, Western Area, Sierra Leone	SL	SL04	111381	8.49	-13.2342	-1315606	4	Freetown, Western Area, Sierra Leone	SL	SL04	111381	8.49	-13.2342	-1315606	20241218140000	https://frontpageafricaonline.com/news/liberia-u-s-congressman-smith-sierra-leone-religious-leaders-applaud-parliaments-suspension-of-abortion-bill-debate-amid-alleged-u-s-support-for-passage/
1216358308	20241211	202412	2024	2024.9342	MNCUSA	DISNEY	USA					MNC			GOV	CHIEF OF STAFF						GOV			0	0841	084	08	2	7.0	2	1	2	-3.36269015212169	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	Des Moines, Iowa, United States	US	USIA		41.6005	-93.6091	465961	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20241218140000	https://www.independent.co.uk/news/world/americas/us-politics/trump-abc-lawsuit-settlement-first-amendment-b2666125.html
1216358309	20241211	202412	2024	2024.9342	MNCUSA	DISNEY	USA					MNC			GOV	CHIEF OF STAFF						GOV			0	0841	084	08	2	7.0	1	1	1	-3.36269015212169	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20241218140000	https://www.independent.co.uk/news/world/americas/us-politics/trump-abc-lawsuit-settlement-first-amendment-b2666125.html
1216358310	20241211	202412	2024	2024.9342	UKR	KYIV	UKR																		1	180	180	18	4	-9.0	2	1	2	-6.6465256797583	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	0								4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20241218140000	https://www.kyivpost.com/post/44096
1216358311	20241217	202412	2024	2024.9507	EDU	STUDENT						EDU													1	084	084	08	2	7.0	10	1	10	0	3	Crittenden County, Kentucky, United States	US	USKY	KY055	37.3334	-88.0834	516874	0								3	Crittenden County, Kentucky, United States	US	USKY		37.3334	-88.0834	516874	20241218140000	http://www.westkentuckystar.com/News/Local-Regional/Crittenden-County-schools-closed-due-to-illness,-l
1216358312	20241218	202412	2024	2024.9534											AFR	AFRICA	AFR								0	014	014	01	1	0.0	2	1	2	-1.61200667037243	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20241218140000	https://www.dailymaverick.co.za/article/2024-12-18-leaked-report-exposes-abuse-of-lottery-millions-paid-to-minstrel-group/
1216358313	20241218	202412	2024	2024.9534											AFR	AFRICA	AFR								1	042	042	04	1	1.9	10	1	10	1.12994350282486	0								1	Uganda	UG	UG		2	33	UG	1	Uganda	UG	UG		2	33	UG	20241218140000	https://eturbonews.com/air-travel-to-east-africa-will-surpass-pre-pandemic-levels-in-2024/
1216358314	20241218	202412	2024	2024.9534											ARM	ARMENIA	ARM								1	0311	031	03	1	5.2	10	1	10	6.13496932515337	0								4	Syunik, Syunik', Armenia	AM	AM08	4928	39.2079	46.4825	-2325425	4	Syunik, Syunik', Armenia	AM	AM08	4928	39.2079	46.4825	-2325425	20241218140000	https://english.news.cn/20241218/5d29c5bee3954491bd25020af021def7/c.html
1216358315	20241218	202412	2024	2024.9534											ARM	ARMENIA	ARM								1	0311	031	03	1	5.2	10	1	10	6.55737704918033	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20241218140000	https://article.wn.com/view/2024/12/18/ADB_approves_257mlnUSD_loan_to_Armenia/
1216358316	20241218	202412	2024	2024.9534											AUS	AUSTRALIA	AUS								0	057	057	05	1	8.0	10	1	10	0.82304526748971	0								4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20241218140000	https://www.globalsecurity.org/wmd/library/news/australia/2024/australia-241217-voa01.htm
1216358317	20241218	202412	2024	2024.9534											AUS	AUSTRALIA	AUS								0	100	100	10	3	-5.0	10	1	10	0.82304526748971	0								4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20241218140000	https://www.globalsecurity.org/wmd/library/news/australia/2024/australia-241217-voa01.htm
1216358318	20241218	202412	2024	2024.9534											AUS	AUSTRALIA	AUS								1	160	160	16	4	-4.0	3	1	3	-5.95238095238095	0								4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20241218140000	https://www.clevelandjewishnews.com/jns/call-between-israeli-australian-ministers-takes-ugly-turn/article_56a374b9-adc0-5d14-8501-13550c83e6e1.html
1216358319	20241218	202412	2024	2024.9534											AUSGOV	AUSTRALIAN	AUS					GOV			0	060	060	06	2	6.0	8	1	8	3.60721442885772	0								4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20241218140000	https://www.globalsecurity.org/wmd/library/news/australia/2024/australia-241217-bae-systems01.htm
1216358320	20241218	202412	2024	2024.9534											AUSGOVGOVENV	TANYA PLIBERSEK	AUS					GOV	GOV	ENV	1	040	040	04	1	1.0	10	1	10	-0.2375296912114	0								4	Bannaby, New South Wales, Australia	AS	AS02	5111	-34.45	149.983	-1557344	4	Bannaby, New South Wales, Australia	AS	AS02	5111	-34.45	149.983	-1557344	20241218140000	https://www.abc.net.au/news/2024-12-18/snowy-hydro-missing-link-approved/104743714
1216358321	20241218	202412	2024	2024.9534											BGD	BANGLADESH	BGD								1	112	112	11	3	-2.0	4	1	4	-5.30035335689046	0								1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20241218140000	https://bdnews24.com/bangladesh/4668e14c8a0b
1216358322	20241218	202412	2024	2024.9534											BGD	BANGLADESH	BGD								1	181	181	18	4	-9.0	4	1	4	-8.64197530864197	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20241218140000	https://www.bssnews.net/news/231781
1216358323	20241218	202412	2024	2024.9534											BRA	BRAZIL	BRA								1	031	031	03	1	5.2	5	1	5	2.9535864978903	0								1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20241218140000	https://www.energy-pedia.com/news/brazil/seadrill-announces-brazil-contract-awards-for-west-tellus-and-west-jupiter-198379
1216358324	20241218	202412	2024	2024.9534											BRA	BRAZILIAN	BRA								0	042	042	04	1	1.9	2	1	2	-1.26689189189189	0								1	Brazil	BR	BR		-10	-55	BR	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	20241218140000	https://fpif.org/can-the-paris-climate-pact-survive-after-cop29/
1216358325	20241218	202412	2024	2024.9534											BUS	COMPANIES						BUS			0	013	013	01	1	0.4	5	1	5	0.187265917603	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20241218140000	https://www.moneycontrol.com/news/business/startup/identity-verification-startup-bureau-raises-30-million-in-series-b-round-led-by-sorenson-capital-12893288.html
1216358326	20241218	202412	2024	2024.9534											BUS	BANK						BUS			1	025	025	02	1	-0.3	5	1	5	0	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20241218140000	https://www.latestly.com/agency-news/latest-news-punjab-sind-bank-raises-rs-3000-cr-from-maiden-infrastructure-bonds-6501101.html
1216358327	20241218	202412	2024	2024.9534											BUS	BUSINESS						BUS			1	033	033	03	1	5.2	10	1	10	1.38888888888888	0								5	Ningxia, Ningxia, China	CH	CH21	13206	37	106	-1920281	5	Ningxia, Ningxia, China	CH	CH21	13206	37	106	-1920281	20241218140000	https://www.thedrinksbusiness.com/2024/12/the-biggest-drinks-acquisitions-of-2024/
1216358328	20241218	202412	2024	2024.9534											BUS	INDUSTRY						BUS			1	043	043	04	1	2.8	1	1	1	5.72519083969465	0								4	Anting, Shanghai, China	CH	CH23	13243	31.2989	121.158	-1896791	4	Anting, Shanghai, China	CH	CH23	13243	31.2989	121.158	-1896791	20241218140000	https://www.manilatimes.net/2024/12/18/tmt-newswire/pr-newswire/juncell-therapeutics-opens-state-of-the-art-facility-for-til-production/2024060
1216358329	20241218	202412	2024	2024.9534											BUS	BUSINESS						BUS			1	043	043	04	1	2.8	5	1	5	0.14084507042254	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20241218140000	https://eturbonews.com/north-america-business-aviation-demand-recovers-while-europe-slumps/
1216358330	20241218	202412	2024	2024.9534											BUS	COMPANY						BUS			1	046	046	04	1	7.0	5	1	5	1.69811320754717	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20241218140000	https://www.latestly.com/agency-news/latest-news-reliance-nippon-life-starts-negotiation-with-indusind-bank-on-bancassurance-tie-up-6500973.html
1216358331	20241218	202412	2024	2024.9534											BUS	INDUSTRY						BUS			0	100	100	10	3	-5.0	10	1	10	3.60721442885772	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20241218140000	https://www.globalsecurity.org/wmd/library/news/australia/2024/australia-241217-bae-systems01.htm
1216358332	20241218	202412	2024	2024.9534											BUS	COMPANIES						BUS			0	190	190	19	4	-10.0	10	1	10	-0.34246575342465	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20241218140000	https://pressgazette.co.uk/media_business/john-micklethwait-bloomberg-paywalls-ai-zxc/
1216358333	20241218	202412	2024	2024.9534											CAN	CANADA	CAN								1	051	051	05	1	3.4	4	1	4	1.53550863723608	0								4	Coaldale, Alberta, Canada	CA	CA01	12522	49.7333	-112.617	-562769	4	Coaldale, Alberta, Canada	CA	CA01	12522	49.7333	-112.617	-562769	20241218140000	https://lethbridgeherald.com/news/lethbridge-news/2024/12/18/miyashiro-rallies-campaign-supporters/
1216358334	20241218	202412	2024	2024.9534											CHN	CHINA	CHN								1	042	042	04	1	1.9	8	1	8	1.8348623853211	0								4	Lingdong, Fujian, China	CH	CH07	13005	25.965	119.218	9171340	4	Lingdong, Fujian, China	CH	CH07	13005	25.965	119.218	9171340	20241218140000	https://www.globalsecurity.org/space/library/news/2024/space-241218-globaltimes01.htm
1216358335	20241218	202412	2024	2024.9534											CHN	ZHUHAI	CHN								0	043	043	04	1	2.8	4	1	4	4.23728813559322	0								4	Macao, Macau (general), Macau	MC	MC00	13045	22.2006	113.546	-1204094	4	Macao, Macau (general), Macau	MC	MC00	13045	22.2006	113.546	-1204094	20241218140000	https://www.manilatimes.net/2024/12/18/tmt-newswire/pr-newswire/macao-actively-integrates-into-chinas-overall-development/2024061
1216358336	20241218	202412	2024	2024.9534											CHN	CHINA	CHN								1	046	046	04	1	7.0	4	1	4	0.57471264367817	0								1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20241218140000	https://www.independent.co.uk/climate-change/news/honda-nissan-merger-talks-ev-tesla-b2666245.html
1216358337	20241218	202412	2024	2024.9534											CHN	CHINESE	CHN								1	062	062	06	2	7.4	6	1	6	0.57471264367817	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20241218140000	https://www.independent.co.uk/climate-change/news/honda-nissan-merger-talks-ev-tesla-b2666245.html
1216358338	20241218	202412	2024	2024.9534											CHN	CHINESE	CHN								1	062	062	06	2	7.4	4	1	4	0.57471264367817	0								1	China	CH	CH		35	105	CH	1	Japan	JA	JA		36	138	JA	20241218140000	https://www.independent.co.uk/climate-change/news/honda-nissan-merger-talks-ev-tesla-b2666245.html
1216358339	20241218	202412	2024	2024.9534											COP	DEPUTY						COP			0	040	040	04	1	1.0	10	1	10	-0.72815533980583	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20241218140000	https://www.mid-day.com/mumbai/mumbai-news/article/mumbai-at-least-one-passenger-dead-after-ferry-boat-capsizes-near-elephanta-caves-23449277
1216358340	20241218	202412	2024	2024.9534											COP	POLICE						COP			0	040	040	04	1	1.0	2	1	2	-5.66860465116279	0								3	Life Christian School, Washington, United States	US	USWA		47.2443	-122.482	1515461	3	Life Christian School, Washington, United States	US	USWA		47.2443	-122.482	1515461	20241218140000	https://www.independent.co.uk/news/world/americas/crime/natalie-rupnow-wisconsin-madison-school-shooting-motive-b2666321.html
