1217195207	20241123	202411	2024	2024.8849	MED	MEDIA						MED			GOV	REGIME						GOV			1	075	075	07	2	7.0	2	1	2	-1.417004048583	1	Syria	SY	SY		35	38	SY	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20241223124500	https://www.aol.co.uk/news/amsa-al-assad-cannot-allowed-121709530.html
1217195208	20241123	202411	2024	2024.8849	MED	MEDIA						MED			GOV	REGIME						GOV			1	075	075	07	2	7.0	2	1	2	-1.417004048583	1	Syria	SY	SY		35	38	SY	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Syria	SY	SY		35	38	SY	20241223124500	https://www.aol.co.uk/news/amsa-al-assad-cannot-allowed-121709530.html
1217195209	20241123	202411	2024	2024.8849	RUS	VLADIMIR	RUS								DEU	GERMAN	DEU								1	111	111	11	3	-2.0	1	1	1	-6.6914498141264	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20241223124500	https://www.bignewsnetwork.com/news/274876785/nato-boss-reveals-warning-to-zelensky---media
1217195210	20241123	202411	2024	2024.8849	RUS	VLADIMIR	RUS								DEUGOV	GERMAN	DEU					GOV			1	111	111	11	3	-2.0	6	1	6	-6.6914498141264	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20241223124500	https://www.bignewsnetwork.com/news/274876785/nato-boss-reveals-warning-to-zelensky---media
1217195211	20241216	202412	2024	2024.9479	AUS	AUSTRALIAN	AUS								MILCOP	MILITARY						MIL	COP		1	042	042	04	1	1.9	2	1	2	-7.07338638373121	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	1	Cuba	CU	CU		22	-79.5	CU	4	Bali, Perak, Malaysia	MY	MY07	18585	4.3927	101.005	10965364	20241223124500	https://www.perthnow.com.au/news/world/bali-bomb-conspirators-broken-by-torture-face-intense-surveillance-in-malaysia-guantanamo-lawyer-says-c-17148605
1217195212	20241216	202412	2024	2024.9479	AUS	AUSTRALIAN	AUS								MILCOP	MILITARY						MIL	COP		1	042	042	04	1	1.9	2	1	2	-7.07338638373121	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20241223124500	https://www.perthnow.com.au/news/world/bali-bomb-conspirators-broken-by-torture-face-intense-surveillance-in-malaysia-guantanamo-lawyer-says-c-17148605
1217195213	20241216	202412	2024	2024.9479	AUS	AUSTRALIAN	AUS								MYS	MALAYSIA	MYS								1	020	020	02	1	3.0	2	1	2	-7.07338638373121	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20241223124500	https://www.perthnow.com.au/news/world/bali-bomb-conspirators-broken-by-torture-face-intense-surveillance-in-malaysia-guantanamo-lawyer-says-c-17148605
1217195214	20241216	202412	2024	2024.9479	AUS	AUSTRALIAN	AUS								MYS	MALAYSIA	MYS								1	020	020	02	1	3.0	2	1	2	-7.07338638373121	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20241223124500	https://www.perthnow.com.au/news/world/bali-bomb-conspirators-broken-by-torture-face-intense-surveillance-in-malaysia-guantanamo-lawyer-says-c-17148605
1217195215	20241216	202412	2024	2024.9479	AUS	AUSTRALIAN	AUS								OPP	PRISONER						OPP			1	030	030	03	1	4.0	2	1	2	-7.07338638373121	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Bali, Perak, Malaysia	MY	MY07	18585	4.3927	101.005	10965364	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20241223124500	https://www.perthnow.com.au/news/world/bali-bomb-conspirators-broken-by-torture-face-intense-surveillance-in-malaysia-guantanamo-lawyer-says-c-17148605
1217195216	20241216	202412	2024	2024.9479	AUS	AUSTRALIAN	AUS								OPP	PRISONER						OPP			1	030	030	03	1	4.0	2	1	2	-7.07338638373121	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Bali, Perak, Malaysia	MY	MY07	18585	4.3927	101.005	10965364	4	Bali, Perak, Malaysia	MY	MY07	18585	4.3927	101.005	10965364	20241223124500	https://www.perthnow.com.au/news/world/bali-bomb-conspirators-broken-by-torture-face-intense-surveillance-in-malaysia-guantanamo-lawyer-says-c-17148605
1217195217	20241216	202412	2024	2024.9479	AUSGOV	AUSTRALIAN	AUS					GOV			MILCOP	MILITARY						MIL	COP		1	042	042	04	1	1.9	6	1	6	-7.07338638373121	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20241223124500	https://www.perthnow.com.au/news/world/bali-bomb-conspirators-broken-by-torture-face-intense-surveillance-in-malaysia-guantanamo-lawyer-says-c-17148605
1217195218	20241216	202412	2024	2024.9479	AUSGOV	AUSTRALIAN	AUS					GOV			MYS	MALAYSIA	MYS								1	020	020	02	1	3.0	6	1	6	-7.07338638373121	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20241223124500	https://www.perthnow.com.au/news/world/bali-bomb-conspirators-broken-by-torture-face-intense-surveillance-in-malaysia-guantanamo-lawyer-says-c-17148605
1217195219	20241216	202412	2024	2024.9479	AUSGOV	AUSTRALIAN	AUS					GOV			OPP	PRISONER						OPP			1	030	030	03	1	4.0	6	1	6	-7.07338638373121	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Bali, Perak, Malaysia	MY	MY07	18585	4.3927	101.005	10965364	4	Bali, Perak, Malaysia	MY	MY07	18585	4.3927	101.005	10965364	20241223124500	https://www.perthnow.com.au/news/world/bali-bomb-conspirators-broken-by-torture-face-intense-surveillance-in-malaysia-guantanamo-lawyer-says-c-17148605
1217195220	20241216	202412	2024	2024.9479	EDU	COLLEGE						EDU			ISR	ISRAEL	ISR								0	010	010	01	1	0.0	2	1	2	-6.87830687830688	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20241223124500	https://www.clevelandjewishnews.com/jns/24-israeli-colleges-to-adopt-ihra-definition-of-antisemitism/article_37c99f39-269d-5c1f-aac3-13d63291311e.html
1217195221	20241216	202412	2024	2024.9479	GOV	GOVERNMENT						GOV													1	071	071	07	2	7.4	5	1	5	2.34192037470726	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	0								2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20241223124500	https://www.nhpr.org/nh-news/2024-12-23/houses-of-worship-in-nh-try-to-balance-openness-with-security
1217195222	20241216	202412	2024	2024.9479	ISR	ISRAELI	ISR								ISREDU	ISRAELI	ISR					EDU			0	010	010	01	1	0.0	6	1	6	-6.87830687830688	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20241223124500	https://www.clevelandjewishnews.com/jns/24-israeli-colleges-to-adopt-ihra-definition-of-antisemitism/article_37c99f39-269d-5c1f-aac3-13d63291311e.html
1217195223	20241216	202412	2024	2024.9479	KORSPY	SOUTH KOREA	KOR					SPY			RUS	KURSK	RUS								1	013	013	01	1	0.4	10	1	10	-5.03432494279176	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20241223124500	https://www.dw.com/en/over-1000-north-korean-casualties-in-ukraine-war-seoul-says/a-71142903
1217195224	20241216	202412	2024	2024.9479	KORSPY	SOUTH KOREA	KOR					SPY			UKR	UKRAINIAN	UKR								1	190	190	19	4	-10.0	8	1	8	-5.03432494279176	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Storozheve, Krym, Avtonomna Respublika, Ukraine	UP	UP11	28553	45.1773	33.909	10514992	4	Storozheve, Krym, Avtonomna Respublika, Ukraine	UP	UP11	28553	45.1773	33.909	10514992	20241223124500	https://www.dw.com/en/over-1000-north-korean-casualties-in-ukraine-war-seoul-says/a-71142903
1217195225	20241216	202412	2024	2024.9479	MILCOP	MILITARY						MIL	COP		AUS	AUSTRALIAN	AUS								1	043	043	04	1	2.8	2	1	2	-7.07338638373121	1	Cuba	CU	CU		22	-79.5	CU	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Bali, Perak, Malaysia	MY	MY07	18585	4.3927	101.005	10965364	20241223124500	https://www.perthnow.com.au/news/world/bali-bomb-conspirators-broken-by-torture-face-intense-surveillance-in-malaysia-guantanamo-lawyer-says-c-17148605
1217195226	20241216	202412	2024	2024.9479	MILCOP	MILITARY						MIL	COP		AUS	AUSTRALIAN	AUS								1	043	043	04	1	2.8	2	1	2	-7.07338638373121	1	Cuba	CU	CU		22	-79.5	CU	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	1	Cuba	CU	CU		22	-79.5	CU	20241223124500	https://www.perthnow.com.au/news/world/bali-bomb-conspirators-broken-by-torture-face-intense-surveillance-in-malaysia-guantanamo-lawyer-says-c-17148605
1217195227	20241216	202412	2024	2024.9479	MILCOP	MILITARY						MIL	COP		AUSGOV	AUSTRALIAN	AUS					GOV			1	043	043	04	1	2.8	6	1	6	-7.07338638373121	1	Cuba	CU	CU		22	-79.5	CU	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	1	Cuba	CU	CU		22	-79.5	CU	20241223124500	https://www.perthnow.com.au/news/world/bali-bomb-conspirators-broken-by-torture-face-intense-surveillance-in-malaysia-guantanamo-lawyer-says-c-17148605
1217195228	20241223	202412	2024	2024.9671											AFR	AFRICA	AFR								1	040	040	04	1	1.0	10	1	10	-1.15131578947368	0								1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	20241223124500	https://www.freshfruitportal.com/news/2024/12/23/fluent-cargo-ceo-fresh-produce-sector-is-particularly-vulnerable-in-the-face-of-trade-disruptions/
1217195229	20241223	202412	2024	2024.9671											ARG	ARGENTINA	ARG								1	042	042	04	1	1.9	4	1	4	-2.72479564032697	0								4	Rio Negro, Jujuy, Argentina	AR	AR10	4646	-23.016	-66.0215	-1005392	4	Rio Negro, Jujuy, Argentina	AR	AR10	4646	-23.016	-66.0215	-1005392	20241223124500	https://en.mercopress.com/2024/12/23/patagonian-train-to-run-again-next-year
1217195230	20241223	202412	2024	2024.9671											ARG	ARGENTINA	ARG								1	042	042	04	1	1.9	8	1	6	-2.72479564032697	0								4	Bariloche, Provincia de Rio Negro, Argentina	AR	AR16	22391	-41.1403	-71.3014	-1012061	4	Bariloche, Provincia de Rio Negro, Argentina	AR	AR16	22391	-41.1403	-71.3014	-1012061	20241223124500	https://en.mercopress.com/2024/12/23/patagonian-train-to-run-again-next-year
1217195231	20241223	202412	2024	2024.9671											AUS	AUSTRALIA	AUS								1	046	046	04	1	7.0	2	1	2	1.58116654954321	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20241223124500	https://metalinsider.net/interviews/interview-with-kerry-king-im-stoked-to-be-back-its-what-im-on-this-planet-for-and-i-love-doing-it
1217195232	20241223	202412	2024	2024.9671											AUSGOV	AUSTRALIA	AUS					GOV			1	040	040	04	1	1.0	2	1	2	1.58116654954321	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20241223124500	https://metalinsider.net/interviews/interview-with-kerry-king-im-stoked-to-be-back-its-what-im-on-this-planet-for-and-i-love-doing-it
1217195233	20241223	202412	2024	2024.9671											AUSGOV	AUSTRALIA	AUS					GOV			1	043	043	04	1	2.8	2	1	2	1.58116654954321	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20241223124500	https://metalinsider.net/interviews/interview-with-kerry-king-im-stoked-to-be-back-its-what-im-on-this-planet-for-and-i-love-doing-it
1217195234	20241223	202412	2024	2024.9671											AUSGOV	AUSTRALIA	AUS					GOV			1	046	046	04	1	7.0	2	1	2	1.58116654954321	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20241223124500	https://metalinsider.net/interviews/interview-with-kerry-king-im-stoked-to-be-back-its-what-im-on-this-planet-for-and-i-love-doing-it
1217195235	20241223	202412	2024	2024.9671											BUS	BANK						BUS			1	043	043	04	1	2.8	4	1	4	-0.6675567423231	0								4	Roma, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Roma, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20241223124500	https://gothamist.com/news/it-shouldnt-take-a-news-article-nyc-tenants-get-security-deposits-back-after-spotlight-on-landlord
1217195236	20241223	202412	2024	2024.9671											BUS	INVESTOR						BUS			1	045	045	04	1	5.0	10	1	10	6.85714285714286	0								4	Mehsana, Gujarat, India	IN	IN09	70129	23.6	72.4	-2103180	4	Mehsana, Gujarat, India	IN	IN09	70129	23.6	72.4	-2103180	20241223124500	https://indiaeducationdiary.in/anant-national-university-hosts-first-ever-swaastha-healthcare-accelerator-demo-day/
1217195237	20241223	202412	2024	2024.9671											BUS	BUSINESS						BUS			0	051	051	05	1	3.4	10	1	10	1.75438596491228	0								1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20241223124500	https://www.thetimes.com/business-money/companies/article/aviva-to-buy-direct-line-for-37-billion-6nqqjwlpk
1217195238	20241223	202412	2024	2024.9671											BUS	COMPANIES						BUS			1	170	170	17	4	-7.0	10	1	10	-5.16528925619835	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20241223124500	https://timesofindia.indiatimes.com/business/india-business/bharat-globals-10000-stock-rally-under-scrutiny-sebi-suspends-trading-in-crackdown-against-companies-manipulating-stock-price/articleshow/116594936.cms
1217195239	20241223	202412	2024	2024.9671											CHN	CHINA	CHN								0	100	100	10	3	-5.0	5	1	5	1.41458106637649	0								0								0								20241223124500	https://www.insidermonkey.com/blog/jim-cramer-on-williams-sonoma-inc-wsm-i-call-it-premium-value-or-value-at-a-price-1412203/
1217195240	20241223	202412	2024	2024.9671											CHRPRO300	PRESBYTERIAN				CHR	PRO				1	051	051	05	1	3.4	5	1	5	3.28947368421053	0								1	Slovak Republic	LO	LO		48.666667	19.5	LO	1	Slovak Republic	LO	LO		48.666667	19.5	LO	20241223124500	https://www.republicanherald.com/2024/12/22/o-tannenbaum-decorated-during-service-in-first-united-presbyterian-church-saint-clair/
1217195241	20241223	202412	2024	2024.9671											COP	POLICE						COP			0	042	042	04	1	1.9	6	1	6	-6.36200716845878	0								4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20241223124500	https://www.thecable.ng/olamide-thomas-fisayo-soyombo-and-the-rest-of-us/
1217195242	20241223	202412	2024	2024.9671											COP	POLICE						COP			0	042	042	04	1	1.9	4	1	4	-6.36200716845878	0								4	Bariga, Sokoto, Nigeria	NI	NI51	191023	12.1707	4.6466	-2002176	4	Bariga, Sokoto, Nigeria	NI	NI51	191023	12.1707	4.6466	-2002176	20241223124500	https://www.thecable.ng/olamide-thomas-fisayo-soyombo-and-the-rest-of-us/
1217195243	20241223	202412	2024	2024.9671											COP	PRISON						COP			1	042	042	04	1	1.9	3	1	3	-4.06189555125725	0								4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	20241223124500	https://www.bristolpost.co.uk/news/bristol-news/jailed-bristol-grandmother-says-shes-9814063
1217195244	20241223	202412	2024	2024.9671											COP	DETECTIVE						COP			0	042	042	04	1	1.9	2	1	2	1.13864701942398	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20241223124500	https://www.magnoliareporter.com/news_and_business/local_news/article_f73d5896-c10b-11ef-910e-e3f2d3d8c05d.html
1217195245	20241223	202412	2024	2024.9671											COP	PRISON						COP			1	110	110	11	3	-2.0	3	1	3	-4.06189555125725	0								4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	20241223124500	https://www.bristolpost.co.uk/news/bristol-news/jailed-bristol-grandmother-says-shes-9814063
1217195246	20241223	202412	2024	2024.9671											COP	POLICE						COP			1	190	190	19	4	-10.0	10	1	10	-4.31034482758621	0								3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	20241223124500	https://www.wlwt.com/article/cincinnati-police-cruisers-totaled-crash-i-75-paddock-road/63263083
1217195247	20241223	202412	2024	2024.9671											COPGOV	DEPUTY						COP	GOV		1	080	080	08	2	5.0	10	1	10	10.7648725212465	0								4	Raipur, Chhattisgarh, India	IN	IN37	70116	21.2333	81.6333	-2108614	4	Raipur, Chhattisgarh, India	IN	IN37	70116	21.2333	81.6333	-2108614	20241223124500	https://orissadiary.com/nmdc-shines-with-six-prestigious-prsi-national-awards-across-rd-csr-and-corporate-communications/
1217195248	20241223	202412	2024	2024.9671											CVL	CITIZEN						CVL			1	040	040	04	1	1.0	2	1	2	8.46153846153846	0								4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	20241223124500	https://independantexpress.com/citizen-concierge-hosts-event-on-eb-1-visa-empowering-indian-professionals-for-u-s-residency/
1217195249	20241223	202412	2024	2024.9671											CVL	CITIZEN						CVL			1	042	042	04	1	1.9	2	1	2	8.46153846153846	0								4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	20241223124500	https://independantexpress.com/citizen-concierge-hosts-event-on-eb-1-visa-empowering-indian-professionals-for-u-s-residency/
1217195250	20241223	202412	2024	2024.9671											CVL	COMMUNITY						CVL			1	046	046	04	1	7.0	10	1	10	2.84900284900285	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20241223124500	https://ktar.com/story/5639812/maricopa-county-life-expectancy-gap-funding/
1217195251	20241223	202412	2024	2024.9671											CVL	RESIDENTS						CVL			0	080	080	08	2	5.0	1	1	1	-2.85929270127916	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20241223124500	https://globalnews.ca/news/10930935/ontario-encampments-necessary-amid-lack-shelter-spaces/
1217195252	20241223	202412	2024	2024.9671											EDU	STUDENT						EDU			1	036	036	03	1	4.0	5	1	5	1.08616944243302	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20241223124500	https://www.publicnewsservice.org/2024-12-23/hunger-food-nutrition/hunger-concerns-on-wa-postsecondary-campuses-as-holidays-approach/a93970-1
1217195253	20241223	202412	2024	2024.9671											EDU	SCHOOL						EDU			1	040	040	04	1	1.0	10	1	10	3.09734513274337	0								3	Mountain Home High School, Arkansas, United States	US	USAR		36.3323	-92.3976	69406	3	Mountain Home High School, Arkansas, United States	US	USAR		36.3323	-92.3976	69406	20241223124500	https://www.ktlo.com/2024/12/23/mh-school-district-officials-discuss-purchase-of-weapons-detection-system-other-safety-measures/
1217195254	20241223	202412	2024	2024.9671											EDU	STUDENT						EDU			0	040	040	04	1	1.0	2	1	2	4.25776754890679	0								3	Malvern, Arkansas, United States	US	USAR	AR059	34.3623	-92.8129	77584	3	Malvern, Arkansas, United States	US	USAR	AR059	34.3623	-92.8129	77584	20241223124500	https://www.magnoliareporter.com/education/colleges_universities/article_f2e1dc4c-b2db-11ef-a7ef-f70d457d7eed.html
1217195255	20241223	202412	2024	2024.9671											EDU	STUDENT						EDU			0	040	040	04	1	1.0	8	1	8	4.25776754890679	0								2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20241223124500	https://www.magnoliareporter.com/education/colleges_universities/article_f2e1dc4c-b2db-11ef-a7ef-f70d457d7eed.html
1217195256	20241223	202412	2024	2024.9671											EDU	PUPIL						EDU			1	043	043	04	1	2.8	10	1	10	6.96864111498258	0								4	Tralee, Kerry, Ireland	EI	EI11	18290	52.2667	-9.71667	-1506015	4	Tralee, Kerry, Ireland	EI	EI11	18290	52.2667	-9.71667	-1506015	20241223124500	http://www.mainevalleypost.com/2024/12/23/2024-heritage-hunters-award-for-scoil-ide-curranes-national-school/
1217195257	20241223	202412	2024	2024.9671											EDU	UNIVERSITY						EDU			1	046	046	04	1	7.0	5	1	5	-1.20724346076459	0								4	Jadavpur, West Bengal, India	IN	IN28	70294	22.4833	88.3833	-2097920	4	Jadavpur, West Bengal, India	IN	IN28	70294	22.4833	88.3833	-2097920	20241223124500	https://indianexpress.com/article/cities/kolkata/jadavpur-university-convocation-illegal-rules-students-west-bengal-governor-9740714/
1217195258	20241223	202412	2024	2024.9671											EDU	SCHOOL						EDU			1	051	051	05	1	3.4	2	1	2	3.33988212180747	0								4	Little Stone, Kent, United Kingdom	UK	UKG5	40117	50.9667	0.966667	-2601388	4	Little Stone, Kent, United Kingdom	UK	UKG5	40117	50.9667	0.966667	-2601388	20241223124500	https://www.cjme.com/2024/12/23/candles-cider-and-carols-revisiting-canadas-victorian-christmas-traditions/
