1210556970	20231119	202311	2023	2023.8740	GBRIMY	ISLE OF MAN	GBR																		0	051	051	05	1	3.4	10	1	10	5.24861878453039	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20241118134500	https://www.manxradio.com/news/isle-of-man-news/travelodge-agrees-30-year-lease-for-douglas-development/
1210556971	20231119	202311	2023	2023.8740	GOVBUS	INDUSTRIES MINIST						GOV	BUS												1	036	036	03	1	4.0	6	1	6	5.71428571428572	5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	0								5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	20241118134500	https://www.orissapost.com/odisha-cm-explores-collaborations-in-petrochemicals-infra-sectors-on-day-2-of-singapore-visit/
1210556972	20231119	202311	2023	2023.8740	GOVBUS	INDUSTRIES MINIST						GOV	BUS		SGP	SINGAPORE	SGP								1	036	036	03	1	4.0	1	1	1	5.71428571428572	5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	4	Jurong, Singapore (general), Singapore	SN	SN00	18585	1.33417	103.723	22473	5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	20241118134500	https://www.orissapost.com/odisha-cm-explores-collaborations-in-petrochemicals-infra-sectors-on-day-2-of-singapore-visit/
1210556973	20231119	202311	2023	2023.8740	GOVBUS	INDUSTRIES MINIST						GOV	BUS		SGP	SINGAPORE	SGP								1	036	036	03	1	4.0	1	1	1	5.71428571428572	5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	4	Jurong, Singapore (general), Singapore	SN	SN00	18585	1.33417	103.723	22473	4	Jurong, Singapore (general), Singapore	SN	SN00	18585	1.33417	103.723	22473	20241118134500	https://www.orissapost.com/odisha-cm-explores-collaborations-in-petrochemicals-infra-sectors-on-day-2-of-singapore-visit/
1210556974	20231119	202311	2023	2023.8740	IND	MAHARASHTRA	IND																		1	051	051	05	1	3.4	2	1	2	1.72413793103449	4	Sangat, Punjab, India	IN	IN23	17825	30.0833	74.8333	-2110177	0								4	Sangat, Punjab, India	IN	IN23	17825	30.0833	74.8333	-2110177	20241118134500	https://www.freepressjournal.in/mumbai/sikh-community-extends-full-support-to-bjp-led-mahayuti-in-maharashtra-elections-2024
1210556975	20231119	202311	2023	2023.8740	ISR	ISRAEL	ISR								TUR	TURKEY	TUR								0	042	042	04	1	1.9	2	1	2	-4.2	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20241118134500	https://www.thejc.com/news/world/hamas-leaders-reportedly-leave-qatar-for-turkey-vf7yh3p8
1210556976	20231119	202311	2023	2023.8740	ISR	ISRAEL	ISR								TUR	TURKEY	TUR								0	042	042	04	1	1.9	2	1	2	-4.2	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20241118134500	https://www.thejc.com/news/world/hamas-leaders-reportedly-leave-qatar-for-turkey-vf7yh3p8
1210556977	20231119	202311	2023	2023.8740	MIL	MILITARY						MIL			CHN	CHINA	CHN								0	040	040	04	1	1.0	10	1	10	-0.15151515151516	1	Russia	RS	RS		60	100	RS	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20241118134500	https://www.yahoo.com/news/biden-xi-agree-keeping-ai-113955138.html
1210556978	20231119	202311	2023	2023.8740	MIL	MILITARY						MIL			CHN	CHINA	CHN								0	051	051	05	1	3.4	2	1	2	-0.15151515151516	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20241118134500	https://www.yahoo.com/news/biden-xi-agree-keeping-ai-113955138.html
1210556979	20231119	202311	2023	2023.8740	MIL	MILITARY						MIL			CHN	CHINA	CHN								0	051	051	05	1	3.4	5	1	5	-0.15151515151516	1	Russia	RS	RS		60	100	RS	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20241118134500	https://www.yahoo.com/news/biden-xi-agree-keeping-ai-113955138.html
1210556980	20231119	202311	2023	2023.8740	MIL	MILITARY						MIL			CHN	CHINA	CHN								0	051	051	05	1	3.4	3	1	3	-0.15151515151516	1	Russia	RS	RS		60	100	RS	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Russia	RS	RS		60	100	RS	20241118134500	https://www.yahoo.com/news/biden-xi-agree-keeping-ai-113955138.html
