1214751571	20241110	202411	2024	2024.8493	IND	SRINAGAR	IND								LAB	EMPLOYEE						LAB			1	128	128	12	3	-5.0	10	1	10	-4.51866404715127	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20241210101500	https://eturbonews.com/airline-fires-two-suspends-three-its-ground-staff-over-airport-s/
1214751572	20241110	202411	2024	2024.8493	IRL	IRELAND	IRL								IGOEUREEC	EUROPEAN PARLIAMENT	EUR	EEC				IGO			1	043	043	04	1	2.8	4	1	4	5.20094562647754	4	Rathmore, South Tipperary, Ireland	EI	EI40	18305	52.3792	-7.85861	356344	4	Rathmore, South Tipperary, Ireland	EI	EI40	18305	52.3792	-7.85861	356344	4	Rathmore, South Tipperary, Ireland	EI	EI40	18305	52.3792	-7.85861	356344	20241210101500	https://www.independent.ie/regionals/kerry/south-kerry-news/kerry-student-on-winning-trip-to-europe-parliament-it-was-utterly-unforgettable/a413338140.html
1214751573	20241110	202411	2024	2024.8493	JUD	JUDGE						JUD													1	110	110	11	3	-2.0	2	1	2	-2.04778156996587	3	Maricopa County, Arizona, United States	US	USAZ	AZ013	33.5	-112.501	37026	0								3	Maricopa County, Arizona, United States	US	USAZ		33.5	-112.501	37026	20241210101500	https://www.eastvalleytribune.com/judge-says-city-can-continue-suing-itself/article_595b7f1e-5b7d-5212-846a-87b0438c6977.html
1214751574	20241110	202411	2024	2024.8493	JUD	JUDGE						JUD													1	120	120	12	3	-4.0	2	1	2	-2.04778156996587	3	Maricopa County, Arizona, United States	US	USAZ	AZ013	33.5	-112.501	37026	0								3	Maricopa County, Arizona, United States	US	USAZ		33.5	-112.501	37026	20241210101500	https://www.eastvalleytribune.com/judge-says-city-can-continue-suing-itself/article_595b7f1e-5b7d-5212-846a-87b0438c6977.html
1214751575	20241110	202411	2024	2024.8493	MED	MEDIA						MED			COP	POLICE						COP			0	043	043	04	1	2.8	3	1	3	0.29821073558648	1	Netherlands	NL	NL		52.5	5.75	NL	4	Jordan Valley, Israel (general), Israel	IS	IS00	18314	32.6667	35.5	-2542918	1	Netherlands	NL	NL		52.5	5.75	NL	20241210101500	https://www.clevelandjewishnews.com/jns/wilders-netanyahu-has-done-more-to-combat-terror-since-oct-7-than-europe-in-seven/article_4c2b5916-0060-583c-b983-ed37e5dfc843.html
1214751576	20241110	202411	2024	2024.8493	NLD	NETHERLANDS	NLD								ISR	ISRAEL	ISR								0	113	113	11	3	-2.0	1	1	1	0.29821073558648	1	Netherlands	NL	NL		52.5	5.75	NL	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	1	Netherlands	NL	NL		52.5	5.75	NL	20241210101500	https://www.clevelandjewishnews.com/jns/wilders-netanyahu-has-done-more-to-combat-terror-since-oct-7-than-europe-in-seven/article_4c2b5916-0060-583c-b983-ed37e5dfc843.html
1214751577	20241110	202411	2024	2024.8493	NLD	NETHERLANDS	NLD								ISR	ISRAEL	ISR								0	113	113	11	3	-2.0	1	1	1	0.29821073558648	1	Netherlands	NL	NL		52.5	5.75	NL	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	Netherlands	NL	NL		52.5	5.75	NL	20241210101500	https://www.clevelandjewishnews.com/jns/wilders-netanyahu-has-done-more-to-combat-terror-since-oct-7-than-europe-in-seven/article_4c2b5916-0060-583c-b983-ed37e5dfc843.html
1214751578	20241110	202411	2024	2024.8493	NLD	NETHERLANDS	NLD								NLDGOV	NETHERLANDS	NLD					GOV			0	164	164	16	4	-7.0	1	1	1	0.29821073558648	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20241210101500	https://www.clevelandjewishnews.com/jns/wilders-netanyahu-has-done-more-to-combat-terror-since-oct-7-than-europe-in-seven/article_4c2b5916-0060-583c-b983-ed37e5dfc843.html
1214751579	20241110	202411	2024	2024.8493	NLD	NETHERLANDS	NLD								NLDGOV	NETHERLANDS	NLD					GOV			0	164	164	16	4	-7.0	1	1	1	0.29821073558648	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	20241210101500	https://www.clevelandjewishnews.com/jns/wilders-netanyahu-has-done-more-to-combat-terror-since-oct-7-than-europe-in-seven/article_4c2b5916-0060-583c-b983-ed37e5dfc843.html
1214751580	20241110	202411	2024	2024.8493	USA	UNITED STATES	USA																		1	084	084	08	2	7.0	4	1	4	-8.69565217391304	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20241210101500	https://www.connectradio.fm/news/indiana-man-sentenced-in-drug-trafficking-case
1214751581	20241110	202411	2024	2024.8493	USA	UNITED STATES	USA																		1	172	172	17	4	-5.0	4	1	4	-8.69565217391304	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20241210101500	https://www.connectradio.fm/news/indiana-man-sentenced-in-drug-trafficking-case
1214751582	20241110	202411	2024	2024.8493	USAJUD	UNITED STATES	USA					JUD													1	110	110	11	3	-2.0	8	1	8	-2.04778156996587	3	Maricopa County, Arizona, United States	US	USAZ	AZ013	33.5	-112.501	37026	0								3	Maricopa County, Arizona, United States	US	USAZ		33.5	-112.501	37026	20241210101500	https://www.eastvalleytribune.com/judge-says-city-can-continue-suing-itself/article_595b7f1e-5b7d-5212-846a-87b0438c6977.html
1214751583	20241110	202411	2024	2024.8493	USAJUD	UNITED STATES	USA					JUD													1	120	120	12	3	-4.0	8	1	8	-2.04778156996587	3	Maricopa County, Arizona, United States	US	USAZ	AZ013	33.5	-112.501	37026	0								3	Maricopa County, Arizona, United States	US	USAZ		33.5	-112.501	37026	20241210101500	https://www.eastvalleytribune.com/judge-says-city-can-continue-suing-itself/article_595b7f1e-5b7d-5212-846a-87b0438c6977.html
1214751584	20241203	202412	2024	2024.9123	IRL	IRELAND	IRL																		0	051	051	05	1	3.4	4	1	4	5.20094562647754	4	Rathmore, South Tipperary, Ireland	EI	EI40	18305	52.3792	-7.85861	356344	0								4	Rathmore, South Tipperary, Ireland	EI	EI40	18305	52.3792	-7.85861	356344	20241210101500	https://www.independent.ie/regionals/kerry/south-kerry-news/kerry-student-on-winning-trip-to-europe-parliament-it-was-utterly-unforgettable/a413338140.html
1214751585	20241203	202412	2024	2024.9123	ISR	ISRAEL	ISR								SYRREB	SYRIA	SYR					REB			0	190	190	19	4	-10.0	1	1	1	-7.32600732600732	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	20241210101500	https://www.express.co.uk/news/world/1986714/turkeys-erdogan-vladimir-putin-syria-assad
1214751586	20241203	202412	2024	2024.9123	ISR	ISRAEL	ISR								SYRREB	SYRIAN	SYR					REB			0	190	190	19	4	-10.0	3	1	3	-7.32600732600732	1	Israel	IS	IS		31.5	34.75	IS	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20241210101500	https://www.express.co.uk/news/world/1986714/turkeys-erdogan-vladimir-putin-syria-assad
1214751587	20241203	202412	2024	2024.9123	ISR	ISRAEL	ISR								SYRREB	SYRIA	SYR					REB			0	190	190	19	4	-10.0	1	1	1	-7.32600732600732	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20241210101500	https://www.express.co.uk/news/world/1986714/turkeys-erdogan-vladimir-putin-syria-assad
1214751588	20241203	202412	2024	2024.9123	RUS	RUSSIA	RUS								IRN	IRAN	IRN								0	040	040	04	1	1.0	2	1	2	-1.37575236457438	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Iran	IR	IR		32	53	IR	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20241210101500	https://www.aljazeera.com/news/2024/12/10/a-blow-to-putins-prestige-what-al-assads-fall-means-for-russia
1214751589	20241203	202412	2024	2024.9123	RUS	RUSSIA	RUS								IRN	IRAN	IRN								0	040	040	04	1	1.0	5	1	5	-1.37575236457438	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20241210101500	https://www.aljazeera.com/news/2024/12/10/a-blow-to-putins-prestige-what-al-assads-fall-means-for-russia
1214751590	20241203	202412	2024	2024.9123	RUS	RUSSIA	RUS								IRN	IRAN	IRN								0	040	040	04	1	1.0	1	1	1	-1.37575236457438	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20241210101500	https://www.aljazeera.com/news/2024/12/10/a-blow-to-putins-prestige-what-al-assads-fall-means-for-russia
1214751591	20241203	202412	2024	2024.9123	RUS	RUSSIA	RUS								QAT	DOHA	QAT								0	026	026	02	1	4.0	1	1	1	-1.37575236457438	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20241210101500	https://www.aljazeera.com/news/2024/12/10/a-blow-to-putins-prestige-what-al-assads-fall-means-for-russia
1214751592	20241203	202412	2024	2024.9123	RUS	RUSSIA	RUS								QAT	DOHA	QAT								0	026	026	02	1	4.0	3	1	3	-1.37575236457438	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	20241210101500	https://www.aljazeera.com/news/2024/12/10/a-blow-to-putins-prestige-what-al-assads-fall-means-for-russia
1214751593	20241203	202412	2024	2024.9123	RUS	RUSSIA	RUS								QAT	DOHA	QAT								0	026	026	02	1	4.0	1	1	1	-1.37575236457438	1	United States	US	US		39.828175	-98.5795	US	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20241210101500	https://www.aljazeera.com/news/2024/12/10/a-blow-to-putins-prestige-what-al-assads-fall-means-for-russia
1214751594	20241203	202412	2024	2024.9123	RUS	RUSSIA	RUS								TUR	TURKIYE	TUR								0	040	040	04	1	1.0	2	1	2	-1.37575236457438	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Iran	IR	IR		32	53	IR	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20241210101500	https://www.aljazeera.com/news/2024/12/10/a-blow-to-putins-prestige-what-al-assads-fall-means-for-russia
1214751595	20241203	202412	2024	2024.9123	RUS	RUSSIA	RUS								TUR	TURKIYE	TUR								0	040	040	04	1	1.0	5	1	5	-1.37575236457438	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20241210101500	https://www.aljazeera.com/news/2024/12/10/a-blow-to-putins-prestige-what-al-assads-fall-means-for-russia
1214751596	20241203	202412	2024	2024.9123	RUS	RUSSIA	RUS								TUR	TURKIYE	TUR								0	040	040	04	1	1.0	1	1	1	-1.37575236457438	1	United States	US	US		39.828175	-98.5795	US	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	United States	US	US		39.828175	-98.5795	US	20241210101500	https://www.aljazeera.com/news/2024/12/10/a-blow-to-putins-prestige-what-al-assads-fall-means-for-russia
1214751597	20241203	202412	2024	2024.9123	SYR	SYRIAN	SYR								SYRREB	SYRIA	SYR					REB			0	192	192	19	4	-9.5	3	1	2	-7.32600732600732	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20241210101500	https://www.express.co.uk/news/world/1986714/turkeys-erdogan-vladimir-putin-syria-assad
1214751598	20241203	202412	2024	2024.9123	SYR	SYRIAN	SYR								SYRREB	SYRIA	SYR					REB			0	192	192	19	4	-9.5	1	1	1	-7.32600732600732	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	20241210101500	https://www.express.co.uk/news/world/1986714/turkeys-erdogan-vladimir-putin-syria-assad
1214751599	20241203	202412	2024	2024.9123	SYRREB	SYRIAN	SYR					REB			SYR	DAMASCUS	SYR								0	192	192	19	4	-9.5	12	1	6	-7.32600732600732	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20241210101500	https://www.express.co.uk/news/world/1986714/turkeys-erdogan-vladimir-putin-syria-assad
1214751600	20241209	202412	2024	2024.9288	COP	POLICE						COP													1	190	190	19	4	-10.0	2	1	2	-6.09756097560976	5	Panabo City, City of Panabo, Philippines	RP	RPL6	24267	7.31667	125.5	-2443810	0								5	Panabo City, City of Panabo, Philippines	RP	RPL6	24267	7.31667	125.5	-2443810	20241210101500	https://www.philstar.com/nation/2024/12/10/2406227/bfar-official-shot-dead-davao
1214751601	20241209	202412	2024	2024.9288	EDU	SCHOOL						EDU			GBR	UNITED KINGDOM	GBR								0	1823	182	18	4	-10.0	4	1	4	-5.73593073593074	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Croydon, Croydon, United Kingdom	UK	UKC8	40133	51.3833	-0.1	-2593790	4	Croydon, Croydon, United Kingdom	UK	UKC8	40133	51.3833	-0.1	-2593790	20241210101500	https://www.mirror.co.uk/news/uk-news/smilling-elianne-andams-final-snapchat-34282663
1214751602	20241209	202412	2024	2024.9288	HLH	HOSPITAL						HLH			twi	ASHANTI			twi						1	043	043	04	1	2.8	5	1	5	-14.569536423841	0								0								0								20241210101500	https://www.ghanaweb.com/GhanaHomePage/regional/Gunfire-erupts-in-Tepa-as-post-election-violence-leaves-residents-in-fear-1963425
1214751603	20241209	202412	2024	2024.9288	LEG	HOUSE OF COMMONS						LEG			GOV	GOVERNMENT						GOV			0	0233	023	02	1	3.4	4	1	4	-8.30324909747292	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20241210101500	https://www.express.co.uk/news/politics/1986727/labour-chaos-syria-confusion
1214751604	20241209	202412	2024	2024.9288	LEG	HOUSE OF COMMONS						LEG			GOV	GOVERNMENT						GOV			0	0233	023	02	1	3.4	6	1	6	-8.30324909747292	1	Lebanon	LE	LE		33.833333	35.833333	LE	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20241210101500	https://www.express.co.uk/news/politics/1986727/labour-chaos-syria-confusion
1214751605	20241209	202412	2024	2024.9288	MOS	ISLAMIC				MOS					OPP	DETAINEE						OPP			1	0841	084	08	2	7.0	10	1	10	-7.41525423728813	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20241210101500	https://www.dailymail.co.uk/news/article-14176803/UK-Syria-jihadis-security-services-extremists-Assad-collapse-ministers-asylum-claims.html
1214751606	20241209	202412	2024	2024.9288	MOS	ISLAMIC				MOS					OPP	DETAINEE						OPP			1	130	130	13	3	-4.4	8	1	8	-7.41525423728813	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20241210101500	https://www.dailymail.co.uk/news/article-14176803/UK-Syria-jihadis-security-services-extremists-Assad-collapse-ministers-asylum-claims.html
1214751607	20241209	202412	2024	2024.9288	MOS	ISLAMIC				MOS					OPP	DETAINEE						OPP			1	130	130	13	3	-4.4	2	1	2	-7.41525423728813	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	1	United Kingdom	UK	UK		54	-4	UK	20241210101500	https://www.dailymail.co.uk/news/article-14176803/UK-Syria-jihadis-security-services-extremists-Assad-collapse-ministers-asylum-claims.html
1214751608	20241209	202412	2024	2024.9288	MOS	ISLAMIC				MOS					QAT	DOHA	QAT								1	042	042	04	1	1.9	10	1	10	4.30107526881721	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	20241210101500	http://thepeninsulaqatar.com/article/10/12/2024/qatar-museums-marks-70th-anniversary-of-1954-hague-convention
1214751609	20241209	202412	2024	2024.9288	PHLCOP	PHILIPPINE	PHL					COP													1	190	190	19	4	-10.0	4	1	4	-6.09756097560976	5	Panabo City, City of Panabo, Philippines	RP	RPL6	24267	7.31667	125.5	-2443810	0								5	Panabo City, City of Panabo, Philippines	RP	RPL6	24267	7.31667	125.5	-2443810	20241210101500	https://www.philstar.com/nation/2024/12/10/2406227/bfar-official-shot-dead-davao
1214751610	20241209	202412	2024	2024.9288	PHLCOP	PHILIPPINE	PHL					COP			PHL	PHILIPPINE	PHL								1	190	190	19	4	-10.0	4	1	4	-6.09756097560976	5	Panabo City, City of Panabo, Philippines	RP	RPL6	24267	7.31667	125.5	-2443810	5	Panabo City, City of Panabo, Philippines	RP	RPL6	24267	7.31667	125.5	-2443810	5	Panabo City, City of Panabo, Philippines	RP	RPL6	24267	7.31667	125.5	-2443810	20241210101500	https://www.philstar.com/nation/2024/12/10/2406227/bfar-official-shot-dead-davao
1214751611	20241209	202412	2024	2024.9288	QAT	QATAR	QAT																		1	0831	083	08	2	5.0	4	1	4	-0.15243902439024	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	0								4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	20241210101500	http://thepeninsulaqatar.com/article/10/12/2024/impartiality-at-core-of-qatars-mediation-efforts-griffiths
1214751612	20241209	202412	2024	2024.9288	QAT	DOHA	QAT								MOS	ISLAMIC				MOS					1	043	043	04	1	2.8	10	1	10	4.30107526881721	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	20241210101500	http://thepeninsulaqatar.com/article/10/12/2024/qatar-museums-marks-70th-anniversary-of-1954-hague-convention
1214751613	20241209	202412	2024	2024.9288	SYR	SYRIA	SYR								GOV	REGIME						GOV			0	010	010	01	1	0.0	1	1	1	-3.39539978094195	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Fuengirola, AndalucíSP, Spain	SP	SP51	25782	36.5433	-4.6269	-383095	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20241210101500	https://www.surinenglish.com/malaga/syrians-living-malaga-celebrate-the-fall-assad-20241210080350-nt.html
1214751614	20241209	202412	2024	2024.9288	YEM	YEMEN	YEM																		1	017	017	01	1	0.0	10	1	10	4.30107526881721	1	Yemen	YM	YM		15.5	47.5	YM	0								1	Yemen	YM	YM		15.5	47.5	YM	20241210101500	http://thepeninsulaqatar.com/article/10/12/2024/qatar-museums-marks-70th-anniversary-of-1954-hague-convention
1214751615	20241209	202412	2024	2024.9288	ZWEGOVMED	NELSON CHAMISA	ZWE					GOV	MED		ZWE	HARARE	ZWE								1	111	111	11	3	-2.0	2	1	2	-3.41555977229601	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20241210101500	https://bulawayo24.com/news/national/248884
1214751616	20241209	202412	2024	2024.9288	twi	ASHANTI			twi						HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	5	1	5	-14.569536423841	0								0								0								20241210101500	https://www.ghanaweb.com/GhanaHomePage/regional/Gunfire-erupts-in-Tepa-as-post-election-violence-leaves-residents-in-fear-1963425
1214751617	20241210	202412	2024	2024.9315											AFR	AFRICA	AFR								1	032	032	03	1	4.5	5	1	5	-3.85395537525355	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20241210101500	https://www.iol.co.za/entertainment/celebrity-news/local/sello-maake-kancube-sues-for-defamation-over-hiv-allegations-7f89ad95-6671-4be7-8fa0-d2ef6358f843
