1220749400	20240116	202401	2024	2024.0438	AUS	AUSTRALIA	AUS								MED	MEDIA						MED			1	020	020	02	1	3.0	4	1	4	0.60240963855422	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20250115150000	https://www.timeshighereducation.com/news/adelaide-university-seeks-founding-v-c-hoj-and-lloyd-plan-exit
1220749401	20240116	202401	2024	2024.0438	AUS	AUSTRALIA	AUS								MED	MEDIA						MED			1	120	120	12	3	-4.0	4	1	4	0.60240963855422	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20250115150000	https://www.timeshighereducation.com/news/adelaide-university-seeks-founding-v-c-hoj-and-lloyd-plan-exit
1220749402	20240116	202401	2024	2024.0438	CHN	CHINESE	CHN								CHNGOV	XI JINPING	CHN					GOV			1	013	013	01	1	0.4	4	1	4	-1.15740740740741	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250115150000	https://www.tomshardware.com/tech-industry/netherlands-tightens-export-controls-on-sanctioned-semiconductor-equipment-move-made-in-line-with-u-s-limitations-asml-will-apply-for-licenses-from-the-dutch-government
1220749403	20240116	202401	2024	2024.0438	CHNGOV	CHINESE	CHN					GOV			CHNGOV	XI JINPING	CHN					GOV			1	013	013	01	1	0.4	6	1	6	-1.15740740740741	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250115150000	https://www.tomshardware.com/tech-industry/netherlands-tightens-export-controls-on-sanctioned-semiconductor-equipment-move-made-in-line-with-u-s-limitations-asml-will-apply-for-licenses-from-the-dutch-government
1220749404	20240116	202401	2024	2024.0438	CHNGOV	CHINESE	CHN					GOV			CHNGOV	XI JINPING	CHN					GOV			1	020	020	02	1	3.0	6	1	6	-1.15740740740741	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250115150000	https://www.tomshardware.com/tech-industry/netherlands-tightens-export-controls-on-sanctioned-semiconductor-equipment-move-made-in-line-with-u-s-limitations-asml-will-apply-for-licenses-from-the-dutch-government
1220749405	20240116	202401	2024	2024.0438	COP	POLICE						COP			USAMED	REUTERS	USA					MED			0	090	090	09	2	-2.0	10	2	10	-5.63437307679849	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20250115150000	https://www.marketscreener.com/news/latest/Kenyan-minister-says-son-was-abducted-by-intelligence-service-48769206/
1220749406	20240116	202401	2024	2024.0438	COP	POLICE						COP			USAMED	REUTERS	USA					MED			0	114	114	11	3	-2.0	10	2	10	-5.63437307679849	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20250115150000	https://www.marketscreener.com/news/latest/Kenyan-minister-says-son-was-abducted-by-intelligence-service-48769206/
1220749407	20240116	202401	2024	2024.0438	EDU	SCHOOL						EDU			USA	UNITED STATES	USA								1	051	051	05	1	3.4	4	1	4	7.52864157119476	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20250115150000	https://www.yahoo.com/news/cool-school-sand-hill-elementary-125002696.html
1220749408	20240116	202401	2024	2024.0438	EDU	SCHOOL						EDU			USAEDU	SOUTH CAROLINA	USA					EDU			1	051	051	05	1	3.4	6	1	6	7.52864157119476	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20250115150000	https://www.yahoo.com/news/cool-school-sand-hill-elementary-125002696.html
1220749409	20240116	202401	2024	2024.0438	GBR	UNITED KINGDOM	GBR								USAGOV	THE US	USA					GOV			1	013	013	01	1	0.4	8	1	8	-0.84269662921349	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250115150000	https://www.bbc.co.uk/news/articles/cwyp3750y3po
